subject_name,parent,subject_kind,status,slot,slot_status,note,docx_start_para,docx_end_para,example_entities
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,全书回捞深层实体有计数，需与D6候选归并,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4572,4614,"definition:室性心动过速定义,是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏；etiology_pathogenesis:室速常发生于各种器质性心脏病病人,其次是心肌病、心力衰竭、瓣膜性心脏病等,其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等,室速偶可发生在无器质性心脏病者,其多起源于右心室流出道（右室特发性室速）、左心室间隔部（左室特发性室速）和主动脉窦部；clinical_manifestation:晕厥,头晕,心绞痛,低血压；treatment:β受体拮抗剂,胺碘酮,血运重建,导管消融,电复律；exam_lab:心电图,电生理检查,电解质；diagno"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,本章节未识别该槽位,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,not_applicable_or_not_detected,本章节未识别该槽位,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4615,4641,"definition:心室扑动与心室颤动定义,是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起,引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起；clinical_manifestation:心悸,晕厥,头晕,心动过速；exam_lab:基因检测,心电图,电解质；diagnosis_differential:【心电图特征】心室扑动呈正弦图形,有时难与室速鉴别,无法辨认QRS波群、ST段与T波,无法分辨QRS波群、ST段及T波；treatment:β受体拮抗剂,胺碘酮,ICD"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,全书回捞深层实体有计数，需与D6候选归并,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
房室传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4650,4689,"definition:房室传导阻滞定义,是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室,指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室；etiology_pathogenesis:部分健康的成年人、儿童及运动员可发生一度或二度Ⅰ型房室传导阻滞,常与静息时迷走神经张力增高有关,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,老年持续性房室传导阻滞以原因不明的传导系统退行性变多见,如Lev病（心脏纤维支架的钙化与硬化）；clinical_manifestation:心悸,晕厥,黑矇,乏力,头晕；exam_"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,本章节未识别该槽位,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,not_applicable_or_not_detected,本章节未识别该槽位,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
室内传导阻滞,心脏传导阻滞,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4690,4709,"definition:室内传导阻滞定义,是指希氏束以下部位的传导阻滞,指希氏束以下部位的传导阻滞,引起心肌弥漫性病变所致；treatment:起搏器；exam_lab:心电图；diagnosis_differential:【心电图特征】1.右束支传导阻滞（rightbundlebranchblock"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,本章节未识别该槽位,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,not_applicable_or_not_detected,本章节未识别该槽位,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
抗心律失常药物的合理应用,心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4710,4747,"definition:抗心律失常药物的合理应用定义,是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标,是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为5%～10%,导致新的心律失常或使原有心律失常加重，发生率为5%～10%；treatment:β受体拮抗剂,利尿剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,美托洛尔"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,D6候选已覆盖,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,全书回捞深层实体有计数，需与D6候选归并,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,treatment,deep_entity_present,全书回捞深层实体有计数，需与D6候选归并,4864,4889,"definition:动脉粥样硬化定义,是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维；etiology_pathogenesis:病因尚未完全确定,流行病学研究表明不少因素与本病的发生率增加相关,但并非直接因果关系,而是多种因素作用于不同环节所致,这些因素称为危险因素（riskfactor）；clinical_manifestation:高血压；exam_lab:血脂；diagnosis_differential:而是多种因素作用于不同环节所致"
