subject_name,parent,subject_kind,d6_status,slot,d6_slot_status,entity_mentions,section_aligned_mentions,out_of_section_mentions,unique_entity_count,section_aligned_unique_entity_count,entity_type_counts,sample_section_aligned_entities,sample_all_entities,sample_evidence,recommended_action
儿茶酚胺敏感性室性心动过速,,,,treatment,not_in_d6_slot_audit,5,0,5,3,0,"{""Procedure"": 4, ""TreatmentPlan"": 1}",,射频消融术；植入式心律转复除颤器；药物治疗,,疑似跨章节噪声，需人工抽样确认
先天性主动脉缩窄,,,,clinical_manifestation,not_in_d6_slot_audit,3,0,3,2,0,"{""Sign"": 3}",,发绀；高血压,,疑似跨章节噪声，需人工抽样确认
先天性主动脉缩窄,,,,diagnosis_differential,not_in_d6_slot_audit,2,0,2,2,0,"{""DiagnosisCriteria"": 1, ""DifferentialDiagnosis"": 1}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
先天性主动脉缩窄,,,,etiology_pathogenesis,not_in_d6_slot_audit,4,0,4,1,0,"{""RiskFactor"": 4}",,手术,,疑似跨章节噪声，需人工抽样确认
先天性主动脉缩窄,,,,follow_up_prognosis,not_in_d6_slot_audit,1,0,1,1,0,"{""FollowUp"": 1}",,定期随访,,疑似跨章节噪声，需人工抽样确认
先天性主动脉缩窄,,,,treatment,not_in_d6_slot_audit,1,0,1,1,0,"{""Procedure"": 1}",,经皮冠状动脉介入治疗,,疑似跨章节噪声，需人工抽样确认
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,6,0,6,6,0,"{""Sign"": 1, ""Symptom"": 5}",,乏力；头晕；心悸；晕厥；水肿；黑矇,,疑似跨章节噪声，需人工抽样确认
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,1,0,1,1,0,"{""DiagnosisCriteria"": 1}",,诊断标准,,疑似跨章节噪声，需人工抽样确认
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,5,0,5,4,0,"{""Etiology"": 2, ""RiskFactor"": 3}",,动脉粥样硬化；吸烟；手术；肿瘤,,疑似跨章节噪声，需人工抽样确认
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,5,2,3,4,1,"{""Exam"": 5}",心脏导管检查,冠状动脉造影；心电图；心脏导管检查；电生理检查,心脏导管检查｜行5475｜2. 左心导管检查 || 心脏导管检查｜行5477｜（1）左心导管检查：将导管经周围动脉送入主动脉、左心室等处进行压力测定和心血管造影，可了解左心室功能、室壁运动及心腔大小、主动脉瓣和二尖瓣功能。,已可作为槽位候选复核
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,3,0,3,3,0,"{""Complication"": 3}",,心力衰竭；心律失常；猝死,,疑似跨章节噪声，需人工抽样确认
冠状动脉痉挛,冠状动脉疾病的其他表现形式,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,3,0,3,2,0,"{""Procedure"": 2, ""Medication"": 1}",,射频消融术；洋地黄类药物,,疑似跨章节噪声，需人工抽样确认
冠状动脉瘘,,,,clinical_manifestation,not_in_d6_slot_audit,1,0,1,1,0,"{""Sign"": 1}",,心脏杂音,,疑似跨章节噪声，需人工抽样确认
冠状动脉瘘,,,,etiology_pathogenesis,not_in_d6_slot_audit,5,0,5,2,0,"{""RiskFactor"": 5}",,感染；手术,,疑似跨章节噪声，需人工抽样确认
冠状动脉瘘,,,,exam_lab,not_in_d6_slot_audit,1,0,1,1,0,"{""Exam"": 1}",,心脏导管检查,,疑似跨章节噪声，需人工抽样确认
冠状动脉瘘,,,,follow_up_prognosis,not_in_d6_slot_audit,9,0,9,6,0,"{""Complication"": 9}",,心力衰竭；心律失常；心脏压塞；肺动脉高压；肺栓塞；脑卒中,,疑似跨章节噪声，需人工抽样确认
冠状动脉瘘,,,,treatment,not_in_d6_slot_audit,2,0,2,2,0,"{""Procedure"": 1, ""TreatmentPlan"": 1}",,经皮冠状动脉介入治疗；药物治疗,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,classification_risk,not_in_d6_slot_audit,4,0,4,1,0,"{""RiskStratification"": 4}",,危险分层,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,clinical_manifestation,not_in_d6_slot_audit,199,0,199,31,0,"{""Sign"": 122, ""Symptom"": 77}",,乏力；休克；低血压；出汗；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；夜间阵发性呼吸困难；头晕；奇脉；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；心音低钝,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,diagnosis_differential,not_in_d6_slot_audit,34,0,34,2,0,"{""DifferentialDiagnosis"": 25, ""DiagnosisCriteria"": 9}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,etiology_pathogenesis,not_in_d6_slot_audit,229,0,229,16,0,"{""Etiology"": 60, ""RiskFactor"": 135, ""Pathophysiology"": 34}",,创伤；动脉粥样硬化；右心负荷增加；吸烟；家族史；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肿瘤；遗传因素；长期卧床；高脂血症,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,exam_lab,not_in_d6_slot_audit,117,0,117,20,0,"{""LabTest"": 39, ""Exam"": 78}",,CT检查；CT肺动脉造影；冠状动脉CTA；冠状动脉造影；动态心电图；动脉血气分析；心内膜心肌活检；心电图；心肌肌钙蛋白；心脏导管检查；电生理检查；磁共振成像；肾功能；胸部X线检查；脑钠肽；血常规；血管超声；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,follow_up_prognosis,not_in_d6_slot_audit,153,0,153,11,0,"{""Complication"": 150, ""FollowUp"": 2, ""Prognosis"": 1}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后良好,,疑似跨章节噪声，需人工抽样确认
冠状动脉粥样硬化性心脏病,,,,treatment,not_in_d6_slot_audit,122,0,122,26,0,"{""Procedure"": 26, ""TreatmentPlan"": 39, ""Medication"": 57}",,一般治疗；他汀类药物；冠状动脉旁路移植术；利尿剂；复律治疗；射频消融术；心包穿刺；心脏移植；抗凝治疗；抗凝药物；抗血小板药物；控制心室率；洋地黄类药物；溶栓治疗；溶栓药物；瓣膜置换术；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,clinical_manifestation,not_in_d6_slot_audit,13,0,13,10,0,"{""Sign"": 7, ""Symptom"": 6}",,乏力；低血压；劳力性呼吸困难；发绀；呼吸困难；头晕；心悸；心脏杂音；胸闷；高血压,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,diagnosis_differential,not_in_d6_slot_audit,6,0,6,2,0,"{""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 4}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,etiology_pathogenesis,not_in_d6_slot_audit,17,0,17,4,0,"{""RiskFactor"": 16, ""Pathophysiology"": 1}",,创伤；心肌缺血；感染；手术,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,exam_lab,not_in_d6_slot_audit,16,0,16,7,0,"{""Exam"": 15, ""LabTest"": 1}",,冠状动脉造影；心电图；心脏导管检查；磁共振成像；肾功能；血管超声；超声心动图,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,follow_up_prognosis,not_in_d6_slot_audit,21,0,21,11,0,"{""Complication"": 18, ""Prognosis"": 1, ""FollowUp"": 2}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后良好,,疑似跨章节噪声，需人工抽样确认
动脉导管未闭,,,,treatment,not_in_d6_slot_audit,15,0,15,7,0,"{""Procedure"": 14, ""TreatmentPlan"": 1}",,射频消融术；心脏再同步治疗；心脏移植；植入式心律转复除颤器；经皮冠状动脉介入治疗；药物治疗；起搏器植入,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,3,0,3,1,0,"{""RiskStratification"": 3}",,危险分层,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,139,0,139,29,0,"{""Symptom"": 53, ""Sign"": 86}",,乏力；休克；低血压；出汗；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；心音低钝；恶心呕吐；晕厥,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,36,0,36,2,0,"{""DifferentialDiagnosis"": 26, ""DiagnosisCriteria"": 10}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,282,0,282,16,0,"{""Etiology"": 137, ""RiskFactor"": 135, ""Pathophysiology"": 10}",,创伤；动脉粥样硬化；吸烟；家族史；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肺动脉血栓栓塞；肿瘤；遗传因素；长期卧床；高脂血症,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,116,0,116,17,0,"{""Exam"": 50, ""LabTest"": 66}",,CT检查；CT肺动脉造影；C反应蛋白；冠状动脉造影；心内膜心肌活检；心电图；心脏导管检查；电生理检查；磁共振成像；红细胞沉降率；肾功能；胸部X线检查；血常规；血管超声；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,90,0,90,11,0,"{""Complication"": 84, ""Prognosis"": 3, ""FollowUp"": 3}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良,,疑似跨章节噪声，需人工抽样确认
动脉粥样硬化,动脉粥样硬化和冠状动脉粥样硬化性心脏病,disease_or_topic,source_limited_ready_as_textbook_core,treatment,deep_entity_present,78,0,78,18,0,"{""Procedure"": 7, ""TreatmentPlan"": 28, ""Medication"": 43}",,一般治疗；他汀类药物；冠状动脉旁路移植术；利尿剂；射频消融术；抗凝治疗；抗凝药物；抗血小板药物；溶栓治疗；溶栓药物；硝酸酯类药物；经皮冠状动脉介入治疗；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；血运重建；钙通道阻滞剂；降压治疗,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,clinical_manifestation,not_in_d6_slot_audit,15,0,15,3,0,"{""Sign"": 14, ""Symptom"": 1}",,低血压；恶心呕吐；高血压,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,diagnosis_differential,not_in_d6_slot_audit,3,0,3,2,0,"{""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 1}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,etiology_pathogenesis,not_in_d6_slot_audit,20,0,20,6,0,"{""RiskFactor"": 19, ""Pathophysiology"": 1}",,右心负荷增加；感染；手术；糖尿病；肥胖；肿瘤,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,exam_lab,not_in_d6_slot_audit,11,0,11,5,0,"{""LabTest"": 5, ""Exam"": 6}",,CT检查；磁共振成像；肾功能；血糖；血脂检查,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,follow_up_prognosis,not_in_d6_slot_audit,5,0,5,4,0,"{""Complication"": 4, ""Prognosis"": 1}",,出血；心力衰竭；脑卒中；预后良好,,疑似跨章节噪声，需人工抽样确认
原发性醛固酮增多症,,,,treatment,not_in_d6_slot_audit,11,0,11,6,0,"{""TreatmentPlan"": 4, ""Medication"": 7}",,药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；血运重建；醛固酮受体拮抗剂；降压治疗,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,58,0,58,11,0,"{""Sign"": 51, ""Symptom"": 7}",,乏力；低血压；发热；发绀；呼吸困难；咳嗽；心悸；水肿；胸闷；颈静脉怒张；高血压,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,14,0,14,2,0,"{""DifferentialDiagnosis"": 12, ""DiagnosisCriteria"": 2}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,20,0,20,9,0,"{""RiskFactor"": 17, ""Etiology"": 3}",,动脉粥样硬化；吸烟；家族史；感染；手术；炎症；糖尿病；肥胖；高脂血症,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,22,0,22,7,0,"{""Exam"": 8, ""LabTest"": 14}",,冠状动脉造影；心电图；肾功能；胸部X线检查；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,11,0,11,5,0,"{""Complication"": 11}",,出血；心力衰竭；心律失常；肺动脉高压；脑卒中,,疑似跨章节噪声，需人工抽样确认
原发性高血压,高血压,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,13,0,13,7,0,"{""TreatmentPlan"": 5, ""Medication"": 8}",,一般治疗；利尿剂；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；醛固酮受体拮抗剂；降压治疗,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,clinical_manifestation,not_in_d6_slot_audit,16,0,16,5,0,"{""Sign"": 14, ""Symptom"": 2}",,休克；出汗；心动过速；心悸；高血压,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,diagnosis_differential,not_in_d6_slot_audit,4,0,4,1,0,"{""DifferentialDiagnosis"": 4}",,鉴别诊断,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,etiology_pathogenesis,not_in_d6_slot_audit,16,0,16,4,0,"{""RiskFactor"": 16}",,感染；手术；糖尿病；肿瘤,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,exam_lab,not_in_d6_slot_audit,10,0,10,4,0,"{""Exam"": 5, ""LabTest"": 5}",,CT检查；磁共振成像；肾功能；血糖,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,follow_up_prognosis,not_in_d6_slot_audit,3,0,3,3,0,"{""Complication"": 3}",,出血；心力衰竭；心律失常,,疑似跨章节噪声，需人工抽样确认
嗜铬细胞瘤和副神经节瘤,,,,treatment,not_in_d6_slot_audit,4,0,4,3,0,"{""Medication"": 2, ""TreatmentPlan"": 2}",,醛固酮受体拮抗剂；钙通道阻滞剂；降压治疗,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,2,0,2,1,0,"{""Sign"": 2}",,心脏杂音,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,1,0,1,1,0,"{""DiagnosisCriteria"": 1}",,诊断标准,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,5,0,5,2,0,"{""RiskFactor"": 5}",,感染；手术,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,2,0,2,2,0,"{""Exam"": 2}",,心脏导管检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,5,0,5,4,0,"{""Complication"": 3, ""Prognosis"": 2}",,心力衰竭；感染性心内膜炎；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
多瓣膜病,心脏瓣膜病,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,5,0,5,4,0,"{""TreatmentPlan"": 1, ""Procedure"": 4}",,心脏再同步治疗；瓣膜置换术；经皮冠状动脉介入治疗；药物治疗,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,142,0,142,21,0,"{""Sign"": 99, ""Symptom"": 43}",,乏力；休克；低血压；出汗；发绀；呼吸困难；咳嗽；头晕；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；恶心呕吐；晕厥；水肿；第四心音；胸痛；胸闷；颈静脉怒张,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,18,0,18,2,0,"{""DifferentialDiagnosis"": 11, ""DiagnosisCriteria"": 7}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,54,0,54,13,0,"{""Etiology"": 10, ""RiskFactor"": 31, ""Pathophysiology"": 13}",,创伤；动脉粥样硬化；右心负荷增加；吸烟；家族史；心肌缺血；感染；手术；炎症；糖尿病；肥胖；肿瘤；遗传因素,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,47,0,47,12,0,"{""Exam"": 41, ""LabTest"": 6}",,CT检查；冠状动脉造影；动态心电图；动脉血气分析；心内膜心肌活检；心电图；电生理检查；磁共振成像；肾功能；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,131,0,131,6,0,"{""Complication"": 128, ""FollowUp"": 1, ""Prognosis"": 2}",,定期随访；心力衰竭；心律失常；心脏压塞；猝死；预后良好,,疑似跨章节噪声，需人工抽样确认
室性心动过速,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,116,0,116,21,0,"{""TreatmentPlan"": 44, ""Procedure"": 46, ""Medication"": 26}",,他汀类药物；冠状动脉旁路移植术；利尿剂；复律治疗；射频消融术；心脏再同步治疗；心脏移植；抗凝治疗；控制心室率；植入式心律转复除颤器；洋地黄类药物；溶栓治疗；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；血运重建；起搏器植入,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,98,0,98,25,0,"{""Sign"": 56, ""Symptom"": 42}",,乏力；休克；低血压；出汗；劳力性呼吸困难；发绀；呼吸困难；咳嗽；夜间阵发性呼吸困难；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；恶心呕吐；晕厥；水肿；端坐呼吸,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,6,0,6,1,0,"{""DifferentialDiagnosis"": 6}",,鉴别诊断,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,24,0,24,10,0,"{""RiskFactor"": 9, ""Pathophysiology"": 12, ""Etiology"": 3}",,创伤；动脉粥样硬化；右心负荷增加；吸烟；心肌缺血；手术；炎症；糖尿病；肿瘤；遗传因素,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,27,0,27,9,0,"{""Exam"": 20, ""LabTest"": 7}",,动态心电图；心电图；心肌肌钙蛋白；电生理检查；肾功能；脑钠肽；血常规；血糖；血脂检查,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,55,0,55,5,0,"{""Complication"": 54, ""FollowUp"": 1}",,定期随访；心力衰竭；心律失常；心脏压塞；猝死,,疑似跨章节噪声，需人工抽样确认
室性期前收缩,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,27,0,27,11,0,"{""Procedure"": 8, ""Medication"": 9, ""TreatmentPlan"": 10}",,复律治疗；射频消融术；抗凝治疗；植入式心律转复除颤器；洋地黄类药物；硝酸酯类药物；胺碘酮；药物治疗；血运重建；起搏器植入；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,clinical_manifestation,not_in_d6_slot_audit,35,0,35,15,0,"{""Sign"": 22, ""Symptom"": 13}",,乏力；低血压；劳力性呼吸困难；发绀；呼吸困难；咳嗽；头晕；心悸；心脏扩大；心脏杂音；晕厥；杵状指；水肿；胸痛；高血压,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,diagnosis_differential,not_in_d6_slot_audit,14,0,14,2,0,"{""DiagnosisCriteria"": 4, ""DifferentialDiagnosis"": 10}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,etiology_pathogenesis,not_in_d6_slot_audit,28,0,28,5,0,"{""RiskFactor"": 20, ""Pathophysiology"": 8}",,创伤；右心负荷增加；心肌缺血；感染；手术,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,exam_lab,not_in_d6_slot_audit,31,0,31,7,0,"{""Exam"": 29, ""LabTest"": 2}",,冠状动脉造影；心电图；心脏导管检查；磁共振成像；肾功能；血管超声；超声心动图,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,follow_up_prognosis,not_in_d6_slot_audit,31,0,31,11,0,"{""Complication"": 28, ""Prognosis"": 1, ""FollowUp"": 2}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后良好,,疑似跨章节噪声，需人工抽样确认
室间隔缺损,,,,treatment,not_in_d6_slot_audit,17,0,17,7,0,"{""Procedure"": 16, ""TreatmentPlan"": 1}",,射频消融术；心脏再同步治疗；心脏移植；植入式心律转复除颤器；经皮冠状动脉介入治疗；药物治疗；起搏器植入,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,classification_risk,not_in_d6_slot_audit,1,0,1,1,0,"{""RiskStratification"": 1}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,clinical_manifestation,not_in_d6_slot_audit,283,0,283,34,0,"{""Symptom"": 109, ""Sign"": 174}",,下肢疼痛；乏力；休克；低血压；出汗；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；夜间阵发性呼吸困难；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；恶心呕吐,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,diagnosis_differential,not_in_d6_slot_audit,20,0,20,2,0,"{""DifferentialDiagnosis"": 14, ""DiagnosisCriteria"": 6}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,etiology_pathogenesis,not_in_d6_slot_audit,135,0,135,15,0,"{""Etiology"": 26, ""RiskFactor"": 84, ""Pathophysiology"": 25}",,动脉粥样硬化；右心负荷增加；吸烟；家族史；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肺动脉血栓栓塞；肿瘤；遗传因素；高脂血症,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,exam_lab,not_in_d6_slot_audit,85,0,85,19,0,"{""LabTest"": 44, ""Exam"": 41}",,CT检查；C反应蛋白；冠状动脉造影；动态心电图；动脉血气分析；心电图；心肌肌钙蛋白；心脏导管检查；电生理检查；磁共振成像；红细胞沉降率；肾功能；胸部X线检查；脑钠肽；血培养；血常规；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,follow_up_prognosis,not_in_d6_slot_audit,230,0,230,12,0,"{""Complication"": 223, ""Prognosis"": 4, ""FollowUp"": 3}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
心力衰竭,,,,treatment,not_in_d6_slot_audit,149,0,149,27,0,"{""Procedure"": 26, ""TreatmentPlan"": 60, ""Medication"": 63}",,一般治疗；他汀类药物；冠状动脉旁路移植术；利尿剂；复律治疗；射频消融术；心脏再同步治疗；心脏移植；抗凝治疗；抗凝药物；控制心室率；植入式心律转复除颤器；氧疗；洋地黄类药物；溶栓治疗；瓣膜置换术；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗,,疑似跨章节噪声，需人工抽样确认
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,clinical_manifestation,candidate_present,145,0,145,28,0,"{""Symptom"": 59, ""Sign"": 86}",,下肢疼痛；乏力；休克；低血压；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；头晕；奇脉；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；心音低钝；恶心呕吐,,疑似跨章节噪声，需人工抽样确认
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,diagnosis_differential,candidate_present,30,0,30,2,0,"{""DifferentialDiagnosis"": 19, ""DiagnosisCriteria"": 11}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
