id,entity_type,kg_node_code,kg_node_name,target_table,issue_type,reason,proposed_value,current_value,source,target_id,target_code,target_name,review_layer,recommended_action,classification_reason,group_id
aa2d18014ef25262bf00f63f5179203e,LabItem,CARD-SKELETON-20260709-LABTEST-FE6022A36946E72E,B型利钠肽,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
1711bdcc13585fe0929b4d2bfae02c70,LabItem,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B,B型钠尿肽,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""BNP"", ""脑钠肽"", ""B型钠尿肽"", ""NT-proBNP""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
e0af4107ea535dfb9af5c9fd69d80889,LabItem,EXAM-HT-CKD-EGFR-UACR,CKD高血压肾功能和尿蛋白评估,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""CKD高血压肾功能和尿蛋白评估"", ""UACR"", ""尿蛋白"", ""肾功能"", ""CKD患者""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
a98c82572cff5d448a943006543aad0e,LabItem,LAB-CARD-BF2619C772EC,C反应蛋白,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""C 反应蛋白"", ""CRP"", ""C反应蛋白""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
6215c18624425af494d2d28e9ca9e14d,LabItem,LAB-CARD-2E1F4EC42626,D-二聚体,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""D-二聚体""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
25ac429813c857aebe66f87854bcc3c4,LabItem,LAB-CARD-408A62EF5D51,NT-proBNP,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""NT-proBNP"", ""N端脑钠肽前体"", ""N末端B型钠尿肽前体""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
3fa75011a685540bbd1c32ef0d5d05dd,LabItem,CARD-SKELETON-20260709-LABTEST-EA39FB0FF19DE7FA,N末端B型钠尿肽前体,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
3395806222685598bbe4c6760066e59c,LabItem,EXAM-CARD-01C3182D129E,利钠肽,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""BNP"", ""NT-proBNP"", ""N端脑钠肽前体"", ""脑钠肽""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
25cfe7230e2c5ca7af4089a0d54224f2,LabItem,LAB-CARD-6DEDDE6D2554,国际标准化比值,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""INR"", ""国际标准化比值""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
f82b69cd78c356ae83e54ec6cf389f77,LabItem,LAB-CARD-9BAE7B9210AE,尿白蛋白/肌酐比值,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""尿白蛋白肌酐比"", ""尿微量白蛋白""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
e94c1424af595868b47056333d8c0886,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肌钙蛋白"", ""心肌酶""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
4ad2dfc8dccd5695b226ac8df33ea76a,LabItem,LAB-CARD-A9EC1D4DA037,心肌肌钙蛋白,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""cTnI"", ""cTnT"", ""心肌肌钙蛋白"", ""肌钙蛋白""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
a8cb9096c50f5e4fbc7b99e20525889f,LabItem,LAB-CARDIAC-BIOMARKERS,心脏生物标志物检测,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
1135d2c5e21655e8b32afd7b93fe1767,LabItem,LAB-CARD-23D1E86AB4BE,甲状腺功能,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""甲功""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
e750292c99055fc6ad4389e8194335b3,LabItem,CARD-SKELETON-20260709-LABTEST-8E96DA78BC099DF8,电解质,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
c7823df445f85207b524f5beb7f5fc01,LabItem,LAB-CARD-TEXT-3F8D27CB7E,白细胞计数,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""CBC"", ""白细胞计数"", ""血小板"", ""血红蛋白""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
af616812070c58a09940053bb21238b5,LabItem,LAB-CARD-1BE2B3C08B76,红细胞沉降率,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""ESR"", ""红细胞沉降率"", ""血沉""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
3925dcc5b307527d9898a2c53d7dacb5,LabItem,CARD-SKELETON-20260709-LABTEST-AD6A34F25F521595,肌钙蛋白,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""cTnI"", ""cTnT"", ""心肌肌钙蛋白"", ""肌钙蛋白""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
e64952f25de55fe2ae548cd63088dc6d,LabItem,LAB-CARD-TEXT-07B39C98F1,肾功能,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肌酐"", ""肾功能""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
0108778158255b41b6a6c64fa4f95bcf,LabItem,LAB-CARD-RENAL-ELECTROLYTE-CDSS,肾功能与电解质,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肌酐"", ""eGFR"", ""血钾"", ""电解质""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
60b0cd01be2557e8a06924c1a6fa7cb8,LabItem,LAB-CARD-TEXT-48E9A64933,血培养,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""微生物培养""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
2413ae2fe36450be9049855c459bf7c7,LabItem,LAB-CARD-F2BFB7EA8B44,血尿酸,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""尿酸""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
406bd549bb1b58c9b85c4d0aff16f013,LabItem,LAB-CARD-D26D76AD854B,血肌酐,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肌酐""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
40d999f1548d519599f505329f583384,LabItem,LAB-CARD-C59B64C19ADD,血脂,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""胆固醇"", ""血脂"", ""血脂谱""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
f43d7fb1d29f5eac90b85b89295dddd7,LabItem,LAB-CARD-F89D5BB72F25,血钾,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""血清钾""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
d483be811c255d7eb12e4ff79f31b197,LabItem,LAB-CARD-91796AAB61B0,醛固酮/肾素比值,K_LAB_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""醛固酮肾素比值"", ""ARR""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_ITEM_DICT
419b6b63bcd95579b940591ad2124d16,LabSubitem,LABIND-EXAM-CARD-01C3182D129E-BNP,BNP,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
3d71349a058955319f63f5ae502bf52c,LabSubitem,LABIND-EXAM-CARD-01C3182D129E-NT-proBNP,NT-proBNP,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
27c24bd85b2151fb989f697609c9b5cd,LabSubitem,IND-NT-PROBNP,N末端B型利钠肽原,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""NT-proBNP""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
c1864b266f8b54dabad2fc0a3d679afe,LabSubitem,IND-CARD-F253DB167E81,估算肾小球滤过率,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""eGFR""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
081385bc8efb5f66b996a9d91f47b8e5,LabSubitem,LABIND-EXAM-HT-CKD-EGFR-UACR-尿白蛋白肌酐比值,尿白蛋白肌酐比值,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
d52c1063e2ae5dddabedfff94388a080,LabSubitem,IND-CARD-LAB-BLOOD-CULTURE-RESULT,血培养结果,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""血培养阳性"", ""血培养阴性"", ""血液培养结果"", ""病原体血培养结果""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
72c69bfbaf7a5bb58d97cbab2205fc9e,LabSubitem,LABIND-LAB-CARD-RENAL-ELECTROLYTE-CDSS-血钠,血钠,K_LAB_SUBITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_LAB_SUBITEM_DICT
9d240c75daea5dda8c5428d6bc403e63,Medication,MED-CARD-STEMI-22FF7F0E7C5A,伊伐布雷定,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
6d67d83266025f2aa81a91def5bde51e,Medication,MED-CARD-75C23ADDCA3A,伊布利特,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""ibutilide""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
56ddab27bc8c5bcaa4ca152b56df25c5,Medication,MED-CARD-PH-E052CF930EC2,伊洛前列素,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""伊洛前列素吸入溶液""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
242395cbd6e152798504e732d8fa8397,Medication,MED-CARD-02BB82DF8F9A,低分子肝素,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""依诺肝素"", ""那屈肝素""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
3044c5769dea5a4fa68bb081aa11e637,Medication,MED-CARD-2CCCA76B39F5,低分子量肝素,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
71224529af615998910b933c80b4fc35,Medication,MED-CARD-PH-7C5AD3FC1357,依前列醇,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""依前列醇注射剂""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
ff87439f06ea5b8880af0e31043c33d2,Medication,MED-CARD-31AF701C4FDE,依普利酮,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Eplerenone""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
c9c17d9e45205d66a92ff87b467c09dd,Medication,MED-CARD-STD-FE9616A928,依那普利,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Enalapril"", ""enalapril""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
8d47cf2c86bb55eab714549a8921b4c2,Medication,MED-CARD-0E77096BF3B6,决奈达隆,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""dronedarone""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
81ac24ff2a3e5cf8811acadf703e6883,Medication,MED-CARD-38524B4E5194,利伐沙班,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""rivaroxaban""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
6bff5e3798f954818821818d50c7a1be,Medication,MED-CARD-81B5F958C0F3,华法林,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""VKA"", ""warfarin"", ""维生素K拮抗剂""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
8760ae0df19e59bb8891b7bfd395c211,Medication,MED-CARD-STEMI-227F3A66140F,去甲肾上腺素,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
547a1b041de45a08ae7ef0d47a37a7b2,Medication,MED-CARD-E2353B3B1CAF,可溶性鸟苷酸环化酶刺激剂,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""可溶性鸟苷酸环化酶激动剂""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
f375ce560936508495ba84f8f0b6f371,Medication,MED-CARD-STEMI-75149079D7F4,吗啡,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
6ec5c0ed0f33567a877a659f0fb5c292,Medication,MED-CARD-STEMI-7DE6E08B5D55,哌替啶,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
1284a914047155cbab1509eeaa06d5e8,Medication,MED-CARD-86C60E295E1A,地尔硫䓬,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
db9ad463dcab573a8e79b84ed1e79a43,Medication,MED-CARD-STD-0401DB9741,地尔硫卓,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""diltiazem"", ""地尔硫䓬""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
e53c2f2c0c2d50a786660478b47fef51,Medication,MED-CARD-STD-62498B0FBD,地高辛,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""digoxin""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
ce176afb182550f4b02a28e9b5518aac,Medication,MED-CARD-12D6A674C1C7,坎地沙坦,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
4c66dfae608e5b678a34a8fb0b053e41,Medication,MED-CARD-STD-4E3948E735,培哚普利,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Perindopril"", ""perindopril""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
96d3bdc62ab259b7ac49d0bf039bfd5c,Medication,MED-CARD-444827C26766,多巴胺,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""dopamine""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
0cf0d1bac3da56c6adda4c1d21778dc1,Medication,MED-CARD-STEMI-D731BC63E9D4,多巴酚丁胺,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
95fe9091698f587d954ba0bca4811933,Medication,MED-CARD-74936DD4D485,奎尼丁,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""quinidine""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
58e1b26b104950de8a6f51b02cd495d8,Medication,MED-CARD-3D43C06FF87E,尼卡地平,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Nicardipine""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
28e1e903dcc25e1585371c7f717f2689,Medication,MED-CARD-669F94E52F61,异丙肾上腺素,K_DRUG_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""isoprenaline"", ""isoproterenol"", ""异丙肾"", ""异丙肾上腺素注射液"", ""异丙肾上腺素静脉滴注""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_DRUG_DICT
