检查项,性质,业务编码,业务名称,说明,原始数据
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""当离子通道或调控通道的蛋白质发生基因突变时，其功能出现异常升高或降低，导致心肌细胞除极或复极过程异常，从而延长或缩短动作电位时程而产生心律失常甚至猝死，称为离子通道病。随着基因检测技术的发展，许多排除了器质性心脏病而反复出现不明原因晕厥甚至心脏性猝死的病人被证明存在基因变异，尤其是具有家族史者，目前将此类疾病统称为遗传性心律失常综合征，常见的离子通道病有：1"", ""duplicate_count"": 11, ""codes"": [""CARD-SKELETON-20260709-EVID-56E6576F2E29FE34"", ""CARD-SKELETON-20260709-EVID-BACKFILL-2123264043D037AA"", ""CARD-SKELETON-20260709-EVID-BACKFILL-2FB31B7241690BAF"", ""CARD-SKELETON-20260709-EVID-BACKFILL-5A9487EC9B4C336E"", ""CARD-SKELETON-20260709-EVID-BACKFILL-4F2EA423F149A393"", ""CARD-SKELETON-20260709-EVID-BACKFILL-7774305EF200DABC"", ""CARD-SKELETON-20260709-EVID-BACKFILL-5754AF3F019201CD"", ""CARD-SKELETON-20260709-EVID-BACKFILL-8EE0E23E7BD8D33C"", ""CARD-SKELETON-20260709-EVID-BACKFILL-8BC6ADC5DC33D574"", ""CARD-SKELETON-20260709-EVID-BACKFILL-635E0BE4E1E92E0F"", ""CARD-SKELETON-20260709-EVID-BACKFILL-8B9952C0A53B4916""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""高血压是肿瘤病人重要的合并症，部分高血压与肿瘤治疗药物相关。其中VEGF抑制剂与高血压的关系最为密切，其引起高血压和使原有高血压病情加重的概率高达11%～45%。其发生机制包括内皮细胞分泌NO能力下降、血管收缩、外周微血管数量减少、血管弹性降低及内皮功能紊乱等。肿瘤治疗全周期均应进行血压监测与管理。血压控制目标是＜140/90mmHg，如病人耐受性良好，建议"", ""duplicate_count"": 11, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-E5C49B64C5FF11CE"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C0A660D17225E6D0"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B7210F3EE754CECA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-2A78FEEFA39F91D9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8BB52757DF24713B"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D6DA4C29D2A3ADA9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5CCEBFBB8C409AD3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A492585D87E3C748"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-92F68EF76F196DB0"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-88C6CADB906E8630"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0289C46543988676""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""冠脉微血管疾病可单独存在或与心外膜冠脉阻塞性病变同时存在。早年将具有心绞痛或类似于心绞痛的症状，有心肌缺血客观依据而冠脉造影无心外膜血管狭窄者诊断为心脏X综合征。此类病人占因胸痛而行冠脉造影检查病人总数的10%～30%。本病病因尚不清楚，可能与内皮功能异常和微血管病变有关。目前认为冠脉微血管的功能和结构异常均可导致心肌缺血，大部分表现为稳定型NOTES258"", ""duplicate_count"": 10, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-54F00A77C37D0EF5"", ""CARD-SKELETON-20260709-EVID-BACKFILL-90C6861F92C49413"", ""CARD-SKELETON-20260709-EVID-BACKFILL-7ED4C97995A7F47E"", ""CARD-SKELETON-20260709-EVID-BACKFILL-E143523637859B19"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9DC6DB2795742856"", ""CARD-SKELETON-20260709-EVID-BACKFILL-3F7D55E8AA46DBB7"", ""CARD-SKELETON-20260709-EVID-BACKFILL-255D733D2486E1E7"", ""CARD-SKELETON-20260709-EVID-BACKFILL-8038514272787B9D"", ""CARD-SKELETON-20260709-EVID-BACKFILL-364D73E7F3B50E7E"", ""CARD-SKELETON-20260709-EVID-BACKFILL-F3CC47F1B54D38B8""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房性期前收缩（prematureatrialbeats），也称房性早搏，简称房早，是指起源于窦房结以外心房的任何部位的心房激动，是临床上常见的心律失常。【临床表现】主要表现为心悸，自觉有停跳感，部分伴有胸闷、乏力等；有些病人可能无任何症状。房早多为功能性，正常成人进行24小时动态心电图监测，大约60%有房早发生。在各种器质性心脏病如冠心病、肺心病、心肌病等病"", ""duplicate_count"": 10, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-AAA312337EBE388B"", ""CARD-SKELETON-20260709-EVID-BACKFILL-80FA4F7D77BAF15A"", ""CARD-SKELETON-20260709-EVID-BACKFILL-14D2367E29DC4C7C"", ""CARD-SKELETON-20260709-EVID-BACKFILL-1560BE606CBBD0C8"", ""CARD-SKELETON-20260709-EVID-BACKFILL-88EC8FED25304AA6"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C7B9CA30B2D77B33"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D0DA6311CBC46554"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-269ECF63A396661D"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0651248C50DB3166"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-483284A07297E164""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""下肢浅静脉包括大隐静脉、小隐静脉及其分支；下肢深静脉与大动脉伴行。下肢静脉系统疾病以静脉血栓最具临床意义。【深静脉血栓形成】深静脉血栓形成（deepvenousthrombosis，DVT）是血液在深静脉内异常凝固引起的病症，多发生于下肢，血栓脱落可引起肺栓塞（pulmonaryembolism，PE），两者合称为静脉血栓栓塞症（venousthromboe"", ""duplicate_count"": 10, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B56D2003B4B53F90"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0DD05587C5E19219"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5BE0C0F4512CC246"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-491EE7EABA8CF483"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7A6A090797572C8E"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-18E82CEE8F674D9F"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-744E838E620CFF8A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7754974CC8764D86"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B0C1819F7A5F9662"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7CA7060FD897A219""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""成人窦性心律的频率超过100次/分为窦性心动过速（sinustachycardia）（图3-3-4）。目前临床上分为生理性窦性心动过速和不适当窦性心动过速。生理性窦性心动过速通常见于健康人、吸烟、饮茶或咖啡、饮酒、体力活动及情绪激动时；也可见于某些病理状态，如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时。不适当窦性心动过速是指在"", ""duplicate_count"": 9, ""codes"": [""CARD-SKELETON-20260709-EVID-41A392A7302770C8"", ""CARD-SKELETON-20260709-EVID-BACKFILL-DE3B76D82C47AEBB"", ""CARD-SKELETON-20260709-EVID-BACKFILL-14C04E86E7F82025"", ""CARD-SKELETON-20260709-EVID-BACKFILL-3EB2E356B3D925E8"", ""CARD-SKELETON-20260709-EVID-BACKFILL-6E1E39E28FB49352"", ""CARD-SKELETON-FULL-20260709-EVID-7FDD9076A108DFD9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B774CC2017A2F122"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-ECADD8563AA104AD"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-1E607CA1E7DFB227""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心室扑动（ventricularflutter，VF）与心室颤动（ventricularfibrillation，VF）简称室扑和室颤，为致死性心律失常。最常见于冠心病和各种疾病的终末期。此外，抗心律失常药物，特别是引起QT间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起。【心电图特征】心室扑动呈正弦图形，"", ""duplicate_count"": 8, ""codes"": [""CARD-SKELETON-20260709-EVID-4BCB51D93DDE0274"", ""CARD-SKELETON-20260709-EVID-BACKFILL-885E66C4A69345AF"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-E206BF6F2C86711F"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-E6B18D86C0A04615"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3B51C1B539D4AE6E"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0C1E4CDF077543C4"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3EA6047F097E8167"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-322D30EF42048AA8""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""病态窦房结综合征（sicksinussyndrome，SSS）简称病窦综合征，是由窦房结病变导致功能减退，产生多种心律失常的综合表现。病人可在不同时间出现一种以上的心律失常，常同时合并心房自律性异常，部分病人同时有房室传导功能障碍。【病因】众多病变过程，如窦房结纤维化与脂肪浸润、硬化与退行性变、淀粉样变性、甲状腺功能减退、某些感染（布鲁氏菌病、伤寒）等均可损"", ""duplicate_count"": 8, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-D432D462DAC581D3"", ""CARD-SKELETON-20260709-EVID-BACKFILL-A1EE86F59649B255"", ""CARD-SKELETON-20260709-EVID-BACKFILL-2FD01C016B450741"", ""CARD-SKELETON-20260709-EVID-BACKFILL-FA99F9EE3BE0E806"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-4CD9C4F076DF47E1"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AEAC4568D51100E8"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D6027D69E3B27419"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-68D55B903FD1EBEB""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""风湿热（rheumaticfever）是心脏瓣膜病的主要病因之一，是由于A群乙型溶血性链球菌感染所致，其致病机制与继发于链球菌感染后异常免疫反应有关。该细菌荚膜与关节、滑膜之间有共同抗原，细胞壁外层中M蛋白及M相关蛋白、中层多糖中N-乙酰萄糖胺等与心肌和心瓣膜有共同抗原，细胞膜脂蛋白与心肌纤维膜和丘脑下核、尾状核之间有共同抗原。链球菌感染后体内产生的抗链球菌"", ""duplicate_count"": 7, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-9509614AD189250A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-09C75D3F0134F526"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-32C671BA69C4BC90"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-933C12535138C41C"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-28658DCCF7ADDB64"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-DE5F7973234C1B6B"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0C741FE0390EC30E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""动脉粥样硬化（atherosclerosis）的特点是受累动脉的病变从内膜开始，局部先后发生细胞内外的脂质积聚、纤维组织增生和钙质沉着，病变内可见单核巨噬细胞及其他炎症细胞，并有平滑肌细胞的迁移和增生，大量胶原纤维、弹力纤维和蛋白多糖等结缔组织基质形成，动脉中层也可发生逐渐退变和钙化，在此基础上可发生斑块内出血、糜烂或破裂及继发局部血栓形成。由于在动脉内膜积"", ""duplicate_count"": 6, ""codes"": [""CARD-SKELETON-20260709-EVID-240EA590E486C3CB"", ""CARD-SKELETON-20260709-EVID-BACKFILL-052F97FB414765E6"", ""CARD-SKELETON-20260709-EVID-BACKFILL-5E85FED6A9BEBF93"", ""CARD-SKELETON-FULL-20260709-EVID-592D1E9909B4807C"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7E3FFF2E79938122"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-EE0C070EC26EA5BA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""冠脉通常走行于心外膜下的结缔组织中，如果一段冠脉走行于心肌内，这束心肌纤维被称为心肌桥，而走行于心肌桥下的冠脉被称为壁冠状动脉，主要见于左前降支中段。冠脉造影显示该节段血管管腔收缩期受挤压，舒张期恢复正常或受压程度明显减轻，被称为“挤奶现象”（milkingeffect）。冠脉造影时心肌桥检出率为0.51%～16%，尸体解剖时检出率则高达15%～85%，说明"", ""duplicate_count"": 6, ""codes"": [""CARD-SKELETON-20260709-EVID-6C0630C672B1E2EC"", ""CARD-SKELETON-20260709-EVID-BACKFILL-47DA19199D05BD96"", ""CARD-SKELETON-20260709-EVID-BACKFILL-38AB3A4694F72916"", ""CARD-SKELETON-20260709-EVID-BACKFILL-F2635335BCBFB1D1"", ""CARD-SKELETON-20260709-EVID-BACKFILL-214D7ACBB690F29E"", ""CARD-SKELETON-20260709-EVID-BACKFILL-F4793B55BD5D8E8D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""室性心动过速（ventriculartachycardia，VT）简称室速，是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏。及时正确地判断和治疗室速具有非常重要的临床意义。【病因】室速常发生于各种器质性心脏病病人。最常见为冠心病，其次是心肌病、心力衰竭、瓣膜性心脏病等，其他病因包括代谢障碍、电解质紊乱、洋地黄中毒等。室速偶可发生在无"", ""duplicate_count"": 6, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-85769231C906B8B6"", ""CARD-SKELETON-20260709-EVID-BACKFILL-C18C5E0023D97A24"", ""CARD-SKELETON-20260709-EVID-BACKFILL-CD096CD3CE680DC3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-EBFEE852D18D8A23"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-62EDCF77C36A02C8"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-9FEFCD9BC3C4BD67""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【电复律与电除颤的机制和种类】心脏电复律（cardioversion）和电除颤（defibrillation）的机制是在极短暂的时间内给心脏通以强直流电，引起心脏自律细胞在瞬间同时除极化，并使所有可能存在的折返通道全部失活，此时心脏起搏系统中具有最高自律性的起搏点（通常是窦房结）重新主导心脏节律。NOTES221根据电复律时是否识别R波，分为同步电复律与非同"", ""duplicate_count"": 6, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B9F3A26B8F692E43"", ""CARD-SKELETON-20260709-EVID-BACKFILL-0E5493BD2A3874D1"", ""CARD-SKELETON-20260709-EVID-BACKFILL-2FB83ED18C489969"", ""CARD-SKELETON-20260709-EVID-BACKFILL-EC65A80B0FD384E7"", ""CARD-SKELETON-20260709-EVID-BACKFILL-ECBE99D4CD84794A"", ""CARD-SKELETON-20260709-EVID-BACKFILL-43C56D00052D2C5E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""多瓣膜病（multivalvularheartdisease）又称联合瓣膜病，是指两个或两个以上瓣膜病变同时存在。【病因】引起多瓣膜病的病因，多数为单一病因，少数为多种病因引起。1.一种疾病同时损害几个瓣膜最常见为风湿性心脏病，近一半病人有多瓣膜损害。其次为老年退行性改变、黏液样变性，可同时累及二尖瓣和三尖瓣，两者可同时发生脱垂。感染性心内膜炎也可累及多瓣膜"", ""duplicate_count"": 6, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-E08024E72CDA98A2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-DE06F255D4116244"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3E8FAB50D57EC93A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B1062639FC7D95E8"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-443CA9A580BC2F38"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C4A9B374163C5130""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""动脉粥样硬化性心血管疾病（ASCVD）是糖尿病病人最主要的大血管并发症，超过40%的糖尿NOTES350病病人死于心血管疾病，尤其是ASCVD；在住院的冠心病病人中，合并已诊断和新诊断糖尿病的病人比例超过40%。血糖水平与冠心病发生风险呈正相关性。【发病机制】糖尿病导致冠心病的发病机制非常复杂，目前认为与高血糖和胰岛素抵抗引起的内皮功能紊乱、炎症水平上升、脂"", ""duplicate_count"": 5, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B271BC15CCDBC9A1"", ""CARD-SKELETON-20260709-EVID-BACKFILL-6B898AE64068136C"", ""CARD-SKELETON-20260709-EVID-BACKFILL-734B7262ABBBFAE2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D1BE086A6533D9FD"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-FCF1363874D3340F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【诊断】1.发病特点隐匿型冠心病（latentcoronaryheartdisease）或无症状性冠心病是指没有心绞痛症状，但有心肌缺血客观证据的冠心病，其心肌缺血ECG表现可见于静息时，也可在负荷状态下才出现，常为动态ECG记录所发现，也可为各种影像学检查所证实。2.临床表现可分为三种类型：①有心肌缺血客观证据，但无心绞痛症状；②曾有过心肌梗死病史，现有心"", ""duplicate_count"": 5, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-9B317FE61A00036B"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9FE937F350F537AF"", ""CARD-SKELETON-20260709-EVID-BACKFILL-B860CF5876DD58B7"", ""CARD-SKELETON-20260709-EVID-BACKFILL-D9D68AE6C46D732E"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-276FA95659998255""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦性停搏或窦性静止（sinuspauseorsinusarrest）是指窦房结不能产生冲动。心电图表现为在较正常PP间期显著长的间期内无P波发生，或P波与QRS波均不出现，长的PP间期与基本窦性PP间期无倍数关系（图3-3-6）。长时间的窦性停搏后，下位的潜在起搏点，如房室交界处或心室，可发出单个逸搏或逸搏性心律控制心室。窦性停搏多见于窦房结变性与纤维化、急"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-114FEA35B5630884"", ""CARD-SKELETON-20260709-EVID-BACKFILL-824EE25C108AE295"", ""CARD-SKELETON-20260709-EVID-BACKFILL-22751954B02D753F"", ""CARD-SKELETON-20260709-EVID-BACKFILL-A8AE320594ED9ADD""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦房传导阻滞（sinoatrialblock，SAB）指窦房结冲动传导至心房时发生延缓或阻滞。理论上SAB可分为三度，由于体表心电图不能显示窦房结电活动，因而通过体表心电图无法确定一度和三度窦房传导阻滞的诊断。二度窦房传导阻滞分为两型：莫氏（Mobitz）Ⅰ型即文氏（Wenckebach）阻滞，表现为PP间期进行性缩短，直至出现一次长PP间期，该长PP间期短"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-DFEC50B05FB744D4"", ""CARD-SKELETON-20260709-EVID-BACKFILL-40AD9D56153A0EF1"", ""CARD-SKELETON-FULL-20260709-EVID-A60D10D0378B3BE2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8AA97B040064B496""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房性心动过速（atrialtachycardia）简称房速，指起源于心房且无需房室结参与维持的心动过速。NOTES198发生机制包括自律性增加、折返与触发活动。根据起源点不同，分为局灶性房性心动过速（focalatrialtachycardia）和多源性房性心动过速（multifocalatrialtachycardia），后者也称为紊乱性房性心动过速（ch"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-884EC5B8963B2616"", ""CARD-SKELETON-20260709-EVID-BACKFILL-72DF80A59CEFA4E3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-575F641341886917"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-170DDCBE3FB1CDF6""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""室性期前收缩（prematureventricularbeat）也称室性早搏，简称室早，是一种最常见的心律失常，指希氏束以下部位心室兴奋灶提前除极而产生的过早搏动。【病因】常见于各种器质性心脏病，如高血压、冠心病、心肌病、心肌炎及瓣膜性心脏病等。也可见于心脏结构与功能正常者，在情绪紧张、过度劳累、过量烟酒或咖啡，以及电解质紊乱等情况下可诱发室早。某些药物因素"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-E1AAC696E1A05FB2"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9A7A5251D5F9AD27"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-704FAE89786F8525"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-303E69A23483F505""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-D8F26A96ED483838"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9794A4E22D45A2F1"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3E9285BC881C0720"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A5ACFA03852C44B0""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心动过速发作起始与终止时，心率逐渐变化，有别于突发突止的阵发性折返性心动过速，故称为“非阵发性”。心率70～150次/分或更快，心律通常规则，QRS波群正常，自主神经系统张力变化可影响心率快慢。如心房的电活动由窦房结或异位心房起搏点控制，可发生房室分离。洋地黄过量引起者，经常合并房室交界区文氏型传导阻滞，使心室律变得不规则。"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-20260709-EVID-C4-E34C2DA4FADB6E8C"", ""CARD-SKELETON-20260709-EVID-C4-DE99F2318BB7A675"", ""CARD-SKELETON-20260709-EVID-C4-13EFD1181D261A5C"", ""CARD-SKELETON-20260709-EVID-C4-54A9C1CC5F1895BB""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室传导阻滞（atrioventricularblock）是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室。房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位。房室传导阻滞根据严重程度分为三度：一度房室传导阻滞的传导时间延长，但全部冲动仍能传导至心室。二度房室传导阻滞又分为Ⅰ型（文氏阻滞）和Ⅱ型，Ⅰ型阻滞表现为传导时间进行性延长，直至"", ""duplicate_count"": 4, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-78A6C54EC6312AF8"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-E5CFE999F94212CF"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-68183EB9CAA61465"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-683A1BFB12FAD04A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""糖尿病是心力衰竭（以下简称“心衰”）的独立危险因素。无论在射血分数保留型心衰（HFpEF）或射血分数下降型心衰（HFrEF）的病人中，糖尿病都增加了病人的心血管死亡风险。"", ""duplicate_count"": 3, ""codes"": [""EVD-34E543DBA608986ED047-HF"", ""CARD-SKELETON-20260709-EVID-6CFE95A1103BE7DF"", ""CARD-SKELETON-FULL-20260709-EVID-7D364963AAF8EEF5""]}"
