subject_name,parent,level,pdf_page_approx,docx_start_para,docx_end_para,subject_kind,expected_groups,present_groups,missing_groups,definition_count,etiology_pathogenesis_count,clinical_manifestation_count,exam_lab_count,diagnosis_differential_count,treatment_count,prognosis_followup_count,example_entities,g1_status,neo4j_import_allowed,note
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,221,4833,4863,therapy_or_management_section,treatment,clinical_manifestation；definition；prognosis_followup,treatment,4,0,1,0,0,0,1,"definition: 三、导管消融定义, 是将消融电极放置到与心律失常发生相关的心肌组织部位，采用能量（包括射频、冷冻、脉冲电场、激光和微波等）破坏心肌组织，改变该部位心肌自律性和传导性，从而达到治疗心律, 是治疗快速型心律失常最常用的方法, 是以射频能量加热导管头端进行消融；clinical_manifestation: 三、导管消融-症状；prognosis_followup: 三、导管消融-并发症",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,221,4779,4832,therapy_or_management_section,treatment,definition；etiology_pathogenesis；prognosis_followup；treatment,,1,5,0,0,0,3,9,"definition: 二、心血管植入型电子器械定义；treatment: 临时心脏起搏, 起搏器, 心脏起搏器；etiology_pathogenesis: 5.有心脏性猝死危险因素的肥厚型心肌病、扩张型心肌病及右心室发育不良型心肌病, 6.有晕厥或室速记录的遗传性心脏病, 且β受体拮抗剂无效, 如长QT间期综合征、Brugada综合征等, 心肌病；prognosis_followup: （四）起搏随访起搏器随访的主要目的是了解病人情况, 关注疾病变化及相关沟通, 具体包括评估器械性能和优化参数设置、识别和校正起搏器系统的异常情况、预测电池寿命并确定起搏器更换时机、保存病人及起搏器程控参数变化的记录并建立数据库, 以及对病人进行沟通关怀和宣传教育, 其中对于ICD植入病人",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第一节肥厚型心肌病,第六章心肌疾病,节,306,5746,5809,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；prognosis_followup；treatment,,3,9,6,8,5,8,4,"definition: 第一节肥厚型心肌病定义, 是一类以左心室和/或右心室肥厚，伴舒张功能障碍为特征的心肌病，需排除继发于后负荷增加或系统性疾病的心肌肥厚, 是青少年和运动猝死的重要原因；etiology_pathogenesis: 【发病机制】HCM系常染色体显性遗传, 已发现至少8个肌小节蛋白的编码基因突变, 约60%的病人有致病/可能致病变异, 其中MYH7和MYBPC3突变占70%, 40%未检出变异；clinical_manifestation: 胸闷, 呼吸困难, 静息性呼吸困难, 晕厥, 心动过速；exam_lab: 超声心动图, 心电图, 心脏磁共振成像, 运动负荷试验, 磁共振成像；diagnosis_differential: 5.基因检测家系筛查及基因检测对鉴别诊断、预后评估和生育决策有价值, 【诊断与鉴别诊断】影像学发现室壁增厚是诊断HCM的必备条件, 需排除心脏后负荷增加、系统性或代谢性疾病所导致的心肌肥厚, （三）鉴别诊断需除外较常见的左室负荷增加性心室肥厚, 包括高血压、主动脉瓣狭窄、运动员心肌肥厚等；treatment: β受体拮抗剂, 利尿剂, 非二氢吡啶类钙通道阻滞剂, 美托洛尔, 比索洛尔；prognosis_followup: （五）猝死预防植入型心律转复除颤器（ICD）是猝死幸存者的绝对适应证（2级预防）和猝死高危者的相对适应证（1级预防）, 但是否植入取决于病人意愿、预测生存期(≥1年）及危险分层, 这些指征原则上适合于各表型的CM病人, 指南推荐应用HCMRisk-SCD模型进行危险分层",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第三节非扩张型左心室心肌病,第六章心肌疾病,节,306,5875,5894,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；prognosis_followup；treatment,,3,3,1,6,3,5,6,"definition: 第三节非扩张型左心室心肌病定义, 是指在无左心室扩张情况下，左心室存在着非缺血性瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常, 指在无左心室扩张情况下，左心室存在着非缺血性瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；etiology_pathogenesis: 【发病机制】遗传背景和基因突变是其主要发病机制, 但与ARVC和DCM有重叠, 基因突变；clinical_manifestation: 第三节非扩张型左心室心肌病-临床表现；exam_lab: 超声心动图, 基因检测, 心内膜心肌活检, 心电图, 心脏磁共振成像；diagnosis_differential: 【诊断与鉴别诊断】2.鉴别诊断应与心脏收缩功能减低的其他原发和继发性心肌病鉴别, 1.诊断标准, 伴或不伴整体或局部室壁运动异常；treatment: β受体拮抗剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂, ACEI, ARB；prognosis_followup: 2.猝死预防类似于DCM, ICD植入是此表型的治疗重点, 1级预防植入ICD需考虑表型及基因型的猝死风险, 可适当降低植入指征：如携带猝死高危致病基因者, 即使LVEF＞35%也应考虑ICD植入",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第二节扩张型心肌病,第六章心肌疾病,节,306,5810,5874,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；treatment,,2,25,18,11,5,14,0,"definition: 第二节扩张型心肌病定义, 是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释；etiology_pathogenesis: 【病因和发病机制】病因未全明, DCM常有家族性发病趋势, 遗传方式多为常染色体显性、少数为常染色体隐性或X连锁遗传, 病毒感染和自身免疫等获得性病因也参与致病, 1.基因突变约50%家族性和30%散发性DCM病人可检出致病基因；clinical_manifestation: 呼吸困难, 劳力性呼吸困难, 端坐呼吸, 夜间阵发性呼吸困难, 心悸；exam_lab: 超声心动图, 心电图, 胸部X线, X线, 肌钙蛋白；diagnosis_differential: 5.心脏磁共振对诊断、鉴别诊断及预后评估均有很高价值, 【诊断与鉴别诊断】2.鉴别诊断应除外心脏扩大、收缩功能减低的其他继发原因, 可通过病史、查体及TTE、CMR、冠脉造影等检查进行鉴别, CMR提供的心肌组织特征有助于病因鉴别诊断, 提示心肌炎的可能；treatment: ACEI/ARB, β受体拮抗剂, 利尿剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第五节限制型心肌病,第六章心肌疾病,节,306,5929,5959,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；treatment,,2,15,10,10,5,6,0,"definition: 第五节限制型心肌病定义, 是一组以限制性心室充盈障碍为特征的混合性心肌病，其预后较差，5年生存期仅约30%；etiology_pathogenesis: 【病理改变与病理生理】本病病因复杂、病理改变各异, 经典RCM的病理改变为心内膜纤维化、钙化及附壁血栓, 心内膜下心肌变性坏死及瘢痕形成, 各类RCM有各自的病理特征, 如CA的淀粉样物质表现为刚果红染色呈砖红色、偏振光显微镜下呈苹果绿双折光；clinical_manifestation: 呼吸困难, 耐力下降, 水肿, 活动耐量下降, 水肿；exam_lab: 超声心动图, 心电图, 胸部X线, X线, CT；diagnosis_differential: 【诊断与鉴别诊断】2.鉴别诊断首先, 缩窄性心包炎鉴别, 可根据影像学检查结果及心导管压力特征进行鉴别, 1.诊断依据对以右心衰和心律失常为主、心房显著扩大者, TTE限制性心室充盈障碍是主要诊断依据；treatment: β受体拮抗剂, 利尿剂, 非二氢吡啶类钙通道阻滞剂, 钙通道阻滞剂, 起搏器",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第六节心肌炎,第六章心肌疾病,节,306,5960,6066,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；treatment,,6,11,14,9,4,3,0,"definition: 第六节心肌炎定义, 是指感染和非感染性心肌炎性疾病, 是细菌、真菌、立克次体、螺旋体、原虫等, 是嗜心肌病毒感染引起的心肌炎症损伤, 指感染和非感染性心肌炎性疾病；etiology_pathogenesis: 【病因】嗜心肌病毒主要包括胃肠道病毒如柯萨奇病毒B3、埃可病毒、脊髓灰质炎病毒等, 呼吸道病毒如腺病毒、流感病毒（A、B型）、细小病毒B19、冠状病毒（SARS-CoV）等, 6.血清学检测病毒血清学仅对病因有提示作用, 不能作为诊断依据, 心肌病；clinical_manifestation: 胸痛, 胸闷, 心悸, 恶心呕吐, 水肿；exam_lab: 超声心动图, 心电图, 胸部X线, X线, 肌钙蛋白；diagnosis_differential: 5.心脏磁共振对心肌炎诊断有较大价值, 【诊断与鉴别诊断】3.鉴别诊断以上特殊类型VM极易与急性冠脉综合征、缺血性心肌病、应激性心肌病及其他疾病相混淆, 亟需紧急鉴别方可作出治疗决策, 尚需与VM鉴别的疾病主要有：β受体功能亢进症、自身免疫病累及心脏、其他非感染性心肌炎（如甲状腺素或儿茶酚胺性心肌病、过敏；treatment: β受体拮抗剂, 胺碘酮, 临时心脏起搏",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第四节致心律失常性右心室心肌病,第六章心肌疾病,节,306,5895,5928,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；prognosis_followup；treatment,,2,11,1,6,8,6,7,"definition: 第四节致心律失常性右心室心肌病定义, 是以进展性右心室心肌萎缩并被纤维或/和脂肪替代为特征的心肌疾病；etiology_pathogenesis: 【发病机制】多为家族性常染色体遗传但常伴差异表达和不完全外显, 已发现多个连锁位点, 较为明确的致病基因至少有10个, 主要为5个桥粒蛋白编码基因：桥粒斑菲素蛋白2（PKP2）、桥粒斑蛋白（DSP）、桥粒芯蛋白2（DSG2）、桥粒胶蛋白2（DSC2）和斑珠蛋白（JUP）, 尚有非桥粒蛋白编码基因；clinical_manifestation: 第四节致心律失常性右心室心肌病-症状；exam_lab: 超声心动图, 基因检测, 心电图, 心脏磁共振成像, 心脏磁共振；diagnosis_differential: 【诊断与鉴别诊断】3.鉴别诊断, 1.诊断依据对有右室扩大、左束支传导阻滞型VT者, 2.诊断标准主要诊断标准, 结构功能异常：TTE或CMR示右室弥漫或局限性运动障碍或室壁瘤, 室壁组织异常：CMR示右室游离壁心肌组织被纤维组织或/和脂肪取代；treatment: β受体拮抗剂, 胺碘酮, 非二氢吡啶类钙通道阻滞剂, 维拉帕米, 心脏移植；prognosis_followup: 【猝死预防】猝死幸存者或高危病人植入ICD是本病的主要疗法, 但是否植入还应考虑病人意愿及预测生存期(≥1年）, 有晕厥或血流动力学障碍的持续性/非持续性室速, QRS波离散度≥40ms, 影像学证实的严重右室扩张、RVEF＜40%或左室也受累、LVEF＜45%",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第三节糖尿病与心力衰竭,第十五章其他心血管疾病,节,381,7570,7685,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；prognosis_followup；treatment,exam_lab,2,11,1,0,1,10,1,"definition: 第三节糖尿病与心力衰竭定义, 是心力衰竭（以下简称“心衰”）的独立危险因素；etiology_pathogenesis: 【发病机制】糖尿病病人发生心衰是多种因素共同作用的结果, 除了高血糖的直接和间接损害外, 还包括肥胖等其他伴发代谢疾病对心肌的损害等, 从病理生理学层面分析, 心肌细胞代谢紊乱、钙离子调节功能障碍、线粒体功能紊乱、氧化应激损伤以及心脏微循环灌注不良、神经体液过度激活等在糖尿病病人心力衰竭的发生发展中具有重要作用；prognosis_followup: 心力衰竭；clinical_manifestation: 心脏扩大；diagnosis_differential: 【诊断与鉴别诊断】参照“心力衰竭”和“糖尿病”相关章节；treatment: ACEI/ARB, β受体拮抗剂, 利尿剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第二节糖尿病与冠心病,第十五章其他心血管疾病,节,381,7541,7569,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；prognosis_followup,exam_lab；treatment,2,12,2,0,1,0,9,"definition: 第二节糖尿病与冠心病定义, 是糖尿病病人最主要的大血管并发症，超过40%的糖尿病病人死于心血管疾病，尤其是ASCVD；etiology_pathogenesis: 【发病机制】糖尿病导致冠心病的发病机制非常复杂, 目前认为与高血糖和胰岛素抵抗引起的内皮功能紊乱、炎症水平上升、脂代谢异常、氧化应激、高凝状态等因素密切相关, 1.内皮功能紊乱高血糖可直接抑制内皮细胞依赖的血管舒张, 高胰岛素血症通过促进内皮素-1和血管紧张素Ⅱ产生、活性氧（ROS）激活, 加重内皮功能不良；clinical_manifestation: 胸痛, 胸闷；diagnosis_differential: 【诊断与鉴别诊断】参照“冠心病”“糖尿病”相关章节；prognosis_followup: 1.生活方式干预生活方式干预是基础, 应贯穿于治疗的全过程, 低盐低脂及糖尿病膳食, 有规律的运动（一般建议每周150分钟中等强度锻炼或者75分钟高强度体育锻炼）, 避免抽烟、喝酒等不良嗜好",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第三节肿瘤治疗相关的心律失常,第十四章肿瘤心脏病学,节,375,7437,7450,therapy_or_management_section,treatment,definition,treatment,2,0,0,0,0,0,0,"definition: 第三节肿瘤治疗相关的心律失常定义, 引起自主神经紊乱",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第二节肿瘤治疗相关的冠状动脉疾病,第十四章肿瘤心脏病学,节,375,7427,7436,therapy_or_management_section,treatment,clinical_manifestation；definition；etiology_pathogenesis；treatment,,1,5,1,0,0,3,0,"definition: 第二节肿瘤治疗相关的冠状动脉疾病定义；etiology_pathogenesis: 上述药物诱发冠心病的主要机制包括冠脉内皮损伤、冠脉痉挛、急性血栓形成等, 放疗也可诱发冠心病, 其主要机制包括冠脉内皮损伤、炎症反应、氧化应激、动脉粥样硬化进程加快、微血栓形成及斑块破裂等, 放疗诱发的冠脉病变部位常见于冠脉近端或开口处, 冠心病；clinical_manifestation: 胸闷；treatment: 经皮冠状动脉介入治疗, PCI, 血运重建",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第三节慢性冠状动脉综合征,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,258,4956,4957,category_container,,definition,,3,0,0,0,0,0,0,"definition: 第三节慢性冠状动脉综合征定义, 是存在稳定的心外膜冠脉粥样硬化造成的固定狭窄，在某些因素导致心肌耗氧量增加的情况下诱发心肌急剧暂时性缺血缺氧, 导致心肌耗氧量增加的情况下诱发心肌急剧暂时性缺血缺氧",g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,258,4943,4955,overview_section,definition；etiology_pathogenesis,definition；etiology_pathogenesis；prognosis_followup,,6,10,0,0,0,0,1,"definition: 第二节冠状动脉粥样硬化性心脏病概述定义, 是动脉粥样硬化导致器官病变的最常见类型，严重危害人类健康, 指冠状动脉（冠脉）发生粥样硬化引起管腔狭窄或闭塞，导致心肌缺血、缺氧或坏死而引起的心脏病，简称冠心病（coronaryarterydisease，CAD, 导致心肌缺血、缺氧或坏死而引起的心脏病，简称冠心病（coronaryarterydisease，CAD, 导致器官病变的最常见类型，严重危害人类健康；etiology_pathogenesis: 【发病机制】当冠脉供血供氧与心肌需血需氧之间发生矛盾, 冠脉血流量不能满足心肌代谢的需要就可引起心肌缺血缺氧, 暂时的缺血缺氧引起心绞痛, 而持续严重的心肌缺血缺氧可引起心肌坏死, 心肌能量的产生要求大量氧供；prognosis_followup: 出血",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第五节冠状动脉疾病的其他表现形式,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,258,5399,5400,category_container,,,,0,0,0,0,0,0,0,,g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
第四节急性冠脉综合征,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,258,5120,5126,category_container,,definition,,6,0,0,0,0,0,0,"definition: 第四节急性冠脉综合征定义, 是一组由急性心肌缺血引起的临床综合征，主要包括不稳定型心绞痛（UA）、非ST段抬高型心肌梗死（NSTEMI）和ST段抬高型心肌梗死（STEMI），冠心病猝死是特殊, 是自发性AMI，即原发冠脉不稳定斑块发生破裂、糜烂或侵蚀继发血栓形成所致，最常见, 是存在继发因素导致的持续性供氧不能满足耗氧所需，例如冠脉痉挛、自发性夹层或壁内血肿等，以及栓塞和微血管疾病, 导致的持续性供氧不能满足耗氧所需，例如冠脉痉挛、自发性夹层或壁内血肿等，以及栓塞和微血管疾病",g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,221,4455,4464,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition,clinical_manifestation；diagnosis_differential；exam_lab；treatment,2,0,0,0,0,0,0,"definition: 一、房室交界性期前收缩定义, 指示为房室交界性期前收缩",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,221,4472,4475,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition,clinical_manifestation；diagnosis_differential；exam_lab；treatment,2,0,0,0,0,0,0,"definition: 三、非阵发性房室交界性心动过速定义, 引起者，经常合并房室交界区文氏型传导阻滞，使心室律变得不规则",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,221,4465,4471,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition,clinical_manifestation；diagnosis_differential；exam_lab；treatment,2,0,0,0,0,0,0,"definition: 二、房室交界性逸搏与心律定义, 指房室交界性逸搏连续发生而形成的节律",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,221,4476,4547,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；etiology_pathogenesis；exam_lab,diagnosis_differential；treatment,2,7,7,1,0,0,0,"definition: 四、房室交界区相关的折返性心动过速定义, 是折返，前者的折返环路位于房室结内；etiology_pathogenesis: 【病因】病人多无器质性心脏病, 相当部分病人有长期反复发作病史, 【病因】病人大多无其他心脏异常征象, 可于任何年龄经体检心电图或发作心动过速被发现, 少数可见于先天性心血管病如三尖瓣下移畸形（Ebstein畸形）、二尖瓣脱垂、各类心肌病等；clinical_manifestation: 胸闷, 心悸, 晕厥, 黑矇, 头晕；exam_lab: 电生理检查",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
