疾病/章节,父级,层级,docx_start_para,docx_end_para,pdf_start_page_approx,skeleton_slot,骨架槽位中文,是否覆盖,命中关键词,证据强度,是否可直接用于CDSS,备注
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,pathogenesis,发病机制/病理生理,是,病理生理,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,epidemiology,流行病学,是,流行病学；患病率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,symptom,症状,是,症状,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,sign,体征,是,血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,exam,检查,是,检查；心电图；超声心动图,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,risk_stratification,危险分层/评分,是,评分；危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,treatment_plan,治疗方案,是,【治疗】；治疗；药物治疗；消融；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,medication,药物,是,药物；β受体拮抗剂；抗凝；抗血小板,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,procedure,手术/操作,是,手术；消融；起搏器；电复律,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,follow_up,随访,是,监测,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,prognosis,预后,是,复发,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,complication,并发症,是,心力衰竭；栓塞；出血；心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、心房颤动,第三节房性心律失常,小节/疾病,4409,4452,221,prevention,预防/健康教育,是,预防；运动,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,treatment_plan,治疗方案,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,procedure,手术/操作,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,complication,并发症,是,心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四节房室交界性心律失常,第三章心律失常,节,4453,4454,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,definition,定义/概述,是,简称,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,treatment_plan,治疗方案,是,治疗,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,procedure,手术/操作,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,complication,并发症,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、房室交界性期前收缩,第四节房室交界性心律失常,小节/疾病,4455,4464,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,exam,检查,是,心电图,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,treatment_plan,治疗方案,是,治疗；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,procedure,手术/操作,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,complication,并发症,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、房室交界性逸搏与心律,第四节房室交界性心律失常,小节/疾病,4465,4471,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,etiology,病因,是,病因,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,treatment_plan,治疗方案,是,治疗；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,medication,药物,是,药物；β受体拮抗剂,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,procedure,手术/操作,是,手术；电复律,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,complication,并发症,是,心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、非阵发性房室交界性心动过速,第四节房室交界性心律失常,小节/疾病,4472,4475,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,definition,定义/概述,是,简称,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,classification,分类/分型,是,分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,etiology,病因,是,【病因】；病因,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,symptom,症状,是,症状；呼吸困难；心悸；晕厥,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,sign,体征,是,血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,exam,检查,是,检查；心电图,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,differential_diagnosis,鉴别诊断,是,鉴别；需与,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,risk_stratification,危险分层/评分,是,危险分层,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,treatment_plan,治疗方案,是,【治疗】；治疗；药物治疗；消融；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,medication,药物,是,药物；β受体拮抗剂,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,procedure,手术/操作,是,手术；消融；电复律,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,prognosis,预后,是,复发,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,complication,并发症,是,心力衰竭；休克；心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
四、房室交界区相关的折返性心动过速,第四节房室交界性心律失常,小节/疾病,4476,4547,221,prevention,预防/健康教育,是,预防,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,treatment_plan,治疗方案,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,procedure,手术/操作,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,complication,并发症,是,心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第五节室性心律失常,第三章心律失常,节,4548,4549,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,definition,定义/概述,是,简称,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,etiology,病因,是,【病因】；病因,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,epidemiology,流行病学,是,死亡率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、室性期前收缩,第五节室性心律失常,小节/疾病,4550,4571,221,symptom,症状,是,症状；心悸；乏力,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
