scope,disease_code,disease,rule_code,rule_name,rule_text,evidence_code,evidence_name,source_name,score,matched_keywords,status
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,RULE-CDSS-VASCD-ARR-BRUGADA-04-01-FOLLOW,Brugada综合征随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,RULE-CDSS-VASCD-ARR-CPVT-01-01-DIAG,儿茶酚胺敏感性多形性室性心动过速诊断确认阶段规则,当患者症状、体征或检查提示儿茶酚胺敏感性多形性室性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,RULE-CDSS-VASCD-ARR-CPVT-02-01-RISK,儿茶酚胺敏感性多形性室性心动过速风险分层阶段规则,在儿茶酚胺敏感性多形性室性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,RULE-CDSS-VASCD-ARR-CPVT-03-01-TREAT,儿茶酚胺敏感性多形性室性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,RULE-CDSS-VASCD-ARR-CPVT-04-01-FOLLOW,儿茶酚胺敏感性多形性室性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-LQTS,长QT间期综合征,RULE-CDSS-VASCD-ARR-LQTS-01-01-DIAG,长QT间期综合征诊断确认阶段规则,当患者症状、体征或检查提示长QT间期综合征可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-LQTS,长QT间期综合征,RULE-CDSS-VASCD-ARR-LQTS-02-01-RISK,长QT间期综合征风险分层阶段规则,在长QT间期综合征诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-LQTS,长QT间期综合征,RULE-CDSS-VASCD-ARR-LQTS-03-01-TREAT,长QT间期综合征治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-LQTS,长QT间期综合征,RULE-CDSS-VASCD-ARR-LQTS-04-01-FOLLOW,长QT间期综合征随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-NSVT,非持续性室性心动过速,RULE-CDSS-VASCD-ARR-NSVT-01-01-DIAG,非持续性室性心动过速诊断确认阶段规则,当患者症状、体征或检查提示非持续性室性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,41,非持续性室性心动过速；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；NSVT；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-NSVT,非持续性室性心动过速,RULE-CDSS-VASCD-ARR-NSVT-02-01-RISK,非持续性室性心动过速风险分层阶段规则,在非持续性室性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,43,非持续性室性心动过速；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；NSVT；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-NSVT,非持续性室性心动过速,RULE-CDSS-VASCD-ARR-NSVT-03-01-TREAT,非持续性室性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,49,非持续性室性心动过速；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；NSVT；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-NSVT,非持续性室性心动过速,RULE-CDSS-VASCD-ARR-NSVT-04-01-FOLLOW,非持续性室性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,43,心律失常；房颤；室速；室颤；SVT；VT；CARD；NSVT；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-PVC,室性期前收缩,RULE-CDSS-VASCD-ARR-PVC-01-01-DIAG,室性期前收缩诊断确认阶段规则,当患者症状、体征或检查提示室性期前收缩可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-PVC,室性期前收缩,RULE-CDSS-VASCD-ARR-PVC-02-01-RISK,室性期前收缩风险分层阶段规则,在室性期前收缩诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-PVC,室性期前收缩,RULE-CDSS-VASCD-ARR-PVC-03-01-TREAT,室性期前收缩治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,45,室性期前收缩；心律失常；房颤；室速；室颤；SVT；VT；CARD；诊断；评估；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-PVC,室性期前收缩,RULE-CDSS-VASCD-ARR-PVC-04-01-FOLLOW,室性期前收缩随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,43,室性期前收缩；心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-SAB,窦房传导阻滞,RULE-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,窦房传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示窦房传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-SAB,窦房传导阻滞,RULE-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,窦房传导阻滞风险分层阶段规则,在窦房传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SAB,窦房传导阻滞,RULE-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,窦房传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SAB,窦房传导阻滞,RULE-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,窦房传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-SB,窦性心动过缓,RULE-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,窦性心动过缓诊断确认阶段规则,当患者症状、体征或检查提示窦性心动过缓可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-SB,窦性心动过缓,RULE-CDSS-BRADYAVB-ARR-SB-02-01-RISK,窦性心动过缓风险分层阶段规则,在窦性心动过缓诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SB,窦性心动过缓,RULE-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,窦性心动过缓治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SB,窦性心动过缓,RULE-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,窦性心动过缓随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-SND,窦房结功能障碍,RULE-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,窦房结功能障碍诊断确认阶段规则,当患者症状、体征或检查提示窦房结功能障碍可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-SND,窦房结功能障碍,RULE-CDSS-BRADYAVB-ARR-SND-02-01-RISK,窦房结功能障碍风险分层阶段规则,在窦房结功能障碍诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SND,窦房结功能障碍,RULE-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,窦房结功能障碍治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SND,窦房结功能障碍,RULE-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,窦房结功能障碍随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-SQTS,短QT间期综合征,RULE-CDSS-VASCD-ARR-SQTS-01-01-DIAG,短QT间期综合征诊断确认阶段规则,当患者症状、体征或检查提示短QT间期综合征可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-SQTS,短QT间期综合征,RULE-CDSS-VASCD-ARR-SQTS-02-01-RISK,短QT间期综合征风险分层阶段规则,在短QT间期综合征诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SQTS,短QT间期综合征,RULE-CDSS-VASCD-ARR-SQTS-03-01-TREAT,短QT间期综合征治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SQTS,短QT间期综合征,RULE-CDSS-VASCD-ARR-SQTS-04-01-FOLLOW,短QT间期综合征随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-SVT,室上性心动过速,RULE-CDSS-SVTAFL-ARR-SVT-01-01-DIAG,室上性心动过速诊断确认阶段规则,当患者症状、体征或检查提示室上性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-SVT,室上性心动过速,RULE-CDSS-SVTAFL-ARR-SVT-02-01-RISK,室上性心动过速风险分层阶段规则,在室上性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SVT,室上性心动过速,RULE-CDSS-SVTAFL-ARR-SVT-03-01-TREAT,室上性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-SVT,室上性心动过速,RULE-CDSS-SVTAFL-ARR-SVT-04-01-FOLLOW,室上性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,RULE-CDSS-VASCD-ARR-TDP-01-01-DIAG,尖端扭转型室性心动过速诊断确认阶段规则,当患者症状、体征或检查提示尖端扭转型室性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,RULE-CDSS-VASCD-ARR-TDP-02-01-RISK,尖端扭转型室性心动过速风险分层阶段规则,在尖端扭转型室性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,RULE-CDSS-VASCD-ARR-TDP-03-01-TREAT,尖端扭转型室性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,RULE-CDSS-VASCD-ARR-TDP-04-01-FOLLOW,尖端扭转型室性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-VA,室性心律失常,RULE-CDSS-VASCD-ARR-VA-01-01-DIAG,室性心律失常诊断确认阶段规则,当患者症状、体征或检查提示室性心律失常可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,室性心律失常；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-VA,室性心律失常,RULE-CDSS-VASCD-ARR-VA-02-01-RISK,室性心律失常风险分层阶段规则,在室性心律失常诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,41,室性心律失常；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-VA,室性心律失常,RULE-CDSS-VASCD-ARR-VA-03-01-TREAT,室性心律失常治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-FEC5483CB7E25D200A90-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第15页证据（SEG-DOC-80984BC35C87AC53-15-GL-00063-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,47,室性心律失常；心律失常；房颤；SVT；VT；CARD；VA；诊断；评估；心电图；超声；治疗；药物；用药；禁忌；风险；分层；猝死；卒中；评分；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-VA,室性心律失常,RULE-CDSS-VASCD-ARR-VA-04-01-FOLLOW,室性心律失常随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,43,室性心律失常；心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
