disease_code,disease_name,recommendation_code,recommendation_name,entity_type,node_code,node_name,cdss_use_status,clinical_use_status,dictionary_validation_status,source_table,cdss_order_ready,cdss_display_ready,emr_write_allowed,cdss_dictionary_resolution_status,cdss_dictionary_resolution_note,cdss_dictionary_required_action
DIS-CARD-ARR-BRADY,缓慢性心律失常,REC-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,疑似缓慢性心律失常时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,ExamItem,EXAM-CARD-85148D8A75A3,心脏电生理检查,,,pending_dictionary_registration,K_EXAM_ITEM_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,Procedure,PROC-SEPTAL-MYECTOMY,室间隔切除术,knowledge_display_only,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-02-01-SCD-RISK,HCM确诊后应评估猝死风险并判断ICD适应证。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,knowledge_display_only,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,Procedure,PROC-ASA,酒精室间隔消融术,knowledge_display_only,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-02-01-RISK,ACM应进行猝死风险分层，必要时评估ICD，并避免高强度竞技运动。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,knowledge_display_only,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-HF-DIALYSIS-CHF,透析患者慢性心力衰竭,REC-CDSS-HF-HF-DIALYSIS-CHF-01-01-DIAG,疑似透析患者慢性心力衰竭时，应结合心力衰竭诊断标准、透析患者慢性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,LabItem,EXAM-CARD-01C3182D129E,利钠肽,,,pending_dictionary_registration,K_LAB_ITEM_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-LQTS,长QT间期综合征,REC-CDSS-VASCD-ARR-LQTS-01-01-DIAG,疑似长QT间期综合征时，应结合长QT间期综合征诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,LabItem,LAB-CARD-RENAL-ELECTROLYTE-CDSS,肾功能与电解质,,,pending_dictionary_registration,K_LAB_ITEM_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-LQTS,长QT间期综合征,REC-CDSS-VASCD-ARR-LQTS-03-01-TREAT,长QT间期综合征治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、抗心律失常药物治疗、电复律除颤、β受体阻滞剂、利多卡因等。,Medication,MED-CARD-STD-9146894909,普萘洛尔,,,candidate_conflict,K_DRUG_DICT,False,True,False,candidate_conflict,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-LQTS,长QT间期综合征,REC-CDSS-VASCD-ARR-LQTS-03-01-TREAT,长QT间期综合征治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、抗心律失常药物治疗、电复律除颤、β受体阻滞剂、利多卡因等。,Procedure,PROC-CARD-128A6330E583,临时心脏起搏术,,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-02-01-RISK,NDLVCM应长期复评表型、LGE、心律失常和猝死风险，必要时评估ICD。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,knowledge_display_only,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-01-01-DIAG,疑似预激综合征时，应结合预激综合征诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,ExamItem,EXAM-CARD-A80B855C8C77,12导联心电图,,,pending_dictionary_registration,K_EXAM_ITEM_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-01-01-DIAG,疑似预激综合征时，应结合预激综合征诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,ExamItem,EXAM-CARD-85148D8A75A3,心脏电生理检查,,,pending_dictionary_registration,K_EXAM_ITEM_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,Medication,MED-CARD-0D88ECB6525C,普罗帕酮,,,candidate_conflict,K_DRUG_DICT,False,True,False,candidate_conflict,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,Medication,MED-CARD-F50DC811465A,索他洛尔,,,candidate_conflict,K_DRUG_DICT,False,True,False,candidate_conflict,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,Medication,MED-CARD-STD-C685CE7163,维拉帕米,,,candidate_conflict,K_DRUG_DICT,False,True,False,candidate_conflict,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。,需要确定具体字典项或新增标准字典项；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,Procedure,PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,,,pending_dictionary_registration,K_OPERATION_HANDLE_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
DIS-CARD-ARR-WPW,预激综合征,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,TreatmentItem,PROC-CARD-B13C58DD2614,颈动脉窦按摩,,,pending_dictionary_registration,K_TREATMENT_DICT,False,True,False,pending_dictionary_registration,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。,CDSS有效标准字典无候选，需要新增或维护标准字典；未确认前不得下医嘱或回填EMR。
