disease_code,disease_name,node_code,node_name,entity_type,evidence_code,evidence_name,source_name,page,recommendation_level,evidence_level,matched_keywords,match_score,evidence_preview,candidate_count
DIS-CARD-CAD-CCS,慢性冠脉综合征,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-0D6959D17A6C8B89A22C-CCS,经皮冠状动脉介入治疗指南（2025）.pdf 第1页证据（SEG-DOC-99DE8941F1F5EDF3-1-GL-00002-CCS）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,经历了快速普及、提高    【摘要】　自我国2016 版经皮冠状动脉介入治疗（PCI）指南发布以来，PCI 和发展阶段，已成为治疗冠心病的主要方法。国内外也积累了众多的临床研究证据，PCI策略和技术 不断完善，欧美已先后更新发布了相关指南。因此，中华医学会心血管病学分会和中华心血管病杂志 编辑委员会组织专家，依据国内外最新临床研究结果，参考欧美最新指南，结合我国临床实践经验，更 新制定了该指南。为我国PCI严格手术指征和规范实施提供参考和指导，以确保患者安全。 【关键词】　冠,5
DIS-CARD-CAD-CCS,慢性冠脉综合征,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-A0601187D1F3A0DEA3A5-CCS,CCS CN 2024.pdf 第12页证据（SEG-DOC-0CFCD79F003BFB93-12-GL-00080-CCS）,,,,,"['血运重建', 'PCI', '介入治疗', 'CABG']",170,获益：物治疗不佳的CCS患者中，血运重建在缓解心绞痛     （1）左主干、近端前降支病变、两支或三支血 和改善预后方面存在争议。                              管病变，伴LVEF 降低、大面积心肌缺血；（2）存在 （一）不支持血运重建的循证证据                            有血流动力学意义（FFR<0.8/瞬时无波形比值< 患者  虽然一些研究显示血运重建可降低CCS     0.89）的狭窄，表现心绞痛或类似心绞痛症状,5
DIS-CARD-CAD-CCS,慢性冠脉综合征,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-A38912B71A7437323E1D-CCS,中国 冠状动脉粥样硬化性心脏病猝死2024.pdf 第7页证据（SEG-DOC-F1C8C5C1085BEDAF-7-GL-00029-CCS）,,,,,"['血运重建', 'PCI', 'CABG', '旁路移植']",170,不推荐 5     对于CCS患者，常规单独使用β受体阻滞剂以外的抗心律失常药物进行SCD的一级预防治疗［65］ 注：CCS，慢性冠状动脉综合征；SCD，心脏性猝死；HFrEF，射血分数下降的心力衰竭；ARNI/ACE‑I，血管紧张素受体脑啡肽酶抑制剂/血管 紧张素转化酶抑制剂；ARB，血管紧张素Ⅱ受体拮抗剂；SGLT2，钠‑葡萄糖协同转运蛋白2；VT，室性心动过速 管不良事件风险，未降低总死亡率，仅能改善心绞                            冠心病患者,5
DIS-CARD-CAD-CCS,慢性冠脉综合征,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CBFF74D0084A7F666C07-CCS,冠心病双联抗血小板治疗中国专家共识.pdf 第10页证据（SEG-DOC-AFBC49A750345874-10-GL-00058-CCS）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,分或符         DAPT推荐建议见表14 对于出血风险较高（如PRECISE‑DAPT≥25      Ⅱa   B   合ARC‑HBR 定义）的CCS患者，应考虑3个月的                  表14     DAPT［48‑49］                                  非血运重建ACS患者的DAPT建议 可能会引起安全性问题的 对于进行3 个月DAPT                                Ⅱb  ,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,EVD-CARD-DEEP-0D5D17245FFA9F,冠状动脉粥样硬化性心脏病-钙通道阻滞剂-教材证据-11183-5FFA9F,,,N/A,N/A,"['控制心室率', '心室率', '房颤']",160,肿瘤病人房颤的治疗详见本篇第三章。肿瘤病人需特殊考虑：①评估肿瘤合并房颤病人血栓栓塞、出血风险时还应结合肿瘤类型、分期及肿瘤治疗方案；②非瓣膜性房颤病人，可优选 NOAC抗凝，但需注意，NOAC 均需经 P- 糖蛋白转运，利伐沙班和阿哌沙班经 CYP3A4 代谢，对 P- 糖蛋白或 CYP3A4 有抑制或增强作用的肿瘤药物可能会影响 NOAC 的抗凝作用；③肿瘤治疗过程中需动态评估血栓栓塞及出血风险，并酌情调整抗凝方案；④非二氢吡啶类钙通道阻滞剂、洋地黄类药物与肿瘤治疗药物存,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,EVD-CARD-DEEP-142CBC9A1510CC,冠状动脉粥样硬化性心脏病-晕厥-教材证据-9995-1510CC,,,N/A,N/A,"['控制心室率', '心室率', '房颤']",160,绞痛或晕厥者，应立即电复律。慢性房颤病人应争取介入或者手术解决狭窄，可口服β受体拮抗剂、地高辛或非二氢吡啶类钙通道阻滞剂控制心室率，使用 VKA 抗凝。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,EVD-CARD-DEEP-4291392BA00F13,冠状动脉粥样硬化性心脏病-洋地黄类药物-教材证据-11183-A00F13,,,N/A,N/A,"['控制心室率', '心室率', '房颤']",160,肿瘤病人房颤的治疗详见本篇第三章。肿瘤病人需特殊考虑：①评估肿瘤合并房颤病人血栓栓塞、出血风险时还应结合肿瘤类型、分期及肿瘤治疗方案；②非瓣膜性房颤病人，可优选 NOAC抗凝，但需注意，NOAC 均需经 P- 糖蛋白转运，利伐沙班和阿哌沙班经 CYP3A4 代谢，对 P- 糖蛋白或 CYP3A4 有抑制或增强作用的肿瘤药物可能会影响 NOAC 的抗凝作用；③肿瘤治疗过程中需动态评估血栓栓塞及出血风险，并酌情调整抗凝方案；④非二氢吡啶类钙通道阻滞剂、洋地黄类药物与肿瘤治疗药物存,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,EVD-CARD-DEEP-552D97E42B90F3,冠状动脉粥样硬化性心脏病-洋地黄类药物-教材证据-9995-2B90F3,,,N/A,N/A,"['控制心室率', '心室率', '房颤']",160,绞痛或晕厥者，应立即电复律。慢性房颤病人应争取介入或者手术解决狭窄，可口服β受体拮抗剂、地高辛或非二氢吡啶类钙通道阻滞剂控制心室率，使用 VKA 抗凝。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,EVD-CARD-DEEP-824143C4F8BF05,冠状动脉粥样硬化性心脏病-控制心室率-教材证据-9995-F8BF05,,,N/A,N/A,"['控制心室率', '心室率', '房颤']",160,绞痛或晕厥者，应立即电复律。慢性房颤病人应争取介入或者手术解决狭窄，可口服β受体拮抗剂、地高辛或非二氢吡啶类钙通道阻滞剂控制心室率，使用 VKA 抗凝。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-DEEP-32C030356966EA,冠状动脉粥样硬化性心脏病-经皮冠状动脉介入治疗-教材证据-11175-6966EA,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,【治疗】 肿瘤病人的冠心病治疗与普通人群相似，详见本篇第四章，但治疗策略上存在一些特殊性和挑战性：①如果怀疑肿瘤治疗是促成 ACS 的原因，需暂时中断肿瘤治疗。②在优化药物治疗后仍有缺血症状或 ACS 的肿瘤病人，如预期寿命＞6 个月，应行个体化的冠状动脉血运重建术；如预期寿命＜6 个月或出血风险极高，应考虑药物保守治疗。③因 ACS 接受 PCI 治疗、出血风险极高的肿瘤病人，如合并血小板减少，应考虑缩短双联抗血小板药物治疗时间。④在优化冠心病二级预防药物的同时，积极纠正肿,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-DEEP-60A7B7B0F01978,冠状动脉粥样硬化性心脏病-经皮冠状动脉介入治疗-教材证据-5511-F01978,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,1. 经皮冠状动脉介入术（percutaneous coronary intervention，PCI） 治疗冠心病的一种最常用、最成熟的介入技术，它是在血管造影仪的引导下，通过特制的导管、导丝、球囊、支架等，对狭窄或阻塞的冠状动脉进行血运重建的治疗方法。操作器械的改进，尤其是药物支架的出现大大改善了冠心病病人的预后和生活质量。目前还有药物球囊、生物可吸收支架等新技术应用于临床。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-32C030356966EA,冠状动脉粥样硬化性心脏病-经皮冠状动脉介入治疗-全书回捞证据-11175-6966EA,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,【治疗】 肿瘤病人的冠心病治疗与普通人群相似，详见本篇第四章，但治疗策略上存在一些特殊性和挑战性：①如果怀疑肿瘤治疗是促成 ACS 的原因，需暂时中断肿瘤治疗。②在优化药物治疗后仍有缺血症状或 ACS 的肿瘤病人，如预期寿命＞6 个月，应行个体化的冠状动脉血运重建术；如预期寿命＜6 个月或出血风险极高，应考虑药物保守治疗。③因 ACS 接受 PCI 治疗、出血风险极高的肿瘤病人，如合并血小板减少，应考虑缩短双联抗血小板药物治疗时间。④在优化冠心病二级预防药物的同时，积极纠正肿,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-60A7B7B0F01978,冠状动脉粥样硬化性心脏病-经皮冠状动脉介入治疗-全书回捞证据-5511-F01978,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,1. 经皮冠状动脉介入术（percutaneous coronary intervention，PCI） 治疗冠心病的一种最常用、最成熟的介入技术，它是在血管造影仪的引导下，通过特制的导管、导丝、球囊、支架等，对狭窄或阻塞的冠状动脉进行血运重建的治疗方法。操作器械的改进，尤其是药物支架的出现大大改善了冠心病病人的预后和生活质量。目前还有药物球囊、生物可吸收支架等新技术应用于临床。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-68CA9382674DBD,冠状动脉粥样硬化性心脏病-经皮冠状动脉介入治疗-全书回捞证据-7503-674DBD,,,N/A,N/A,"['血运重建', '介入治疗', '冠状动脉介入', '旁路移植']",170,3. 血运重建治疗 采用药物保守治疗还是血运重建治疗（包括经皮介入治疗或者旁路移植术）需根据病人临床特征、心肌缺血客观依据、冠脉病变解剖特征以及当地医疗中心手术经验等综合判断后决定，对稳定型心绞痛病人而言，只有针对引起心肌缺血的病变进行血运重建，病人才能获益。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-87B1C03157F39E,冠状动脉粥样硬化性心脏病-脑卒中-教材证据-8361-57F39E,,,N/A,N/A,"['降压治疗', '降压', '血压', '高血压', '收缩压', '舒张压']",190,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 20%，心力衰竭减少 50% 以上，高危病人获益更为明显。降压治疗的最终目的是减少高血压病人心、脑血管病的发生率和死亡率。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-922402C67AAA1A,冠状动脉粥样硬化性心脏病-降压治疗-教材证据-8361-7AAA1A,,,N/A,N/A,"['降压治疗', '降压', '血压', '高血压', '收缩压', '舒张压']",190,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 20%，心力衰竭减少 50% 以上，高危病人获益更为明显。降压治疗的最终目的是减少高血压病人心、脑血管病的发生率和死亡率。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-ADF963BEED62EC,冠状动脉粥样硬化性心脏病-高血压-教材证据-8361-ED62EC,,,N/A,N/A,"['降压治疗', '降压', '血压', '高血压', '收缩压', '舒张压']",190,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 20%，心力衰竭减少 50% 以上，高危病人获益更为明显。降压治疗的最终目的是减少高血压病人心、脑血管病的发生率和死亡率。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-FBD7D05B7DCC92,冠状动脉粥样硬化性心脏病-心力衰竭-教材证据-8361-7DCC92,,,N/A,N/A,"['降压治疗', '降压', '血压', '高血压', '收缩压', '舒张压']",190,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 20%，心力衰竭减少 50% 以上，高危病人获益更为明显。降压治疗的最终目的是减少高血压病人心、脑血管病的发生率和死亡率。,5
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-FULLBOOK-87B1C03157F39E,冠状动脉粥样硬化性心脏病-脑卒中-全书回捞证据-8361-57F39E,,,N/A,N/A,"['降压治疗', '降压', '血压', '高血压', '收缩压', '舒张压']",190,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 20%，心力衰竭减少 50% 以上，高危病人获益更为明显。降压治疗的最终目的是减少高血压病人心、脑血管病的发生率和死亡率。,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-7C0964745D26804E80A3-ICM,存活心肌无创影像学评价专家共识.pdf 第7页证据（SEG-DOC-73CBCF74B9DAABAC-7-GL-00013-ICM）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG', '旁路移植']",190,为多巴酚丁胺负荷超声心动图，   注：CABG 为冠状动脉旁路移植术，LVEF 为左心室射血分数，SPECT 为单光子发射计算机断层成像，DSE 18F⁃FDG为氟⁃18标记的脱氧葡萄糖，PET为正电子发射断层成像，LGE为钆对比剂延迟强化，CMR为心脏磁共振，PCI为经皮冠状动脉介入治疗 对该研究的进一步分析取得了一些有意义的  （1）PARR⁃2研究。PARR⁃2研究的目的是评价 以存活心肌检测结果指导血运重建的临床价值，主                        ,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-376F56D8D8FCB6304D47-ICM,存活心肌无创影像学评价专家共识.pdf 第6页证据（SEG-DOC-73CBCF74B9DAABAC-6-GL-00011-ICM）,,,,,"['血运重建', '介入治疗', '冠状动脉介入', 'CABG', '旁路移植']",180,近年来，（2）存活心肌在治疗后的室壁运动改善需要一定时   当时CMR 间，有研究显示部分存活心肌的运动改善要等到血       的应用逐渐增多，大量的研究表明其对                                         LGE⁃CMR 年［53］，因此在存活心肌较少或随访时   缺血性心力衰竭患者的治疗决策和预后评估有重运重建后1~2 间较短时不足以观测到室壁运动改善。       要的价值［57⁃58］。 其次，治疗后的心功能改善和生存率提高之间 ,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-EDAD16E21C0CC5,缺血性心肌病-经皮冠状动脉介入治疗-全书回捞证据-7515-1C0CC5,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",180,有血运重建适应证的病人选择 PCI 还是 CABG，需要根据冠脉病变的解剖特点、病人对开胸手术的耐受程度及病人意愿等综合考虑。对全身情况能耐受开胸手术者，左主干合并 2 支以上冠脉病变（尤其是病变复杂程度评分，如 SYNTAX 评分较高者），或多支血管病变合并糖尿病，病变严重扭曲伴重度钙化者， CABG 应为首选。,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-287A4450D605D3448BD2-ICM,缺血性心肌病血运重建专家共识.pdf 第8页证据（SEG-DOC-16A94BC5A06F338E-8-GL-00037-ICM）,,,,,"['血运重建', 'PCI', '介入治疗', 'CABG']",170,17 例患者PCI             者，CABG 能够改善远期预后，而PCI与单纯药物治 辅助                      技术测得的LVEF 为（29.00±4.08）%，在预置ECMO     疗相比尚未显示明确获益，仍需在当代PCI 处并  （工艺改进的药物洗脱支架、腔内影像学和功能学下共对25 处CTO 病变进行PCI，成功开通24 指导下的精准介入治疗等）实施的条件下进一步研置入药物洗脱支架（开通率96%），平均随访155 d 后复查超声心动图,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-5919DAFA82F6573E90D1-ICM,缺血性心肌病血运重建专家共识.pdf 第4页证据（SEG-DOC-16A94BC5A06F338E-4-GL-00017-ICM）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,积存活心肌，但经皮冠状动脉介入治疗   心肌病患者的血运重建可能具有一定的指导作 用［38］。但该研究为回顾性研究，样本量较少，结论（percutaneous coronary intervention，PCI）组和药物 组患者的死亡率和再住院率相近［29］。  尚需进一步研究证实。 研究二次分析显示存活心肌量与     总之，负荷心肌显像可能有助于明确缺血症状 REVIVED‑BCIS2 或单纯药物治疗后的结局之间不存在交互作   的原因或识别需要血运重建的心肌，也有助于明,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-1AF8ACA6B8850B,缺血性心肌病-降压治疗-教材证据-7517-B8850B,,,N/A,N/A,"['降压治疗', '降压', '血压']",160,【预防】 对稳定型心绞痛除应用药物防止心绞痛再次发作外，还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑，以改善预后。ABCDE 方案指导二级预防有帮助：A. 抗血小板、抗心绞痛治疗和应用 ACEI/ARB；B. β受体拮抗剂和控制血压；C. 控制血脂和戒烟；D. 控制饮食和糖尿病治疗；E. 健康教育和运动。,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-FULLBOOK-1AF8ACA6B8850B,缺血性心肌病-降压治疗-全书回捞证据-7517-B8850B,,,N/A,N/A,"['降压治疗', '降压', '血压']",160,【预防】 对稳定型心绞痛除应用药物防止心绞痛再次发作外，还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑，以改善预后。ABCDE 方案指导二级预防有帮助：A. 抗血小板、抗心绞痛治疗和应用 ACEI/ARB；B. β受体拮抗剂和控制血压；C. 控制血脂和戒烟；D. 控制饮食和糖尿病治疗；E. 健康教育和运动。,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-961396ED0730275E56D0-ICM,中国心肌病综合管理指南2025.pdf 第28页证据（SEG-DOC-8917447CF08D5176-28-GL-00193-ICM）,,,,,"['血压', '高血压']",50,常染色体显性遗传，也可呈常染色体隐性遗传 [240]。  肌无力和心肌受累。骨骼肌受累以下肢肌无力最为 FHL1、SUN1、SUN2、SYNE1、SYNE2、TMEM43 等  常见，逐渐进展至上肢与躯干；心肌受累可表现为 基因变异也可导致EDMD。             心脏扩大、心脏限制样改变和房室阻滞 [249]。结合临 4.8.3.2 诊断                   床表现、肌肉和心肌活检 [30] 以及基因检测结果可进 DMD/BMD 患者心脏受累主要表,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-3AA4B71F665A96D0B0D7-ICM,缺血性心肌病血运重建专家共识.pdf 第9页证据（SEG-DOC-16A94BC5A06F338E-9-GL-00042-ICM）,,,,,['血压'],40,缺血性心肌病血运重建            （1）缺血性心肌病患者在优化药物治疗的基础上，若外科风险可接受，首选CABG，尤其是多支病变和（或）左主干病 变或合并糖尿病的患者 （2）缺血性心肌病单支病变（尤其是非前降支），可以考虑行PCI （3）外科风险过高，不适合行CABG的缺血性心肌病患者，行PCI的获益尚不明确。对于有冠状动脉病变导致的缺 血症状，充分药物治疗仍不能缓解的患者，或有中至大面积可诱发性缺血的证据，有适宜解剖结构且PCI风险 可接受，可以考虑行PCI，反之则,5
DIS-CARD-CAD-ICM,缺血性心肌病,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CF71B6694DF4D5E80818-ICM,缺血性心肌病血运重建专家共识.pdf 第7页证据（SEG-DOC-16A94BC5A06F338E-7-GL-00034-ICM）,,,,,['血压'],40,介入术中风险防范及处理        SYNTAX 评分≥22 分、计划在2 个以上区域进行血运重建），则建议在MCS                                                                                （3）患 者血流动力学不稳定［如患者基线血压<90 mmHg（1 mmHg=0.133 kPa）或需要血管活性 药物支持、失代偿性心力衰竭、心原性休克等］，临床表现为急性冠脉综合征，LVEF< 一、介入,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-85B1DF90FF38F2,非ST段抬高型心肌梗死-氧疗-全书回捞证据-7681-FF38F2,,,N/A,N/A,"['氧疗', '吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",190,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-8BCA027A72CA5FC2161E-NSTEMI,《内科学（第10版）》.pdf 第276页证据（SEG-DOC-C0BB559FA2C8448A-276-GL-00128-NSTEMI）,,,,,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,【治疗】 （一） 治疗原则  UA/NSTEMI 治疗有两个目的：即刻缓解缺血症状和预防严重不良后果（即死亡 或心肌梗死或再梗死）。治疗包括抗缺血、抗栓和根据危险度分层进行有创治疗。 对可疑UA 者的第一步关键性治疗就是在急诊室作出恰当的检查评估，按轻重缓急送至适当的 部门治疗，并立即开始抗栓和抗心肌缺血治疗；低危病人在急诊治疗观察后可进行运动试验，若结果 阴性，可考虑出院继续药物治疗。大部分UA 病人应入院治疗。对于进行性缺血且对初始药物治疗 反应差以及血流动力学不稳定的病,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-2825DBBFFB1E25,非ST段抬高型心肌梗死-发绀-全书回捞证据-7681-FB1E25,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-8A02167C90B436,非ST段抬高型心肌梗死-一般治疗-全书回捞证据-7681-90B436,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-923993DCBDDA3F,非ST段抬高型心肌梗死-呼吸困难-全书回捞证据-7681-BDDA3F,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-FA4569554EB9FAF02258-NSTEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第3页证据（SEG-DOC-99DE8941F1F5EDF3-3-GL-00009-NSTEMI）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG', '旁路移植']",190,建        NSTEMI 表1 稳定性冠心病患者血运重建（PCI或CABG）指征推荐意见  Press                                                推荐类别    证据水平                   血运重建（PCI或CABG）指征 针对预后 左主干显著狭窄>50%［1，48］                                   Ⅰ           A 前降支近段显著狭窄>70%［1，49］,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-DEEP-0B3253ED09CC1A,非ST段抬高型心肌梗死-经皮冠状动脉介入治疗-教材证据-7735-09CC1A,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', '旁路移植']",180,2. 冠状动脉旁路移植术 选择何种血运重建策略主要根据临床因素、术者经验和冠脉病变的解剖特点，冠状动脉旁路移植术最大的受益者是病变严重 PCI 达不到完全血运重建或不适合 PCI 的病人、有多支血管病变的糖尿病病人、合并机械性并发症的病人。,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-0B3253ED09CC1A,非ST段抬高型心肌梗死-经皮冠状动脉介入治疗-全书回捞证据-7735-09CC1A,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', '旁路移植']",180,2. 冠状动脉旁路移植术 选择何种血运重建策略主要根据临床因素、术者经验和冠脉病变的解剖特点，冠状动脉旁路移植术最大的受益者是病变严重 PCI 达不到完全血运重建或不适合 PCI 的病人、有多支血管病变的糖尿病病人、合并机械性并发症的病人。,5
