disease_code,disease_name,lab_code,lab_name,indicator_count,evidence_count,nonempty_evidence_count,indicators,indicator_code,indicator_name,evidence_code,source_file_name,evidence_text
DIS-CARD-CAD-AMI,急性心肌梗死,LAB-CARD-TEXT-768E5070F6,脑钠肽,0,0,0,[],IND-CARD-LAB-BNP-ELEVATED,BNP升高,EVI-CARD-LABBACKFILL-6A651A73B7BA6CADAF,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-AMI,急性心肌梗死,LAB-CARD-TEXT-43D8A5AEE4,血糖,0,11,0,[],IND-CARD-LAB-GLUCOSE-ABNORMAL,血糖异常,EVI-CARD-LABBACKFILL-835C248B01540CF22F,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-AMI,急性心肌梗死,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-ATHEROSCLEROSIS,动脉粥样硬化,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-ATHEROSCLEROSIS,动脉粥样硬化,LAB-CARD-TEXT-43D8A5AEE4,血糖,0,11,0,[],IND-CARD-LAB-GLUCOSE-ABNORMAL,血糖异常,EVI-CARD-LABBACKFILL-835C248B01540CF22F,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-ATHEROSCLEROSIS,动脉粥样硬化,CARD-SKELETON-20260709-LABTEST-98464EDC80D81183,血脂,1,8,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-7431DF213BB48820B0,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-ATHEROSCLEROSIS,动脉粥样硬化,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,LAB-CARD-FULLBOOK-5CE99AF138,动脉血气分析,0,0,0,[],IND-CARD-LAB-ABG-ABNORMAL,动脉血气异常,EVI-CARD-LABBACKFILL-09C17E4A3894569F41,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,LAB-CARD-TEXT-768E5070F6,脑钠肽,0,0,0,[],IND-CARD-LAB-BNP-ELEVATED,BNP升高,EVI-CARD-LABBACKFILL-6A651A73B7BA6CADAF,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,LAB-CARD-TEXT-43D8A5AEE4,血糖,0,11,0,[],IND-CARD-LAB-GLUCOSE-ABNORMAL,血糖异常,EVI-CARD-LABBACKFILL-835C248B01540CF22F,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-CHD,冠状动脉粥样硬化性心脏病,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-ICM,缺血性心肌病,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-CADREM-STABLE-ANGINA-AAA739D91A,BNP,0,1,1,[],IND-CARD-LAB-BNP-ELEVATED,BNP升高,EVI-CARD-LABBACKFILL-0E04935555B27198A8,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B,B型钠尿肽,0,12,0,[],IND-CARD-LAB-BNP-ELEVATED,BNP升高,EVI-CARD-LABBACKFILL-BE68DCF5C7FF62602C,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-CADREM-STABLE-ANGINA-408A62EF5D,NT-proBNP,0,1,1,[],IND-CARD-LAB-NTPROBNP-ELEVATED,NT-proBNP升高,EVI-CARD-LABBACKFILL-45A9063A0BBAF46AAA,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-EA39FB0FF19DE7FA,N末端B型钠尿肽前体,0,10,0,[],IND-CARD-LAB-NTPROBNP-ELEVATED,NT-proBNP升高,EVI-CARD-LABBACKFILL-4688292B63CA5321B6,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-70C17E9844CB4791,肌酸激酶,1,5,0,['肌酸激酶升高'],IND-CARD-AMI-LAB-68AAB9D88BA4,肌酸激酶升高,EVI-CARD-LABBACKFILL-4659C50833580F451A,《内科学（第10版）》.docx,【辅助检查】 （一）实验室检查 血糖、血脂检查可了解冠心病危险因素；胸痛明显者需查血清心肌损伤标志物，包括心肌肌钙蛋白 I 或 T、肌酸激酶（CK）及同工酶（CK-MB），据此与 ACS 相鉴别；氨基末端脑钠肽前体（NT-proBNP）可了解病人心功能状态；血常规可了解有无贫血；必要时检查甲状腺功能。 （二）心电图（ECG）检查
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-1621003505C956CA,肌酸激酶同工酶MB,1,4,0,['肌酸激酶同工酶升高'],IND-CARD-AMI-LAB-0FC93EB091FE,肌酸激酶同工酶升高,EVI-CARD-LABBACKFILL-5E3E0521034408195B,《内科学（第10版）》.docx,【辅助检查】 （一）实验室检查 血糖、血脂检查可了解冠心病危险因素；胸痛明显者需查血清心肌损伤标志物，包括心肌肌钙蛋白 I 或 T、肌酸激酶（CK）及同工酶（CK-MB），据此与 ACS 相鉴别；氨基末端脑钠肽前体（NT-proBNP）可了解病人心功能状态；血常规可了解有无贫血；必要时检查甲状腺功能。 （二）心电图（ECG）检查
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-AD6A34F25F521595,肌钙蛋白,1,16,0,['心肌肌钙蛋白升高'],IND-CARD-AMI-LAB-2906F6AE1C62,心肌肌钙蛋白升高,EVI-CARD-LABBACKFILL-24ABD37695B5A0687F,《内科学（第10版）》.docx,2. 生命科学、基础医学和临床流行病学的发展对内科学的促进作用 影响现代内科学发展的另一个重要因素，是生命科学、基础医学和临床流行病学的发展。生命科学和基础医学对人类自身生命本质的认识，对内科疾病的病因和发病机制的深入阐明，促进了内科学对疾病发生、发展规律的科学理解，进而丰富了治疗手段。 在内科疾病诊断技术的发展中，细胞和分子生物学扮演了重要角色。高效液相层析、放射免疫和免疫放射测量、酶学检查技术、酶联免疫吸附试验、聚合酶链反应、生物芯片等技术的建立，使测定体液或组织中的微量物质、免疫抗体、微生物 DNA 或 RNA 等成为可能，大大提高了疾病诊断的敏感性和特异性。例如，高敏肌钙蛋白的测定使急性心肌梗死的诊断时间大大缩短，血乙肝病毒 DNA 载量的测定为慢性乙型肝炎的治疗提供了重要参考。2003 年，人类基因组测序公布，人类基因图谱第一次被展示出来，基因组学时代正式开启。人类基因组和各种微生物基因组应用于各种场景，包括病因诊断、治疗指导、预后判断、药物反应、病原体检测、疫苗开发等。表观基因组学、微生物组学、代谢组学、暴露组学也在探索和发展过程中，用于解释和指导治疗人类复杂疾病。人类表型组国际大科学计划正在开展，贯穿和破解“基因 - 表型 - 环境、宏观 - 微观表型”之间的关联与调控机制，用于解释和指导治疗人类复杂疾病，实现对疾病与健康的精准干预。 医学、生命科学与物理学、化学、数学、机械工程等多学科交叉研究促成了多排螺旋 CT、磁共振、正电子发射断层成像（positron emission tomography，PET）等辅助检查技术的开发和应用，使疾病的影像诊断条件发生了翻天覆地的改变。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-CADREM-STABLE-ANGINA-43D8A5AEE4,血糖,0,1,1,[],IND-CARD-LAB-GLUCOSE-ABNORMAL,血糖异常,EVI-CARD-LABBACKFILL-835C248B01540CF22F,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-TEXT-43D8A5AEE4,血糖,0,11,0,[],IND-CARD-LAB-GLUCOSE-ABNORMAL,血糖异常,EVI-CARD-LABBACKFILL-835C248B01540CF22F,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,CARD-SKELETON-20260709-LABTEST-98464EDC80D81183,血脂,1,8,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-7431DF213BB48820B0,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-UA,不稳定型心绞痛,LAB-CARD-TEXT-07B39C98F1,肾功能,0,7,0,[],IND-CARD-LAB-RENAL-FUNCTION-ABNORMAL,肾功能异常,EVI-CARD-LABBACKFILL-021F9E8DC766CF6F3E,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CAD-UA,不稳定型心绞痛,LAB-CARD-TEXT-D983BB0EFF,血脂检查,1,0,0,['低密度脂蛋白胆固醇升高'],IND-CARD-LAB-LIPID-ABNORMAL,血脂异常,EVI-CARD-LABBACKFILL-556C21D1AA8BF59D2B,心力衰竭（县医院适用版）.docx,（1）血常规、尿常规、便常规+潜血； （2）生化全项（肝功能、肾功能、电解质、血糖、血脂）、糖化血红蛋白、凝血功能、CRP、NT-proBNP/BNP、肌钙蛋白T/I、心肌酶谱、动脉血气分析、甲功三项、尿蛋白/肌酐比值； （3）胸片、心电图、动态心电图、动态血压、心脏超声。
DIS-CARD-CM-DCM,扩张型心肌病,CARD-SKELETON-20260709-LABTEST-FE6022A36946E72E,B型利钠肽,0,4,0,[],IND-CARD-LAB-BNP-ELEVATED,BNP升高,EVI-CARD-LABBACKFILL-18F67F6E5DAB9ADD59,心力衰竭（县医院适用版）.docx,根据《ACC/AHA美国成人心力衰竭诊断与治疗指南》(2013修订版），《中国心力衰竭诊断和治疗指南2014》，《欧洲急慢性心力衰竭临床诊疗指南》(2016修订版）。 左室射血分数（LVEF）降低性心力衰竭诊断主要依据：①LVEF≤40%；②有心力衰竭典型症状如气短、乏力、夜间咳嗽、劳力性呼吸困难、夜间阵发性呼吸困难、踝部水肿；以及典型体征如颈静脉怒张，肺部啰音、第三心音奔马律，肝颈静脉反流征阳性以及双下肢水肿等；③NT-proBNP或BNP升高。 LVEF保留性心力衰竭诊断主要依据：①LVEF≥50%，且左心室不大；②有典型心力衰竭的症状和体征；③有相关结构性心脏病存在的证据（如左心室肥厚、左心房扩大）和（或）舒张功能不全；④超声心动图检查无心瓣膜病，并可排除心包疾病、肥厚型心肌病、限制性（浸润性）心肌病等；⑤NT-proBNP或BNP升高。
DIS-CARD-CM-DCM,扩张型心肌病,CARD-SKELETON-20260709-LABTEST-AD6A34F25F521595,肌钙蛋白,1,16,0,['心肌肌钙蛋白升高'],IND-CARD-AMI-LAB-2906F6AE1C62,心肌肌钙蛋白升高,EVI-CARD-LABBACKFILL-24ABD37695B5A0687F,《内科学（第10版）》.docx,2. 生命科学、基础医学和临床流行病学的发展对内科学的促进作用 影响现代内科学发展的另一个重要因素，是生命科学、基础医学和临床流行病学的发展。生命科学和基础医学对人类自身生命本质的认识，对内科疾病的病因和发病机制的深入阐明，促进了内科学对疾病发生、发展规律的科学理解，进而丰富了治疗手段。 在内科疾病诊断技术的发展中，细胞和分子生物学扮演了重要角色。高效液相层析、放射免疫和免疫放射测量、酶学检查技术、酶联免疫吸附试验、聚合酶链反应、生物芯片等技术的建立，使测定体液或组织中的微量物质、免疫抗体、微生物 DNA 或 RNA 等成为可能，大大提高了疾病诊断的敏感性和特异性。例如，高敏肌钙蛋白的测定使急性心肌梗死的诊断时间大大缩短，血乙肝病毒 DNA 载量的测定为慢性乙型肝炎的治疗提供了重要参考。2003 年，人类基因组测序公布，人类基因图谱第一次被展示出来，基因组学时代正式开启。人类基因组和各种微生物基因组应用于各种场景，包括病因诊断、治疗指导、预后判断、药物反应、病原体检测、疫苗开发等。表观基因组学、微生物组学、代谢组学、暴露组学也在探索和发展过程中，用于解释和指导治疗人类复杂疾病。人类表型组国际大科学计划正在开展，贯穿和破解“基因 - 表型 - 环境、宏观 - 微观表型”之间的关联与调控机制，用于解释和指导治疗人类复杂疾病，实现对疾病与健康的精准干预。 医学、生命科学与物理学、化学、数学、机械工程等多学科交叉研究促成了多排螺旋 CT、磁共振、正电子发射断层成像（positron emission tomography，PET）等辅助检查技术的开发和应用，使疾病的影像诊断条件发生了翻天覆地的改变。
