code,name,batch_id,formal,evidence_count,sources,decision,target_entityType,reason
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-6090BA471F4E8D7F,尚需与VM鉴别的疾病主要有：β受体功能亢进症、自身免疫病累及心脏、其他非感染性心肌炎（如甲状腺素或儿茶酚胺性心肌病、过敏,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-DCA805E13FE6E082"", ""source_type"": ""SourceSection"", ""source_name"": ""第六节心肌炎""}, {""source_code"": ""DIS-CARD-CM-MYOCARDITIS"", ""source_type"": ""Disease"", ""source_name"": ""心肌炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-C4E3F9D76B500762,应加以鉴别,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-432C5BDE76D94928"", ""source_type"": ""SourceSection"", ""source_name"": ""三、隐匿型冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-FB792899696FE3A9,应注意鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-7D6E5B887D2EB4D6"", ""source_type"": ""SourceSection"", ""source_name"": ""五、病态窦房结综合征""}, {""source_code"": ""TXTSEC-CARD-182C6DEC207CB6A5"", ""source_type"": ""SourceSection"", ""source_name"": ""病态窦房结综合征""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-B31C2B0E017BFA79,提示心肌炎的可能,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-7275FAF71470AD40"", ""source_type"": ""SourceSection"", ""source_name"": ""第二节扩张型心肌病""}, {""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-B180D22AA574F36E,支气管哮喘、喘息性支气管炎急性加重相鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-9EB385B486A23931"", ""source_type"": ""SourceSection"", ""source_name"": ""第三节急性心力衰竭""}, {""source_code"": ""DIS-CARD-HF-AHF"", ""source_type"": ""Disease"", ""source_name"": ""急性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-BE6CDEAA994A795E,有时难与室速鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-61938AC223534BC2"", ""source_type"": ""SourceSection"", ""source_name"": ""三、心室扑动与心室颤动""}, {""source_code"": ""DIS-CARD-ARR-VF"", ""source_type"": ""Disease"", ""source_name"": ""心室扑动与心室颤动""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-E20CED87A4B0A205,根据起源点不同,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-D8BBB19A58A29A3A"", ""source_type"": ""SourceSection"", ""source_name"": ""二、房性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-11F82C4C8C66D0ED,梅毒性主动脉炎和主动脉瘤以及纵隔肿瘤相鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-FF693A65907956D3"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病""}, {""source_code"": ""TXTSEC-CARD-1F4863F540B1193A"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""动脉粥样硬化和冠状动脉粥样硬化性心脏病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-F3EBCA7C06639DEF,此时就难以和一般的心绞痛相鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-6EC6E23B8A0D0BC1"", ""source_type"": ""SourceSection"", ""source_name"": ""一、冠状动脉痉挛""}, {""source_code"": ""DIS-CARD-CAD-SPASM"", ""source_type"": ""Disease"", ""source_name"": ""冠状动脉痉挛""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-0FAD8514BE88B177,测定血浆BNP/NT-proBNP水平对鉴别急性心源性和支气管性哮喘有较大的参考价值,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-9EB385B486A23931"", ""source_type"": ""SourceSection"", ""source_name"": ""第三节急性心力衰竭""}, {""source_code"": ""DIS-CARD-HF-AHF"", ""source_type"": ""Disease"", ""source_name"": ""急性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-BA7743EF717AF16E,病人可在不同时间出现一种以上的心律失常,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-7D6E5B887D2EB4D6"", ""source_type"": ""SourceSection"", ""source_name"": ""五、病态窦房结综合征""}, {""source_code"": ""TXTSEC-CARD-182C6DEC207CB6A5"", ""source_type"": ""SourceSection"", ""source_name"": ""病态窦房结综合征""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-4E2FFCA8C194D357,窦性心动过缓常同时伴有窦性心律不齐（不同PP间期的差异＞0.12秒）,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-1A974CC7AA36E335"", ""source_type"": ""SourceSection"", ""source_name"": ""二、窦性心动过缓""}, {""source_code"": ""DIS-CARD-ARR-SB"", ""source_type"": ""Disease"", ""source_name"": ""窦性心动过缓""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-DCD9DD0D5394C7E6,结合年龄和存在冠心病危险因素,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-BE578D240807E305"", ""source_type"": ""SourceSection"", ""source_name"": ""一、稳定型心绞痛""}, {""source_code"": ""DIS-CARD-CAD-STABLE-ANGINA"", ""source_type"": ""Disease"", ""source_name"": ""稳定型心绞痛""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-141D318CD2FE0B33,缩窄性心包炎鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-965429CEC28A5F0D"", ""source_type"": ""SourceSection"", ""source_name"": ""第五节限制型心肌病""}, {""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-1D304AF541952B94,许多排除了器质性心脏病而反复出现不明原因晕厥甚至心脏性猝死的病人被证明存在基因变异,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-DC8DA92538DF0EE0"", ""source_type"": ""SourceSection"", ""source_name"": ""［附］遗传性心律失常综合征""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-2C6B429737BD52DE,需排除心脏后负荷增加、系统性或代谢性疾病所导致的心肌肥厚,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-CB852100C2D4C341"", ""source_type"": ""SourceSection"", ""source_name"": ""第一节肥厚型心肌病""}, {""source_code"": ""DIS-CARD-CM-HCM"", ""source_type"": ""Disease"", ""source_name"": ""肥厚型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-E2225E67AE044759,需要和本病相鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-FF693A65907956D3"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病""}, {""source_code"": ""TXTSEC-CARD-1F4863F540B1193A"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""动脉粥样硬化和冠状动脉粥样硬化性心脏病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-CBAE71E1AB09DD63,（三）鉴别诊断需除外较常见的左室负荷增加性心室肥厚,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-CB852100C2D4C341"", ""source_type"": ""SourceSection"", ""source_name"": ""第一节肥厚型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B6D1666FCBF0B17C,1.发病特点隐匿型冠心病（latentcoronaryheartdisease）或无症状性冠心病是指没有心绞痛症状,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-753F12B72455E34D"", ""source_type"": ""SourceSection"", ""source_name"": ""隐匿型冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9D8353AD47546517,1.心绞痛鉴别要点见表3-4-5,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-722816481922DDE6"", ""source_type"": ""SourceSection"", ""source_name"": ""急性 ST 段抬高型心肌梗死""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-0C31632E952D910B,2.心包积液、缩窄性心包炎由于腔静脉回流受阻同样可以引起颈静脉怒张、肝大、下肢水肿等类似右心衰竭表现,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HF-CHF"", ""source_type"": ""Disease"", ""source_name"": ""慢性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E3F741A43D5AE258,2.鉴别诊断主动脉瓣反流杂音于胸骨左缘明显时,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-AR"", ""source_type"": ""Disease"", ""source_name"": ""主动脉瓣反流""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-762D5BEB2066FA67,2.鉴别诊断主要鉴别引起呼吸困难的临床情况,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-PERICARD-EFFUSION"", ""source_type"": ""Disease"", ""source_name"": ""心包积液及心脏压塞""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7607DBEC0E881C10,2.鉴别诊断应与心脏收缩功能减低的其他原发和继发性心肌病鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-CM-NDLVCM"", ""source_type"": ""Disease"", ""source_name"": ""非扩张型左心室心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-6E34897356CC66E2,2.鉴别诊断应除外心脏扩大、收缩功能减低的其他继发原因,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-3C36672F76F6565E,2.鉴别诊断诊断急性心包炎应注意与其他可引起急性胸痛的疾病相鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-PERICARD-ACUTE"", ""source_type"": ""Disease"", ""source_name"": ""急性心包炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DC5AC78EB42ED67E,2.鉴别诊断首先,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-3F7C3AF7F14D647D,3.不同疾病分别导致不同瓣膜损害如先天性肺动脉瓣狭窄伴风湿性二尖瓣病变,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-MULTI"", ""source_type"": ""Disease"", ""source_name"": ""多瓣膜病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C4F9DC59EFB87E26,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺功能减退、下肢静脉功能异常等相鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HF-CHF"", ""source_type"": ""Disease"", ""source_name"": ""慢性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-210A9343C731C1F4,3.鉴别诊断,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-CM-ARVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性右心室心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-3BBA5074C6B4FB34,3.鉴别诊断以上特殊类型VM极易与急性冠脉综合征、缺血性心肌病、应激性心肌病及其他疾病相混淆,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-CM-MYOCARDITIS"", ""source_type"": ""Disease"", ""source_name"": ""心肌炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DB00F26BCB6270C6,Austin-Flint杂音应与二尖瓣狭窄的心尖区舒张中晚期杂音鉴别：前者常紧随第三心音后,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-AR"", ""source_type"": ""Disease"", ""source_name"": ""主动脉瓣反流""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-BBF7FFD8EE07A36B,Graham-Steell杂音鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-AR"", ""source_type"": ""Disease"", ""source_name"": ""主动脉瓣反流""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-3404A239D826C997,一般需非同日测量三次血压值收缩压均≥140mmHg和/或舒张压均≥90mmHg可诊断高血压,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HTN-ESSENTIAL"", ""source_type"": ""Disease"", ""source_name"": ""原发性高血压""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-761E866A2290BB43,上述情况超声心动图可予以鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-AS"", ""source_type"": ""Disease"", ""source_name"": ""主动脉瓣狭窄""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-65AAFD19CBF1DA4B,不难鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HF-CHF"", ""source_type"": ""Disease"", ""source_name"": ""慢性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1D681671E4BCBE73,与其他疾病的鉴别诊断参见“稳定型心绞痛”部分,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-B2E03CDC8FB6BAC7"", ""source_type"": ""SourceSection"", ""source_name"": ""不稳定型心绞痛和非 ST 段抬高型心肌梗死""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FC63186BF62D4ABB,与心绞痛、甲状腺功能亢进、心肌炎、二尖瓣脱垂综合征及嗜铬细胞瘤等进行鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VTE"", ""source_type"": ""Disease"", ""source_name"": ""静脉血栓症""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-0610DEF9C621E51D,主动脉壁间血肿、主动脉穿透性溃疡进行鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-AORTA-AD"", ""source_type"": ""Disease"", ""source_name"": ""主动脉夹层""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FB58813CC17C6C61,主动脉瓣关闭不全合并室间隔缺损、主动脉窦瘤（Valsalva窦瘤）破裂等可引起双期或连续性杂音的病变鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-F7CECD8190F15187"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""成人常见先天性心血管病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-544A63ED07DA136C,主要应与限制型心肌病相鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-PERICARD-CONSTRICTIVE"", ""source_type"": ""Disease"", ""source_name"": ""缩窄性心包炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FD761DB73D7006E0,主要应与风湿性瓣膜病及肥厚型梗阻性心肌病相鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-F7CECD8190F15187"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""成人常见先天性心血管病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-305FF238F5B02122,也诊断为高血压,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HTN-ESSENTIAL"", ""source_type"": ""Disease"", ""source_name"": ""原发性高血压""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E07A99D210903E7E,但有心肌缺血客观证据的冠心病,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-753F12B72455E34D"", ""source_type"": ""SourceSection"", ""source_name"": ""隐匿型冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B00A48F7E8211580,包括慢性阻塞性肺气肿、支气管哮喘、肺栓塞等,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-HF-CHF"", ""source_type"": ""Disease"", ""source_name"": ""慢性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-24094FD774605F92,卵圆孔未闭应与小房间隔缺损相鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-F7CECD8190F15187"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""成人常见先天性心血管病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C858EFADF097CF05,参照“冠心病”“糖尿病”相关章节,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-3AC23B586669B5CF"", ""source_type"": ""SourceSection"", ""source_name"": ""糖尿病与冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-3E50D2B3FEC1E4A8,参照“高血压”“糖尿病”相关章节,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-9E72B5DADBDC0615"", ""source_type"": ""SourceSection"", ""source_name"": ""糖尿病与高血压""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DD5781119FC5A24E,合并反流和二尖瓣病变者多为风湿性心脏瓣膜病,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""DIS-CARD-VHD-AS"", ""source_type"": ""Disease"", ""source_name"": ""主动脉瓣狭窄""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-01FFEC6212C8935F,合并肺动脉高压者应与原发性肺动脉高压及法洛四联症鉴别,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-F7CECD8190F15187"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""成人常见先天性心血管病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F7923C54E944468F,同时需排除冠心病的某些并发症,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-10A4B8FA3DB255E6"", ""source_type"": ""SourceSection"", ""source_name"": ""缺血性心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1547DF85C0CA50C9,因此需要鉴别诊断,CARD-SKELETON-FULL-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-B2E03CDC8FB6BAC7"", ""source_type"": ""SourceSection"", ""source_name"": ""不稳定型心绞痛和非 ST 段抬高型心肌梗死""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
