issue_scope,source_disease_name,target_subject_name,slot,mapping_status,mapping_type,total_rows,mergeable_rows,blocked_rows,strong_rows,medium_rows,noise_rows,unique_entity_count,sample_entities,sample_evidence,decision_counts
历史候选池归并风险，不作为当前骨架缺陷,感染性心内膜炎,感染性心内膜炎,exam_lab,可自动采用,exact,44,22,22,6,16,0,13,脑钠肽；血脂检查；血常规；血常规；肾功能；超声心动图；超声心动图；超声心动图；超声心动图；超声心动图；血培养；血培养；超声心动图；磁共振成像；超声心动图；超声心动图；血培养；血培养；超声心动图；心电图,（三）实验室检查 实验室检查主要包括血常规、尿常规、各种生化检查，包括血脂检查、心肌损伤标志物如血肌钙蛋白、肌红蛋白和心肌酶的测定；心力衰竭标志物脑钠肽的测定等。此外微生物和免疫学检查，如感染性心内膜 || （三）实验室检查 实验室检查主要包括血常规、尿常规、各种生化检查，包括血脂检查、心肌损伤标志物如血肌钙蛋白、肌红蛋白和心肌酶的测定；心力衰竭标志物脑钠肽的测定等。此外微生物和免疫学检查，如感染性心内膜 || （三）实验室检查 实验室检查主要包括血常规、尿常规、各种生化检查，包括血脂检查、心肌损伤标志物如血肌钙蛋白、肌红蛋白和心肌酶的测定；心力衰竭标志物脑钠肽的测定等。此外微生物和免疫学检查，如感染性心内膜,"{""可进入抽样复核后归并"": 22, ""阻断_证据文本不足"": 22}"
历史候选池归并风险，不作为当前骨架缺陷,早期复极综合征,,clinical_manifestation,暂不采用,no_candidate,22,0,22,5,10,0,9,,,"{""阻断_无可靠骨架疾病映射"": 22}"
历史候选池归并风险，不作为当前骨架缺陷,稳定型心绞痛,稳定型心绞痛,exam_lab,可自动采用,exact,34,12,22,8,4,0,11,超声心动图；心电图；红细胞沉降率；超声心动图；心电图；心电图；心肌肌钙蛋白；超声心动图；心电图；超声心动图；心电图；心电图,（四）超声心动图 多数稳定型心绞痛病人静息时超声心动图检查无异常。有陈旧性心肌梗死或严重心肌缺血病人，二维超声心动图可探测到坏死区或缺血区心室壁的运动异常。运动或药物负荷超声心动图可评价负荷状态下心肌 || 1. 急性冠脉综合征 不稳定型心绞痛的疼痛部位、性质、发作时心电图改变等与稳定型心绞痛相似，但发作诱因不同，常在休息或较轻微活动下即可诱发。1 个月内新发的或明显恶化的劳力性心绞痛也属于不稳定型心绞痛 || 1. 急性冠脉综合征 不稳定型心绞痛的疼痛部位、性质、发作时心电图改变等与稳定型心绞痛相似，但发作诱因不同，常在休息或较轻微活动下即可诱发。1 个月内新发的或明显恶化的劳力性心绞痛也属于不稳定型心绞痛,"{""可进入抽样复核后归并"": 12, ""阻断_证据文本不足"": 22}"
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,risk_factor,暂不采用,no_candidate,21,0,21,1,11,0,3,,,"{""阻断_无可靠骨架疾病映射"": 21}"
历史候选池归并风险，不作为当前骨架缺陷,心肌炎,心肌炎,diagnosis_differential,可自动采用,exact,36,15,21,2,13,0,2,鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；诊断标准；诊断标准；鉴别诊断；鉴别诊断；诊断标准,【诊断与鉴别诊断】 根据鼻咽部症状和体征，结合血常规和阴性的胸部 X 线检查可作出临床诊断。一般无需病因诊断，特殊情况下可进行病原学检查，并须与初期表现为感冒样症状的其他疾病鉴别。 || 【鉴别诊断】 || 7. 心包穿刺 是有 / 无 X 线透视或心脏超声引导下借助穿刺针直接刺入心包腔的诊疗技术。其目的是：①引流心包腔内积液，降低心包腔内压，是急性心脏压塞的急救措施；②通过穿刺抽取心包积液，做生化测定，,"{""可进入抽样复核后归并"": 15, ""阻断_证据文本不足"": 21}"
历史候选池归并风险，不作为当前骨架缺陷,心脏性猝死,心脏骤停与心脏性猝死,treatment,可自动采用,manual_synonym_rule,36,15,21,4,11,0,11,起搏器植入；心脏再同步治疗；药物治疗；药物治疗；起搏器植入；心脏再同步治疗；药物治疗；血运重建；心脏移植；心脏移植；胺碘酮；药物治疗；药物治疗；心脏再同步治疗；药物治疗,6. 心脏起搏器植入术 统称为心血管植入性电子装置（cardiovascular implanted electronic devices， CIED），主要包括治疗缓慢型心律失常的普通心脏起搏器（p || 6. 心脏起搏器植入术 统称为心血管植入性电子装置（cardiovascular implanted electronic devices， CIED），主要包括治疗缓慢型心律失常的普通心脏起搏器（p || （四）非药物治疗,"{""可进入抽样复核后归并"": 15, ""阻断_证据文本不足"": 21}"
历史候选池归并风险，不作为当前骨架缺陷,室间隔缺损,,risk_factor,暂不采用,no_candidate,20,0,20,3,11,0,3,,,"{""阻断_无可靠骨架疾病映射"": 20}"
历史候选池归并风险，不作为当前骨架缺陷,心包积液及心脏压塞,心包积液及心脏压塞,risk_factor,可自动采用,exact,71,51,20,0,51,0,6,感染；肿瘤；肿瘤；肿瘤；肿瘤；糖尿病；创伤；手术；感染；创伤；感染；肥胖；感染；手术；手术；手术；手术；感染；手术；肿瘤,1. 咳嗽 为早期症状，常为无痰或少痰的刺激性干咳，当肿瘤引起支气管狭窄后可加重咳嗽。多为持续性，呈高调金属音性咳嗽或刺激性呛咳。黏液型腺癌可有大量黏液痰。伴有继发感染时，痰量增加，且呈黏液脓性。 || 1. 咳嗽 为早期症状，常为无痰或少痰的刺激性干咳，当肿瘤引起支气管狭窄后可加重咳嗽。多为持续性，呈高调金属音性咳嗽或刺激性呛咳。黏液型腺癌可有大量黏液痰。伴有继发感染时，痰量增加，且呈黏液脓性。 || 5. 发热 肿瘤组织坏死可引起发热。多数发热是由于肿瘤引起的阻塞性肺炎所致，抗生素治疗效果不佳。,"{""可进入抽样复核后归并"": 51, ""阻断_证据文本不足"": 20}"
历史候选池归并风险，不作为当前骨架缺陷,心房颤动,心房颤动,etiology_pathogenesis,可自动采用,exact,38,18,20,3,15,0,7,动脉粥样硬化；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；炎症；心肌缺血；心肌缺血；深静脉血栓形成；动脉粥样硬化；心肌缺血；心肌缺血；炎症；炎症,2. 急性心肌梗死 有突然胸痛、胸闷，甚至呼吸困难、休克等临床表现，但多合并高血压病史，动脉粥样硬化、冠状动脉粥样硬化性心脏病病史。体征、心电图、X 线或 CT 检查、血清酶学检查有助于诊断。 || （二）心电图 心衰并无特异性心电图表现，但能帮助判断心肌缺血、心律失常等，还可以提供部分治疗适应证（如心房颤动的抗凝治疗、显著心动过缓的起搏治疗、QRS 波群增宽的心脏再同步治疗等）。 || 禁忌证：①病态窦房结综合征、二度及以上房室传导阻滞病人；②心肌梗死急性期（ ＜24 小时），尤其是有进行性心肌缺血者；③预激综合征伴房颤或房扑；④肥厚型梗阻性心肌病。,"{""可进入抽样复核后归并"": 18, ""阻断_证据文本不足"": 20}"
历史候选池归并风险，不作为当前骨架缺陷,房间隔缺损,,complication,暂不采用,no_candidate,20,0,20,0,12,0,7,,,"{""阻断_无可靠骨架疾病映射"": 20}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣反流,主动脉瓣反流,clinical_manifestation,可自动采用,exact,41,22,19,13,9,0,22,咳嗽；咯血；晕厥；晕厥；高血压；呼吸困难；劳力性呼吸困难；端坐呼吸；夜间阵发性呼吸困难；心悸；头晕；晕厥；呼吸困难；咳嗽；水肿；第三心音；高血压；高血压；水肿；发热,（3）慢性咳嗽（病程＞8 周）：原因较多，通常可分为两类。一类为胸部影像有明确病变，如慢阻肺病、支气管扩张、间质性肺疾病、肺结核、肺癌等，常伴有咳痰、咯血、气短等；另一类为胸部影像无明确异常，是以咳嗽 || （3）慢性咳嗽（病程＞8 周）：原因较多，通常可分为两类。一类为胸部影像有明确病变，如慢阻肺病、支气管扩张、间质性肺疾病、肺结核、肺癌等，常伴有咳痰、咯血、气短等；另一类为胸部影像无明确异常，是以咳嗽 || 1. 外科人工瓣膜置换术 为治疗成人主动脉瓣狭窄的主要方法，手术主要指征为重度狭窄伴心绞痛、晕厥或心力衰竭症状的病人。无症状病人，若伴有以下情况之一也应考虑手术：LVEF＜50%，运动耐量降低或运动时,"{""可进入抽样复核后归并"": 22, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣狭窄,主动脉瓣狭窄,clinical_manifestation,可自动采用,exact,52,33,19,14,19,0,22,休克；胸痛；胸闷；心悸；高血压；头晕；晕厥；黑矇；呼吸困难；晕厥；呼吸困难；劳力性呼吸困难；端坐呼吸；水肿；晕厥；黑矇；晕厥；晕厥；高血压；呼吸困难,1. 急性冠脉综合征 不稳定型心绞痛的疼痛部位、性质、发作时心电图改变等与稳定型心绞痛相似，但发作诱因不同，常在休息或较轻微活动下即可诱发。1 个月内新发的或明显恶化的劳力性心绞痛也属于不稳定型心绞痛 || 4. 心脏神经症 病人常诉胸痛，但为短暂（几秒）的刺痛或持久（几小时）的隐痛。病人常喜欢不时地吸一大口气或叹息性呼吸。胸痛部位多在左胸乳房下心尖部附近或经常变动。症状多于疲劳之后出现，而非疲劳当时。轻 || 4. 心脏神经症 病人常诉胸痛，但为短暂（几秒）的刺痛或持久（几小时）的隐痛。病人常喜欢不时地吸一大口气或叹息性呼吸。胸痛部位多在左胸乳房下心尖部附近或经常变动。症状多于疲劳之后出现，而非疲劳当时。轻,"{""可进入抽样复核后归并"": 33, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瘤,,risk_factor,暂不采用,no_candidate,19,0,19,5,8,0,5,,,"{""阻断_无可靠骨架疾病映射"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣狭窄,二尖瓣狭窄,complication,可自动采用,exact,46,27,19,13,14,0,9,心力衰竭；心律失常；感染性心内膜炎；肺动脉高压；心力衰竭；出血；出血；脑卒中；出血；出血；心律失常；心律失常；心力衰竭；心律失常；感染性心内膜炎；猝死；肺动脉高压；肺动脉高压；肺动脉高压；心律失常,心包炎、心力衰竭和心律失常。心血管疾病常见体征如下。 || 心包炎、心力衰竭和心律失常。心血管疾病常见体征如下。 || 1. 视诊 主要观察一般情况、呼吸状况（是否存在端坐呼吸等），是否存在发绀、贫血、颈静脉怒张、水肿、心前区隆起、心尖和心前区异常搏动等。此外，环形红斑、皮下结节等有助于诊断风湿热，两颧呈紫红色有助于诊,"{""可进入抽样复核后归并"": 27, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,儿茶酚胺敏感性室性心动过速,,clinical_manifestation,暂不采用,no_candidate,19,0,19,5,12,0,6,,,"{""阻断_无可靠骨架疾病映射"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,原发性醛固酮增多症,,risk_factor,暂不采用,no_candidate,19,0,19,3,12,0,5,,,"{""阻断_无可靠骨架疾病映射"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,心包积液及心脏压塞,心包积液及心脏压塞,diagnosis_differential,可自动采用,exact,30,11,19,0,11,0,2,鉴别诊断；鉴别诊断；鉴别诊断；诊断标准；鉴别诊断；诊断标准；鉴别诊断；鉴别诊断；诊断标准；鉴别诊断；鉴别诊断,7. 心包穿刺 是有 / 无 X 线透视或心脏超声引导下借助穿刺针直接刺入心包腔的诊疗技术。其目的是：①引流心包腔内积液，降低心包腔内压，是急性心脏压塞的急救措施；②通过穿刺抽取心包积液，做生化测定， || （二）鉴别诊断 || 【诊断与鉴别诊断】 临床表现及超声检查可确诊。有青紫者应与其他青紫型先天性心脏病及三尖瓣闭锁鉴别；无青紫者应与扩张型心肌病和心包积液鉴别。,"{""可进入抽样复核后归并"": 11, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,稳定型心绞痛,稳定型心绞痛,clinical_manifestation,可自动采用,exact,49,30,19,9,21,0,21,呼吸困难；高血压；呼吸困难；呼吸困难；胸痛；呼吸困难；胸痛；胸闷；濒死感；心动过速；休克；胸痛；胸闷；心悸；胸痛；心脏扩大；胸痛；呼吸困难；胸痛；心悸,呼吸康复通常由跨学科的团队共同实施完成，包括呼吸专科医师、康复治疗师、呼吸治疗师、护士、营养师、心理医师、社会工作者等。对病人的全面评估包括临床评估和功能学评估，如疾病严重程度、合并症、不良生活习惯、 || 呼吸康复的禁忌证包括合并不稳定型心绞痛、严重的心律失常、心功能不全、未经控制的高血压等心血管疾病，影响运动的神经肌肉疾病、不稳定骨折、关节病变、周围血管疾病等，以及严重的认知功能障碍和精神异常。 || 1. 病人全面评估 病人的全面评估包括：临床评估（病史、症状、体格检查等）、体适能评估、呼吸肌功能评估、呼吸困难评估、吞咽功能评估、日常活动能力评估、生活质量评估、心理状态评估、营养状态评估。全面的评,"{""可进入抽样复核后归并"": 30, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,缩窄性心包炎,缩窄性心包炎,clinical_manifestation,可自动采用,exact,45,26,19,7,19,0,18,水肿；呼吸困难；水肿；颈静脉怒张；水肿；颈静脉怒张；呼吸困难；乏力；水肿；高血压；心动过速；心动过缓；低血压；颈静脉怒张；心动过速；奇脉；休克；呼吸困难；颈静脉怒张；低血压,1. 漏出性胸腔积液 漏出液的主要病因有：①充血性心力衰竭：常为双侧胸腔，且右侧胸腔较多，强烈利尿可引起假性渗出液。胸腔积液的 N 末端 B 型利钠肽原（NT-proBNP）＞1500pg/ml 对心 || 1. 肺部疾病 心衰最常见的症状为呼吸困难，首先需要与肺部疾病鉴别，包括慢性阻塞性肺气肿、支气管哮喘、肺栓塞等。根据基础疾病史、心脏体征、肺部体征结合肺功能和肺部影像学检查，不难鉴别。 || 2. 心包积液、缩窄性心包炎 由于腔静脉回流受阻同样可以引起颈静脉怒张、肝大、下肢水肿等类似右心衰竭表现。超声心动图、胸部 CT、CMR 可鉴别。,"{""可进入抽样复核后归并"": 26, ""阻断_证据文本不足"": 19}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣反流,二尖瓣反流,complication,可自动采用,exact,31,13,18,4,9,0,7,猝死；心律失常；心脏压塞；心律失常；肺动脉高压；感染性心内膜炎；肺动脉高压；心力衰竭；感染性心内膜炎；感染性心内膜炎；心力衰竭；心律失常；心脏压塞,1. 心电图（ECG） 急性胸痛病人应在首次医疗接触（first medical contact，FMC）后 10 分钟内记录 ECG。ECG 不仅可帮助诊断，而且根据其异常的范围和严重程度可提示预后 || 1. 心律失常 10% 的病人可发生房颤，可导致左心房压升高和心排血量明显减少，临床症状迅速恶化，可致严重低血压、晕厥或肺水肿。主动脉瓣钙化累及传导系统可致房室传导阻滞，左心室肥厚、心内膜下心肌缺血或 || （四）介入治疗 经皮球囊二尖瓣成形术（PBMV）的适应证为：重度单纯二尖瓣狭窄；瓣叶柔软活动好，无明显钙化和瓣下结构无明显增厚（Wilkins 超声评分≤8 分）；心腔内无血栓；不合并二尖瓣反流及其他,"{""可进入抽样复核后归并"": 13, ""阻断_证据文本不足"": 18}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣反流,二尖瓣反流,treatment,可自动采用,exact,33,15,18,3,12,0,17,抗凝治疗；抗凝治疗；瓣膜置换术；药物治疗；瓣膜置换术；一般治疗；药物治疗；抗凝治疗；降压治疗；醛固酮受体拮抗剂；药物治疗；瓣膜置换术；心脏再同步治疗；药物治疗；瓣膜置换术,（四）介入治疗 经皮球囊二尖瓣成形术（PBMV）的适应证为：重度单纯二尖瓣狭窄；瓣叶柔软活动好，无明显钙化和瓣下结构无明显增厚（Wilkins 超声评分≤8 分）；心腔内无血栓；不合并二尖瓣反流及其他 || 1. 人工瓣膜置换术 对严重的二尖瓣狭窄不适合行球囊扩张术的病人，可以进行二尖瓣置换术。适应证：①重度 MS 合并严重症状（NYHA Ⅲ~Ⅳ级）的病人，非外科手术高风险，不适合或既往PBMV 失败；② || 1. 人工瓣膜置换术 对严重的二尖瓣狭窄不适合行球囊扩张术的病人，可以进行二尖瓣置换术。适应证：①重度 MS 合并严重症状（NYHA Ⅲ~Ⅳ级）的病人，非外科手术高风险，不适合或既往PBMV 失败；②,"{""可进入抽样复核后归并"": 15, ""阻断_证据文本不足"": 18}"
历史候选池归并风险，不作为当前骨架缺陷,动脉导管未闭,,complication,暂不采用,no_candidate,18,0,18,0,17,0,9,,,"{""阻断_无可靠骨架疾病映射"": 18}"
历史候选池归并风险，不作为当前骨架缺陷,心脏性猝死,心脏骤停与心脏性猝死,clinical_manifestation,可自动采用,manual_synonym_rule,51,33,18,5,28,0,17,高血压；心动过速；心动过速；头晕；晕厥；晕厥；心悸；晕厥；心动过速；心悸；头晕；晕厥；晕厥；晕厥；呼吸困难；胸闷；晕厥；心动过速；第四心音；晕厥,5. 经皮导管消融肾动脉去交感神经术（catheter-based renal sympathetic denervation，RDN） 通过阻断肾脏传出神经从而抑制交感神经系统、肾素 - 血管紧张素 || 2. 植入型心律转复除颤器（implantable cardioverter defibrillator，ICD） 中重度心衰病人逾半数死于恶性室性心律失常所致心脏性猝死，而 ICD 可用于以下病人的 || （五）心腔内电生理检查 心腔内电生理检查是将几根多电极导管经静脉和 / 或动脉置于心腔内的不同部位辅以 8～12 通道以上多导生理仪同步记录各部位电活动，包括高位右心房、希氏束、冠状窦（反映左心房和左,"{""可进入抽样复核后归并"": 33, ""阻断_证据文本不足"": 18}"
历史候选池归并风险，不作为当前骨架缺陷,长QT间期综合征,,clinical_manifestation,暂不采用,no_candidate,18,0,18,0,11,0,7,,,"{""阻断_无可靠骨架疾病映射"": 18}"
历史候选池归并风险，不作为当前骨架缺陷,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,treatment,可自动采用,manual_synonym_rule,38,21,17,0,21,0,15,药物治疗；血运重建；血运重建；血运重建；血运重建；冠状动脉旁路移植术；药物治疗；他汀类药物；抗血小板治疗；抗血小板药物；抗凝治疗；溶栓治疗；抗血小板治疗；溶栓治疗；血运重建；溶栓药物；抗凝治疗；抗凝药物；溶栓药物；硝酸酯类药物,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 对慢性稳定型心绞痛病人血运重建改善预后的建议也适用于隐匿型冠心病，但目前仍缺乏直接证据。,"{""可进入抽样复核后归并"": 21, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉夹层,主动脉夹层,exam_lab,可自动采用,exact,31,14,17,5,9,0,9,血管超声；超声心动图；心电图；超声心动图；心电图；超声心动图；心电图；超声心动图；肾功能；心电图；超声心动图；肾功能；肾功能；肾功能,2. 动脉夹层 多有高血压，疼痛较剧烈，X 线胸片常显示纵隔增宽，心血管超声和胸部 CT 血管造影检查可见主动脉夹层征象。 || 2. 主动脉夹层 胸痛一开始即达高峰，呈撕裂样，常放射到背、肋、腹、腰和下肢，两上肢的血压和脉搏可有明显差别，可有主动脉瓣关闭不全的表现，偶有意识模糊和偏瘫等神经系统受损症状， D- 二聚体可升高，但 || 3. 急性肺动脉栓塞 可发生胸痛、咯血、呼吸困难和休克，部分可表现为晕厥。有右心负荷急剧增加的表现如发绀、P2 亢进、颈静脉充盈、肝大、下肢水肿等。心电图示Ⅰ导联 S 波加深，Ⅲ导联 Q 波显著，T,"{""可进入抽样复核后归并"": 14, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉夹层,主动脉夹层,treatment,可自动采用,exact,30,13,17,1,12,0,14,药物治疗；药物治疗；溶栓治疗；药物治疗；他汀类药物；溶栓药物；抗凝治疗；抗凝药物；溶栓药物；药物治疗；药物治疗；血管紧张素转换酶抑制剂；利尿剂,肺部隐球菌感染时起病多隐匿，可有发热、咳嗽、咳少量白痰或并有气短、胸痛、咯血、体重降低、盗汗等，亦可无症状。X 线胸片常见肺局限性小斑片影，多误诊为肺结核或非典型病原体肺炎。病人可在未用抗真菌药物治疗 || 治疗上可选用氟康唑、伊曲康唑或两性霉素 B。对免疫功能正常的无症状者，可临床观察随访或口服氟康唑 200～400mg/d，疗程 3～6 个月；有症状的病人疗程 6～12 个月，重症病人尤其是合并隐球菌 || 4. 梗阻性休克（obstructive shock） 其基本机制为血流流动通道受到机械性阻塞，根据梗阻部位可分为心外梗阻性休克和心内梗阻性休克。心外梗阻性休克是由于心脏外的血管回路中血流受阻所致，如,"{""可进入抽样复核后归并"": 13, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣狭窄,二尖瓣狭窄,exam_lab,可自动采用,exact,30,13,17,5,8,0,9,心电图；肾功能；肾功能；超声心动图；超声心动图；超声心动图；超声心动图；超声心动图；超声心动图；超声心动图；超声心动图；血糖；血糖,当房颤病人的心室律变得规则，应考虑以下的可能性：①恢复窦性心律；②转变为房性心动过速； ③转变为房扑（固定的房室传导比率）；④发生房室交界性心动过速或室性心动过速。如心室律变为慢而规则（30～60 次 || 注：未控制的高血压定义为收缩压＞160mmHg；肝功能异常定义为慢性肝病（如肝纤维化）或胆红素＞2 倍正常值上限，丙氨酸转氨酶＞3 倍正常值上限；肾功能异常定义为慢性透析或肾移植或血清肌酐≥200μm || 伊伐布雷定（ivabradine） 异丙肾上腺素（isoproterenol） 地高辛 （digoxin） 治疗不适当窦性心动过速或 HFrEF（NYHA Ⅱ~ Ⅳ级），在服用β受体拮抗剂最大耐受剂量,"{""可进入抽样复核后归并"": 13, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,儿茶酚胺敏感性室性心动过速,,complication,暂不采用,no_candidate,17,0,17,4,9,0,2,,,"{""阻断_无可靠骨架疾病映射"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,室间隔缺损,,treatment,暂不采用,no_candidate,17,0,17,0,4,0,7,,,"{""阻断_无可靠骨架疾病映射"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,心房颤动,心房颤动,diagnosis_differential,可自动采用,exact,20,3,17,0,3,0,2,鉴别诊断；鉴别诊断；鉴别诊断,3. 鉴别诊断 ①尤尔畸形（Uhl anomaly）：又称羊皮纸样右心室，较少见，为先天性右室肌缺如，心室壁薄如纸，仅存心内膜和心外膜，婴幼儿多见，常早期死于 HF，无家族性发病倾向；②特发性右室流出 || 【诊断与鉴别诊断】 根据典型的心脏杂音以及超声心动图表现可明确诊断。超声心动图有助于鉴别相对性二尖瓣狭窄、左房黏液瘤、三尖瓣狭窄和原发性肺动脉高压等。 || 【诊断与鉴别诊断】 诊断主要根据典型的心尖区收缩期吹风样杂音以及超声心动图表现。超声心动图有助于鉴别生理性杂音、三尖瓣反流、室间隔缺损、左心室或右心室流出道梗阻等。,"{""可进入抽样复核后归并"": 3, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,房室传导阻滞,房室传导阻滞,exam_lab,可自动采用,exact,40,23,17,5,18,0,12,肾功能；心电图；心电图；电生理检查；心电图；电生理检查；心电图；电生理检查；电生理检查；电生理检查；心电图；动态心电图；心电图；心电图；肾功能；电生理检查；血糖；肾功能；血糖；血糖,使用方法：地高辛每日 0.125～0.25mg，70 岁以上、肾功能损害或低体重的病人应予更小剂量（隔日 0.125mg）。地高辛血药浓度建议维持在 0.5～0.9μg/L。地高辛过量会导致心律失常、 || （三）心电图检查 || 1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或,"{""可进入抽样复核后归并"": 23, ""阻断_证据文本不足"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,肾血管性高血压,,clinical_manifestation,暂不采用,no_candidate,17,0,17,4,11,0,2,,,"{""阻断_无可靠骨架疾病映射"": 17}"
历史候选池归并风险，不作为当前骨架缺陷,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,clinical_manifestation,可自动采用,manual_synonym_rule,36,20,16,0,20,0,16,呼吸困难；休克；低血压；高血压；休克；乏力；头晕；晕厥；呼吸困难；咳嗽；水肿；颈静脉怒张；发绀；休克；胸痛；胸痛；心动过速；休克；胸痛；高血压,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || STEMI 既可发生在频发心绞痛的病人，也可发生在既往无症状者中。STEMI 后发生的严重心律失常、休克或心衰，均可使冠脉灌流量进一步降低，心肌坏死范围扩大。 || 型的 2 型急性心肌梗死。（包括贫血、快慢综合征、呼吸衰竭、低血压、休克、伴或不伴左心室肥厚的重度高血压、重度主动脉瓣疾病、心衰、心肌病以及药物毒素损伤等），这部分病人治疗策略与阻塞性冠脉疾病不同，应,"{""可进入抽样复核后归并"": 20, ""阻断_证据文本不足"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉夹层,主动脉夹层,diagnosis_differential,可自动采用,exact,22,6,16,2,4,0,2,鉴别诊断；诊断标准；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断,【诊断与鉴别诊断】 || 1. 诊断标准 急性起病、典型胸痛、心包摩擦音、心电图改变包括典型的 ST 段抬高和 / 或 PR 段压低。超声心动图检查可以确诊并判断积液量。实验室检查炎性标志物升高。结合相关病史、全身表现及相应的 || 2. 鉴别诊断 诊断急性心包炎应注意与其他可引起急性胸痛的疾病相鉴别。胸痛伴心电图 ST段抬高者与急性心肌梗死鉴别，前者常有上呼吸道感染史，疼痛与体位改变有关，后者常有相邻导联ST 段弓背向上抬高，S,"{""可进入抽样复核后归并"": 6, ""阻断_证据文本不足"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣狭窄,主动脉瓣狭窄,treatment,可自动采用,exact,30,14,16,6,8,0,12,药物治疗；药物治疗；控制心室率；利尿剂；他汀类药物；洋地黄类药物；瓣膜置换术；经导管主动脉瓣置换术；瓣膜置换术；药物治疗；药物治疗；药物治疗；药物治疗；药物治疗,（一）症状性梗阻型 HCM 病人的药物治疗 || （二）药物治疗 药物治疗效果不明显，无特异性药物治疗。主要为对症支持治疗，包括：预防感染性心内膜炎；风湿性心脏病病人应预防风湿热；积极控制血压；心衰病人应限制钠盐摄入，可用利尿剂以及 ACEI 等药物 || （二）药物治疗 药物治疗效果不明显，无特异性药物治疗。主要为对症支持治疗，包括：预防感染性心内膜炎；风湿性心脏病病人应预防风湿热；积极控制血压；心衰病人应限制钠盐摄入，可用利尿剂以及 ACEI 等药物,"{""可进入抽样复核后归并"": 14, ""阻断_证据文本不足"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,动脉导管未闭,,exam_lab,暂不采用,no_candidate,16,0,16,3,4,0,7,,,"{""阻断_无可靠骨架疾病映射"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,动脉导管未闭,,risk_factor,暂不采用,no_candidate,16,0,16,2,9,0,3,,,"{""阻断_无可靠骨架疾病映射"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,嗜铬细胞瘤和副神经节瘤,,clinical_manifestation,暂不采用,no_candidate,16,0,16,3,9,0,5,,,"{""阻断_无可靠骨架疾病映射"": 16}"
历史候选池归并风险，不作为当前骨架缺陷,嗜铬细胞瘤和副神经节瘤,,risk_factor,暂不采用,no_candidate,16,0,16,4,8,0,4,,,"{""阻断_无可靠骨架疾病映射"": 16}"
