source_disease_name,target_subject_name,mapping_type,mapping_status,confidence,review_reason,candidate_targets,source_artifact_scope,source_artifact_mtime,target_artifact_scope,target_artifact_mtime,source_row_count,source_entity_type_counts,target_parent,target_subject_kind,target_docx_start_para,target_docx_end_para
慢性心力衰竭,慢性心力衰竭,exact,可自动采用,1.0,,慢性心力衰竭,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,88,"{""Complication"": 25, ""DifferentialDiagnosis"": 2, ""Epidemiology"": 1, ""Etiology"": 2, ""Exam"": 1, ""LabTest"": 10, ""Medication"": 6, ""Pathophysiology"": 1, ""Procedure"": 7, ""RiskFactor"": 12, ""Sign"": 17, ""Symptom"": 2, ""TreatmentPlan"": 2}",心力衰竭,disease_or_topic,3966,4118
房室传导阻滞,房室传导阻滞,exact,可自动采用,1.0,,房室传导阻滞,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,397,"{""Complication"": 80, ""DiagnosisCriteria"": 3, ""DifferentialDiagnosis"": 6, ""Etiology"": 4, ""Exam"": 27, ""FollowUp"": 1, ""LabTest"": 13, ""Medication"": 36, ""Pathophysiology"": 11, ""Procedure"": 23, ""Prognosis"": 2, ""RiskFactor"": 25, ""RiskStratification"": 1, ""Sign"": 100, ""Symptom"": 44, ""TreatmentPlan"": 21}",心脏传导阻滞,disease_or_topic,4650,4689
房性心动过速,房性心动过速,exact,可自动采用,1.0,,房性心动过速,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,131,"{""Complication"": 27, ""DifferentialDiagnosis"": 3, ""Exam"": 14, ""FollowUp"": 1, ""LabTest"": 2, ""Medication"": 9, ""Pathophysiology"": 4, ""Procedure"": 4, ""Prognosis"": 1, ""RiskFactor"": 10, ""RiskStratification"": 1, ""Sign"": 31, ""Symptom"": 16, ""TreatmentPlan"": 8}",房性心律失常,disease_or_topic,4371,4395
房间隔缺损,,no_candidate,暂不采用,0.2222,未找到足够可靠的 D6 骨架章节/疾病名称,心房扑动:0.222；心房颤动:0.222；窦房传导阻滞:0.182；房性心律失常:0.182；房性期前收缩:0.182,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,86,"{""Complication"": 20, ""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 2, ""Etiology"": 2, ""Exam"": 5, ""LabTest"": 1, ""Pathophysiology"": 3, ""Procedure"": 11, ""RiskFactor"": 14, ""Sign"": 14, ""Symptom"": 10, ""TreatmentPlan"": 2}",,,,
扩张型心肌病,扩张型心肌病,exact,可自动采用,1.0,,扩张型心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,146,"{""Complication"": 32, ""DiagnosisCriteria"": 9, ""DifferentialDiagnosis"": 9, ""Etiology"": 9, ""Exam"": 11, ""FollowUp"": 1, ""LabTest"": 3, ""Medication"": 8, ""Pathophysiology"": 6, ""Procedure"": 8, ""Prognosis"": 2, ""RiskFactor"": 13, ""RiskStratification"": 1, ""Sign"": 19, ""Symptom"": 5, ""TreatmentPlan"": 10}",心肌疾病,disease_or_topic,5810,5874
早期复极综合征,,no_candidate,暂不采用,0.4286,未找到足够可靠的 D6 骨架章节/疾病名称,艾森门格综合征:0.429；病态窦房结综合征:0.400；慢性冠状动脉综合征:0.375；急性冠脉综合征:0.375；房性期前收缩:0.154,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,63,"{""Complication"": 15, ""DiagnosisCriteria"": 1, ""DifferentialDiagnosis"": 2, ""Etiology"": 4, ""Exam"": 7, ""LabTest"": 1, ""Medication"": 2, ""Procedure"": 4, ""RiskFactor"": 4, ""Sign"": 12, ""Symptom"": 10, ""TreatmentPlan"": 1}",,,,
稳定型心绞痛,稳定型心绞痛,exact,可自动采用,1.0,,稳定型心绞痛,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,218,"{""Complication"": 30, ""DiagnosisCriteria"": 5, ""DifferentialDiagnosis"": 9, ""Etiology"": 5, ""Exam"": 28, ""LabTest"": 6, ""Medication"": 24, ""Pathophysiology"": 16, ""Procedure"": 8, ""Prognosis"": 4, ""RiskFactor"": 14, ""RiskStratification"": 3, ""Sign"": 20, ""Symptom"": 29, ""TreatmentPlan"": 17}",慢性冠状动脉综合征,disease_or_topic,4958,5088
窦性心律失常,窦性心律失常,exact,可自动采用,1.0,,窦性心律失常,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,16,"{""Complication"": 6, ""DifferentialDiagnosis"": 1, ""Etiology"": 1, ""Exam"": 1, ""Sign"": 6, ""Symptom"": 1}",心律失常,category_container,4314,4320
继发性高血压,继发性高血压,exact,可自动采用,1.0,,继发性高血压,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,130,"{""Complication"": 9, ""DiagnosisCriteria"": 4, ""DifferentialDiagnosis"": 5, ""Epidemiology"": 2, ""Etiology"": 4, ""Exam"": 6, ""FollowUp"": 1, ""LabTest"": 8, ""Medication"": 10, ""Pathophysiology"": 1, ""RiskFactor"": 20, ""RiskStratification"": 2, ""Sign"": 48, ""Symptom"": 4, ""TreatmentPlan"": 6}",高血压,disease_or_topic,5656,5738
缩窄性心包炎,缩窄性心包炎,exact,可自动采用,1.0,,缩窄性心包炎,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,160,"{""Complication"": 23, ""DiagnosisCriteria"": 6, ""DifferentialDiagnosis"": 15, ""Epidemiology"": 1, ""Etiology"": 8, ""Exam"": 20, ""LabTest"": 6, ""Medication"": 2, ""Pathophysiology"": 2, ""Procedure"": 4, ""Prognosis"": 1, ""RiskFactor"": 26, ""Sign"": 36, ""Symptom"": 9, ""TreatmentPlan"": 1}",心包疾病,disease_or_topic,6751,6836
缺血性心肌病,缺血性心肌病,exact,可自动采用,1.0,,缺血性心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,110,"{""Complication"": 21, ""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 6, ""Etiology"": 3, ""Exam"": 12, ""FollowUp"": 1, ""LabTest"": 2, ""Medication"": 3, ""Pathophysiology"": 12, ""Procedure"": 5, ""RiskFactor"": 8, ""RiskStratification"": 1, ""Sign"": 12, ""Symptom"": 15, ""TreatmentPlan"": 7}",慢性冠状动脉综合征,disease_or_topic,5089,5110
肥厚型心肌病,肥厚型心肌病,exact,可自动采用,1.0,,肥厚型心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,103,"{""Complication"": 21, ""DiagnosisCriteria"": 4, ""DifferentialDiagnosis"": 7, ""Epidemiology"": 1, ""Etiology"": 8, ""Exam"": 13, ""FollowUp"": 1, ""LabTest"": 2, ""Medication"": 6, ""Pathophysiology"": 7, ""Procedure"": 5, ""Prognosis"": 3, ""RiskFactor"": 6, ""RiskStratification"": 1, ""Sign"": 5, ""Symptom"": 8, ""TreatmentPlan"": 5}",心肌疾病,disease_or_topic,5746,5809
肺动脉瓣狭窄,,no_candidate,暂不采用,0.8333,未找到足够可靠的 D6 骨架章节/疾病名称,主动脉瓣狭窄:0.833；二尖瓣狭窄:0.545；主动脉瓣反流:0.500；主动脉夹层:0.364；动脉粥样硬化:0.333,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,57,"{""Complication"": 12, ""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 4, ""Etiology"": 1, ""Exam"": 8, ""Procedure"": 12, ""RiskFactor"": 13, ""Sign"": 2, ""Symptom"": 3}",,,,
肾实质性高血压,,no_candidate,暂不采用,0.6154,未找到足够可靠的 D6 骨架章节/疾病名称,原发性高血压:0.615；继发性高血压:0.615；高血压:0.600；糖尿病与高血压:0.429；肿瘤治疗相关的高血压:0.353,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,23,"{""Etiology"": 1, ""LabTest"": 3, ""Medication"": 2, ""RiskFactor"": 5, ""Sign"": 11, ""TreatmentPlan"": 1}",,,,
肾血管性高血压,,no_candidate,暂不采用,0.6154,未找到足够可靠的 D6 骨架章节/疾病名称,原发性高血压:0.615；继发性高血压:0.615；高血压:0.600；糖尿病与高血压:0.429；肿瘤治疗相关的高血压:0.353,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,59,"{""Complication"": 4, ""DiagnosisCriteria"": 3, ""Epidemiology"": 1, ""Etiology"": 5, ""Exam"": 5, ""LabTest"": 7, ""Medication"": 7, ""RiskFactor"": 6, ""Sign"": 17, ""TreatmentPlan"": 4}",,,,
致心律失常性右心室心肌病,致心律失常性右心室心肌病,exact,可自动采用,1.0,,致心律失常性右心室心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,125,"{""Complication"": 37, ""DiagnosisCriteria"": 7, ""DifferentialDiagnosis"": 7, ""Etiology"": 9, ""Exam"": 18, ""Pathophysiology"": 9, ""Procedure"": 6, ""Prognosis"": 2, ""RiskFactor"": 12, ""RiskStratification"": 1, ""Sign"": 14, ""Symptom"": 3}",心肌疾病,disease_or_topic,5895,5928
长QT间期综合征,,no_candidate,暂不采用,0.4,未找到足够可靠的 D6 骨架章节/疾病名称,艾森门格综合征:0.400；病态窦房结综合征:0.375；慢性冠状动脉综合征:0.353；急性冠脉综合征:0.353；房性期前收缩:0.143,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,52,"{""Complication"": 13, ""DifferentialDiagnosis"": 1, ""Etiology"": 2, ""Exam"": 1, ""LabTest"": 3, ""Medication"": 5, ""Pathophysiology"": 2, ""Procedure"": 2, ""RiskFactor"": 5, ""Sign"": 11, ""Symptom"": 7}",,,,
阵发性室上性心动过速,,no_candidate,暂不采用,0.7826,未找到足够可靠的 D6 骨架章节/疾病名称,非阵发性房室交界性心动过速:0.783；室性心动过速:0.750；窦性心动过速:0.625；房性心动过速:0.625；窦性心动过缓:0.500,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,37,"{""Complication"": 10, ""DifferentialDiagnosis"": 1, ""Exam"": 2, ""LabTest"": 2, ""Medication"": 3, ""Prognosis"": 1, ""RiskFactor"": 5, ""Sign"": 7, ""TreatmentPlan"": 6}",,,,
限制型心肌病,限制型心肌病,exact,可自动采用,1.0,,限制型心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,55,"{""Complication"": 11, ""DiagnosisCriteria"": 4, ""DifferentialDiagnosis"": 3, ""Etiology"": 3, ""Exam"": 6, ""LabTest"": 2, ""Medication"": 3, ""Pathophysiology"": 2, ""Procedure"": 1, ""Prognosis"": 3, ""RiskFactor"": 3, ""Sign"": 7, ""Symptom"": 4, ""TreatmentPlan"": 3}",心肌疾病,disease_or_topic,5929,5959
静脉血栓症,静脉血栓症,exact,可自动采用,1.0,,静脉血栓症,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,720,"{""Complication"": 157, ""DiagnosisCriteria"": 15, ""DifferentialDiagnosis"": 27, ""Epidemiology"": 4, ""Etiology"": 62, ""Exam"": 51, ""FollowUp"": 4, ""LabTest"": 17, ""Medication"": 19, ""Pathophysiology"": 11, ""Procedure"": 12, ""Prognosis"": 10, ""RiskFactor"": 101, ""RiskStratification"": 2, ""Sign"": 82, ""Symptom"": 89, ""TreatmentPlan"": 57}",心脏骤停与心脏性猝死,disease_or_topic,7256,7337
非ST段抬高型心肌梗死,不稳定型心绞痛和非 ST 段抬高型心肌梗死,manual_synonym_rule,可自动采用,0.95,内置心血管常见章节合并/简称规则,不稳定型心绞痛和非 ST 段抬高型心肌梗死,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,138,"{""Complication"": 25, ""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 2, ""Etiology"": 6, ""Exam"": 13, ""LabTest"": 5, ""Medication"": 12, ""Pathophysiology"": 6, ""Procedure"": 12, ""Prognosis"": 3, ""RiskFactor"": 6, ""RiskStratification"": 3, ""Sign"": 6, ""Symptom"": 14, ""TreatmentPlan"": 23}",急性冠脉综合征,disease_or_topic,5127,5196
非扩张型左心室心肌病,非扩张型左心室心肌病,exact,可自动采用,1.0,,非扩张型左心室心肌病,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,23,"{""Complication"": 8, ""DiagnosisCriteria"": 3, ""DifferentialDiagnosis"": 2, ""Etiology"": 1, ""Exam"": 5, ""Pathophysiology"": 2, ""Sign"": 1, ""TreatmentPlan"": 1}",心肌疾病,disease_or_topic,5875,5894
高血压急症和亚急症,,no_candidate,暂不采用,0.5,未找到足够可靠的 D6 骨架章节/疾病名称,高血压:0.500；原发性高血压:0.400；继发性高血压:0.400；糖尿病与高血压:0.375；肿瘤治疗相关的高血压:0.316,历史候选池/旧实例产物,2026-06-25T14:59:24,当前骨架基线产物,2026-07-09T14:58:26,17,"{""Complication"": 3, ""DifferentialDiagnosis"": 1, ""RiskFactor"": 1, ""Sign"": 9, ""Symptom"": 1, ""TreatmentPlan"": 2}",,,,
