decision,reason,rel,entityType,target_code,target_name,source_name,batch_id,evidence_excerpt
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-8C73CEB89BB134,静脉血栓症-右心负荷增加-全书回捞证据-3433-9BB134,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,肺动脉内反复血栓栓塞，以及栓塞后血栓不溶、机化，导致血管慢性化机械阻塞，称为慢性血栓栓塞性肺疾病（chronic thromboembolic pulmonary disease，CTEPD）。后期病情进展，逐渐产生肺血管重塑，导致血管进一步狭窄或闭塞，肺血管阻力（pulmonary vascular resistance，PVR）增加，肺动脉压力进行性增高，经过数月或数年，最终可引起右心室肥厚和右心衰竭，称为慢性血栓栓塞性肺动脉高压（chronic thromboembolic pulmonary hyperte
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-C90A4DD5496939,静脉血栓症-右心负荷增加-全书回捞证据-3491-496939,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. CTEPH 部分急性 PTE 经治疗后血栓不能完全溶解，血栓机化、肺动脉内膜发生慢性炎症并增厚，发展为慢性 PTE。此外，DVT 多次脱落反复栓塞肺动脉亦为慢性 PTE 形成的一个主要原因。肺动脉血栓机化的同时伴随不同程度的血管重塑、原位血栓形成，导致管腔狭窄或闭塞，PVR 和肺动脉压力逐步升高，形成肺动脉高压。多种影响因素如低氧血症可以加重这一过程，右心后负荷进一步加重，最终可致右心衰竭。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-3E2D5C5FC4D295,静脉血栓症-右心负荷增加-全书回捞证据-3519-C4D295,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 循环系统 主要是肺动脉高压、右心功能不全以及左心搏出量急剧减少的体征。窦性心动过速最常见，并可见心律失常如期前收缩、室上性心动过速、心房扑动和心房颤动等；部分病人可闻及肺动脉瓣区第二心音亢进（P2＞A2 ）或分裂，少数病人可闻及收缩期喷射性杂音；颈静脉充盈或异常搏动，三尖瓣区可闻及收缩期杂音，可闻及右心奔马律，肝脏增大、肝颈静脉反流征和下肢肿胀等右心衰竭的体征；少数病人有心包摩擦音；病情严重的病人可出现血压下降甚至休克。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-5DDD85FA54B84E,静脉血栓症-右心负荷增加-全书回捞证据-3589-54B84E,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. 高危 PTE 血流动力学不稳定（表 2-11-2），提示高危 PTE。临床症状及显著的右心衰竭和血流动力学不稳定表现时，提示早期死亡的高风险（院内或发病 30 天内）。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9980822E3200D8,静脉血栓症-右心负荷增加-全书回捞证据-3611-3200D8,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）慢性血栓栓塞性肺动脉高压 CTEPH 多存在慢性、进行性发展的肺动脉高压的相关临床表现，如进行性加重的呼吸困难、乏力、运动耐量下降，后期出现右心衰竭；影像学检查证实肺动脉阻塞，常呈多部位、较广泛的阻塞，可见肺动脉内贴血管壁、环绕或偏心分布、有钙化倾向的团块状物等慢性栓塞征象；常可发现 DVT 的存在；海平面，静息状态下，右心导管测量平均肺动脉压（mPAP）≥ 25mmHg，且除外血管炎、肺动脉肉瘤等；超声心动图检查示右心室壁增厚，符合慢性肺源性心脏病的诊断标准。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-DF4FEE5772BA20,静脉血栓症-右心负荷增加-全书回捞证据-3859-72BA20,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 利尿剂 当失代偿性右心衰竭导致液体潴留、中心静脉压升高、肝脏淤血、腹腔积液和外周水肿时，可使用利尿剂以改善症状。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-3DAAC9E4B5E426,静脉血栓症-右心负荷增加-全书回捞证据-5801-B5E426,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 心包积液、缩窄性心包炎 由于腔静脉回流受阻同样可以引起颈静脉怒张、肝大、下肢水肿等类似右心衰竭表现。超声心动图、胸部 CT、CMR 可鉴别。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-2D3907E4B1485F,静脉血栓症-右心负荷增加-全书回捞证据-5953-B1485F,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 急性右心衰竭 右心室心肌收缩力急剧下降或右心室的前后负荷突然加重，引起右心排血量急剧减低和体循环急性淤血，常由右心室梗死、急性大面积肺栓塞所致。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-5301EDE27CF790,静脉血栓症-吸烟-全书回捞证据-10983-7CF790,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【预后】 本病的预后与同时并存的冠心病、脑血管疾病密切相关。间歇性跛行病人 5 年生存率为 70%，10 年生存率为 50%，大多死于冠心病和脑血管事件。伴有糖尿病及吸烟病人预后更差，约 5%病人需行截肢术。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-88EEE16C8571E6,静脉血栓症-吸烟-全书回捞证据-1575-8571E6,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（2）肺癌：多无急性感染中毒症状，有时痰中带血丝，血白细胞计数不高。但肺癌可伴发阻塞性肺炎，经抗菌药物治疗炎症消退后肿瘤阴影渐趋明显，或可见肺门淋巴结肿大，有时出现肺不张。若抗菌药物治疗后肺部炎症不见消散，或消散后于同一部位再次出现肺炎，应密切随访。对有吸烟史及年龄较大的病人，必要时做 CT、MRI、支气管镜和痰脱落细胞等检查，以免贻误诊断。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-CA7E83062EE5F0,静脉血栓症-吸烟-全书回捞证据-215-2EE5F0,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,长期从事呼吸与危重症医学临床、教学与研究工作。主要研究领域包括呼吸病学、群医学及公共卫生。在慢性气道疾病、肺栓塞、呼吸衰竭、新发呼吸道传染病、控制吸烟等领域作出多项重要创新，改善医疗卫生实践。在 New Engl J Med、Lancet 等国际权威期刊发表论文290 余篇。获得国家科技进步奖特等奖、一等奖、二等奖。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-4319B32251C839,静脉血栓症-吸烟-全书回捞证据-3443-51C839,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,获得性危险因素指后天获得的易导致 VTE 发生的多种病理生理异常，多为暂时性或可逆性。恶性肿瘤是 VTE 重要的危险因素，肿瘤活动期 VTE 风险显著增加。VTE 与动脉性疾病有某些共同的危险因素，如吸烟、肥胖、高胆固醇血症、高血压病和糖尿病等。心肌梗死和心力衰竭也能够增加 VTE 的风险。年龄是 VTE 发生的独立危险因素，VTE 的发病率随年龄的增长逐渐增高。部分病人经较全面的检查也不能明确危险因素，称为特发性 VTE。部分特发性 VTE 病人存在隐匿性恶性肿瘤，应注意筛查和随访。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-911D2751D30A55,静脉血栓症-吸烟-全书回捞证据-3895-D30A55,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【流行病学】 我国在 20 世纪 70 年代的普查结果表明，＞14 岁人群慢性肺心病的患病率为 4.8‰。 1992 年在北京、湖北、辽宁农村调查 102 230 例居民的慢性肺心病患病率为 4.4‰，其中≥15 岁人群的患病率为 6.7‰。慢性肺心病的患病率存在地区差异，北方地区患病率高于南方地区，农村患病率高于城市，并随年龄增长而增加。吸烟者比不吸烟者患病率明显增多，男女无明显差异。冬春季节和气候骤然变化时，易出现急性发作。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-DEEP-5301EDE27CF790,静脉血栓症-吸烟-教材证据-10983-7CF790,《内科学（第10版）》.docx,FOUNDATION-CARD-DEEP-20260625-001,【预后】 本病的预后与同时并存的冠心病、脑血管疾病密切相关。间歇性跛行病人 5 年生存率为 70%，10 年生存率为 50%，大多死于冠心病和脑血管事件。伴有糖尿病及吸烟病人预后更差，约 5%病人需行截肢术。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-B76FA0D9447B87,静脉血栓症-呼吸困难-全书回捞证据-10259-447B87,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 鉴别诊断 诊断急性心包炎应注意与其他可引起急性胸痛的疾病相鉴别。胸痛伴心电图 ST段抬高者与急性心肌梗死鉴别，前者常有上呼吸道感染史，疼痛与体位改变有关，后者常有相邻导联ST 段弓背向上抬高，ST-T 动态改变可在数小时内发生。有高血压史的胸痛病人需要除外主动脉夹层动脉瘤破裂，后者疼痛为撕裂样，程度较剧烈，多位于胸骨后或背部，可向下肢放射，破口入心包腔可出现急性心包炎的心电图改变，超声心动图有助于诊断，增强 CT 有助于揭示破口所在位置。急性心包炎与肺栓塞相鉴别，肺栓塞多见于长期卧床及行动不便病人，可以出现胸
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-1AD89CA2DF15F1,静脉血栓症-呼吸困难-全书回捞证据-1555-DF15F1,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. CAP 是指在医院外罹患的感染性肺实质（含肺泡壁，即广义上的肺间质）炎症，包括具有明确潜伏期的病原体感染在入院后于潜伏期内发病的肺炎。其临床诊断依据是：①社区发病。②肺炎相关临床表现：a. 新近出现的咳嗽、咳痰或原有呼吸道疾病症状加重并出现脓性痰，伴或不伴胸痛/ 呼吸困难/咯血；b. 发热；c. 肺实变体征和/或闻及湿啰音；d.WBC＞10×109/L 或＜4×109/L，伴或不伴中性粒细胞核左移。③胸部影像学检查显示片状、斑片状浸润性阴影或间质性改变，伴或不伴胸腔积液。符合①、③及②中任何 1 项，并除外肺
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-6F05FC23C45C54,静脉血栓症-呼吸困难-全书回捞证据-1559-C45C54,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【临床表现】 细菌性肺炎的症状可轻可重，取决于病原体和宿主的状态。常见症状为咳嗽、咳痰，或原有呼吸道症状加重，并出现脓性痰或血痰，伴或不伴胸痛。病变范围大者可有呼吸困难、呼吸窘迫。大多数病人有发热。早期肺部体征无明显异常，重症者可有呼吸频率增快、鼻翼扇动、发绀。肺实变时有典型的体征，如叩诊呈浊音、语颤增强和支气管呼吸音等，也可闻及湿啰音。并发胸腔积液者，患侧胸部叩诊呈浊音、语颤减弱、呼吸音减弱。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-F5D665CF3A8D86,静脉血栓症-呼吸困难-全书回捞证据-15767-3A8D86,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,本病好发于中老年，男性多见，发病高峰年龄为 50～60 岁。通常起病隐匿，70%～80% 的病人表现为肾病综合征，约 30% 伴有镜下血尿，一般无肉眼血尿。常在发病 5～10 年后逐渐出现肾功能损害。循环中抗磷脂酶 A2 受体特异性抗体（PLA2R）水平可协助膜性肾病的诊断、治疗疗效及复发监测等。本病易发生血栓栓塞并发症，肾静脉血栓发生率可高达 40%～50%。因此，膜性肾病病人如有突发性腰痛或肋腹痛，伴血尿、蛋白尿加重，肾功能损害，应注意肾静脉血栓形成。如有突发性胸痛、呼吸困难，应注意肺栓塞。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-F729260D2776F7,静脉血栓症-呼吸困难-全书回捞证据-1577-2776F7,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（3）肺栓塞：多有静脉血栓的危险因素，如血栓性静脉炎、心肺疾病、创伤、手术和肿瘤等病史，呼吸困难较明显，可发生咯血、晕厥。X 线胸片示区域性肺血管纹理减少，有时可见尖端指向肺门的楔形阴影。动脉血气分析常见低氧血症及低碳酸血症。D- 二聚体、CT 肺动脉造影、放射性核素肺通气 / 灌注扫描和 MRI 等检查可帮助鉴别。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-CE54B049214544,静脉血栓症-呼吸困难-全书回捞证据-27591-214544,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,5. 肺 肺的小动脉炎引起小动脉瘤或局部血管的栓塞，而出现咯血、胸痛、气短等症状。咯血量大者可致命。有肺栓塞者多预后不良。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-0FED8530B9A598,静脉血栓症-呼吸困难-全书回捞证据-3501-B9A598,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. 呼吸困难及气促 最多见，尤以活动后明显，静息时可缓解或消失。病人有时主诉突然体位变化、便后、上楼梯时出现胸部“憋闷”。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-CF610F5E8639AB,静脉血栓症-呼吸困难-全书回捞证据-3527-8639AB,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（一）根据临床情况疑诊 PTE（疑诊） 当病人出现前述临床表现，特别是存在危险因素的病例，出现不明原因的呼吸困难、胸痛、晕厥、休克，或伴有不对称性下肢肿胀、疼痛等，应进行如下检查。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-BE5B1EF007FF5E,静脉血栓症-呼吸困难-全书回捞证据-3611-07FF5E,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）慢性血栓栓塞性肺动脉高压 CTEPH 多存在慢性、进行性发展的肺动脉高压的相关临床表现，如进行性加重的呼吸困难、乏力、运动耐量下降，后期出现右心衰竭；影像学检查证实肺动脉阻塞，常呈多部位、较广泛的阻塞，可见肺动脉内贴血管壁、环绕或偏心分布、有钙化倾向的团块状物等慢性栓塞征象；常可发现 DVT 的存在；海平面，静息状态下，右心导管测量平均肺动脉压（mPAP）≥ 25mmHg，且除外血管炎、肺动脉肉瘤等；超声心动图检查示右心室壁增厚，符合慢性肺源性心脏病的诊断标准。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9C05343919419D,静脉血栓症-呼吸困难-全书回捞证据-4345-19419D,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 急性心肌梗死 有突然胸痛、胸闷，甚至呼吸困难、休克等临床表现，但多合并高血压病史，动脉粥样硬化、冠状动脉粥样硬化性心脏病病史。体征、心电图、X 线或 CT 检查、血清酶学检查有助于诊断。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-B2522A86E6BCEC,静脉血栓症-呼吸困难-全书回捞证据-4347-E6BCEC,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. 急性肺栓塞 大面积肺栓塞可突发起病，呼吸困难、胸痛、烦躁不安、惊恐甚或濒死感，临床上酷似自发性气胸。但病人可有咯血、低热和晕厥，并常有下肢深静脉血栓、骨折、手术后、脑卒中、心房颤动等病史，或发生于长期卧床的老年病人。 CT 肺动脉造影检查可鉴别。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-DE3C6483F9AD6C,静脉血栓症-呼吸困难-全书回捞证据-4349-F9AD6C,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 肺大疱 位于肺周边的肺大疱，尤其是巨型肺大疱易被误认为气胸。肺大疱通常起病缓慢，呼吸困难并不严重，而气胸多突然发生。影像学上，肺大疱气腔呈圆形或椭圆形，疱内有细小的条状纹理，为肺小叶或血管的残遗物。肺大疱向周围膨胀，将肺压向肺尖区、肋膈角及心膈角。气胸则呈胸外侧的透光带，其中无肺纹理可见。从不同角度做胸部 X 线透视，可见肺大疱为圆形透光区，在大疱的边缘看不到发丝状气胸线。肺大疱内压力与大气压相仿，抽气后，大疱容积无明显改变。如误对肺大疱抽气测压，易引起气胸。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-6D904E5E5F8EE4,静脉血栓症-呼吸困难-全书回捞证据-4351-5F8EE4,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,5. 其他 还需与消化性溃疡穿孔、胸膜炎、肋软骨炎、肺癌、膈疝等鉴别，偶可有急起的胸痛、上腹痛及气促等急腹症表现，亦应注意与自发性气胸鉴别。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-86776283DA9282,静脉血栓症-呼吸困难-全书回捞证据-449-DA9282,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,体感染；黄色脓性痰或痰液由白色黏液状转为黄色脓性常提示细菌感染；铁锈样痰可能是肺炎链球菌感染；大量脓性痰常见于肺脓肿或支气管扩张；红棕色胶冻样痰提示可能有肺炎克雷伯菌感染；脓痰有腐臭味提示可能有厌氧菌感染；巧克力色腥味痰提示可能患肺阿米巴病。咳粉红色稀薄泡沫痰伴呼吸困难提示可能有心力衰竭和肺水肿。痰量的增减反映感染的加剧或炎症的缓解，若痰量突然减少，且出现体温升高，可能与支气管引流不畅有关。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-C7536ECD94102E,静脉血栓症-呼吸困难-全书回捞证据-453-94102E,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 呼吸困难 呼吸困难常主诉为胸闷或气短，可表现在呼吸频率、深度及节律改变等方面。按其发作快慢分为急性、慢性和反复发作性。突发胸痛后出现呼吸困难需考虑气胸，若伴有咯血则要警惕急性肺栓塞。反复发作性呼吸困难且伴有哮鸣音主要见于支气管哮喘。夜间发作性呼吸困难提示左心衰竭或支气管哮喘急性发作。数日或数周内出现的渐进性呼吸困难可提示肺炎、胸腔积液。慢
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-36BFD8CF898B53,静脉血栓症-呼吸困难-全书回捞证据-459-898B53,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,性进行性加重的呼吸困难多见于慢阻肺病和特发性肺纤维化等间质性肺疾病。在分析呼吸困难时还应注意是吸气性还是呼气性呼吸困难，前者见于肿瘤或异物堵塞引起的大气道狭窄，喉头水肿，喉、气管炎症等；后者主要见于支气管哮喘、慢阻肺病等。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9869BC16D2FC01,静脉血栓症-呼吸困难-全书回捞证据-5799-D2FC01,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. 肺部疾病 心衰最常见的症状为呼吸困难，首先需要与肺部疾病鉴别，包括慢性阻塞性肺气肿、支气管哮喘、肺栓塞等。根据基础疾病史、心脏体征、肺部体征结合肺功能和肺部影像学检查，不难鉴别。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-42B82506477070,静脉血栓症-呼吸困难-全书回捞证据-5955-477070,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）临床分型 急性心衰根据组织的淤血和灌注情况进行分型，有助于判断病情危重程度并指 导治疗。淤血症状和体征主要包括端坐呼吸 / 夜间阵发性呼吸困难、肺部湿啰音、外周（双侧）水肿、颈静脉怒张、淤血性肝大和肝颈静脉回流征阳性等；低灌注症状和体征主要包括四肢湿冷、神志模糊、少尿、头晕和脉压小等。按有无淤血分为“湿”和“干”型，有无组织低灌注分为“冷”和“暖”型，由 此可将急性心衰分为四型：①“干暖”型，无明显淤血也无明显组织低灌注，此型病情最轻；②“干冷”型，无明显淤血但有组织低灌注，大约占 5%，多数合并低血容量；③
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-970F8D38138E8D,静脉血栓症-呼吸困难-全书回捞证据-5957-138E8D,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【临床表现】 突发呼吸困难是急性左心衰竭最主要的临床表现。根据病情的严重程度可依次表现为劳力性呼吸困难、夜间阵发性呼吸困难、端坐呼吸等；体格检查可发现心脏增大、舒张早期或中期奔马律、肺部湿啰音等。早期征兆可表现为部分原来心功能正常的病人出现原因不明的疲乏或运动耐力明显减低、心率增加 15～20 次 / 分以上。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-F1BBB5FFF9D8A6,静脉血栓症-呼吸困难-全书回捞证据-9965-F9D8A6,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. 房颤 常见，可为首次呼吸困难发作的诱因和病人体力活动明显受限的开始。常先有房性期前收缩，继而阵发性心房扑动和颤动，之后转为慢性房颤。房颤发作可使心排血量降低 20%～25%，诱发或加重心力衰竭。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-5CC97B933706DB,静脉血栓症-呼吸困难-全书回捞证据-9967-3706DB,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 急性肺水肿 突然出现的重度呼吸困难和发绀、不能平卧、咳粉红色泡沫状痰、双肺满布干湿啰音。如不及时救治，可能致死，是重度二尖瓣狭窄的严重并发症。多见于剧烈体育运动、情绪激动、感染、突发快速型心律失常、妊娠和分娩时。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-05B43665151911,静脉血栓症-呼吸困难-全书回捞证据-9971-151911,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 右心衰 为晚期常见的并发症。右心衰时，右心排血量明显减少，肺循环血量减少，左心房压下降，加之肺泡和肺毛细血管壁增厚，呼吸困难可有所减轻，发生急性肺水肿和大咯血的危险减少，但其代价是心排血量的降低。临床表现为右心衰的症状和体征。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-2029BA89CBD933,静脉血栓症-咯血-全书回捞证据-1555-CBD933,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. CAP 是指在医院外罹患的感染性肺实质（含肺泡壁，即广义上的肺间质）炎症，包括具有明确潜伏期的病原体感染在入院后于潜伏期内发病的肺炎。其临床诊断依据是：①社区发病。②肺炎相关临床表现：a. 新近出现的咳嗽、咳痰或原有呼吸道疾病症状加重并出现脓性痰，伴或不伴胸痛/ 呼吸困难/咯血；b. 发热；c. 肺实变体征和/或闻及湿啰音；d.WBC＞10×109/L 或＜4×109/L，伴或不伴中性粒细胞核左移。③胸部影像学检查显示片状、斑片状浸润性阴影或间质性改变，伴或不伴胸腔积液。符合①、③及②中任何 1 项，并除外肺
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-771F331742EFD8,静脉血栓症-咯血-全书回捞证据-1577-42EFD8,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（3）肺栓塞：多有静脉血栓的危险因素，如血栓性静脉炎、心肺疾病、创伤、手术和肿瘤等病史，呼吸困难较明显，可发生咯血、晕厥。X 线胸片示区域性肺血管纹理减少，有时可见尖端指向肺门的楔形阴影。动脉血气分析常见低氧血症及低碳酸血症。D- 二聚体、CT 肺动脉造影、放射性核素肺通气 / 灌注扫描和 MRI 等检查可帮助鉴别。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-8C99F007D840B1,静脉血栓症-咯血-全书回捞证据-27591-D840B1,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,5. 肺 肺的小动脉炎引起小动脉瘤或局部血管的栓塞，而出现咯血、胸痛、气短等症状。咯血量大者可致命。有肺栓塞者多预后不良。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-70AB25C148B671,静脉血栓症-咯血-全书回捞证据-3489-48B671,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 呼吸功能不全 心排血量降低导致混合静脉血氧饱和度下降。PTE 导致血管阻塞、栓塞部位肺血流减少，肺泡无效腔量增大；肺内血流重新分布，而未阻塞血管灌注增加，通气血流比例失调而致低氧血症。约 1/3 的病人因右心房压力增加而出现卵圆孔再开放，产生右向左分流，可能导致严重的低氧血症（同时增加矛盾性栓塞和猝死的风险）。远端小栓子可能造成局部的出血性肺不张，即肺梗死，并引起局部肺泡出血，可表现为咯血，并可伴发胸膜炎和胸腔积液，从而对气体交换产生影响。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-2BA98F493A2874,静脉血栓症-咯血-全书回捞证据-4347-3A2874,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. 急性肺栓塞 大面积肺栓塞可突发起病，呼吸困难、胸痛、烦躁不安、惊恐甚或濒死感，临床上酷似自发性气胸。但病人可有咯血、低热和晕厥，并常有下肢深静脉血栓、骨折、手术后、脑卒中、心房颤动等病史，或发生于长期卧床的老年病人。 CT 肺动脉造影检查可鉴别。
