original_code,name,entityType,mapped_code,mapping_status,node_upsert,server_match_count
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-946AC9156AF4F519,导致的持续性供氧不能满足耗氧所需，例如冠脉痉挛、自发性夹层或壁内血肿等，以及栓塞和微血管疾病,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-946AC9156AF4F519,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-2726A00CB800771E,引起的临床综合征，主要包括不稳定型心绞痛（UA）、非ST段抬高型心肌梗死（NSTEMI）和ST段抬高型心肌梗死（STEMI）,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-2726A00CB800771E,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITION-C187E809DAF6996F,不稳定型心绞痛和非ST段抬高型心肌梗死定义,Definition,CARD-SKELETON-FULL-20260709-DEFINITION-C187E809DAF6996F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-546D709631EA3CE0,是UA的一种特殊类型，其发病机制为冠脉痉挛,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-546D709631EA3CE0,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-6E5963D185B0AC9F,UA/NSTEMI病理机制主要为在不稳定粥样硬化斑块破裂、糜烂或侵蚀基础上血小板聚集、并发血栓形成、冠脉痉挛收缩、微血管栓塞,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-6E5963D185B0AC9F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-C1AA38A148EB8F02,导致急性或亚急性心肌供氧减少和缺血加重,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-C1AA38A148EB8F02,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-3ABB33F3C539CBFD,虽可因劳力负荷诱发,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-3ABB33F3C539CBFD,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-A1D8AA6E7B1C56F6,但中止后胸痛并不能立刻缓解,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-A1D8AA6E7B1C56F6,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-346CDEBD3A30A0A1,NSTEMI常因心肌严重的持续性缺血导致心肌坏死,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-346CDEBD3A30A0A1,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-FE37DC0F30828D68,病理上出现灶性或心内膜下心肌坏死,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-FE37DC0F30828D68,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-SYMPTOM-6E063E46C043FE83,胸部不适,Symptom,CARD-SKELETON-FULL-20260709-SYMPTOM-6E063E46C043FE83,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-EXAM-93C0CE477B5767D4,胸部X线,Exam,CARD-SKELETON-20260709-EXAM-93C0CE477B5767D4,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-40BD433C71F71D08,OCT,Exam,CARD-SKELETON-FULL-20260709-EXAM-40BD433C71F71D08,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-9FE38DDC64EEF8C5,可初步作出UA/NSTEMI诊断,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-9FE38DDC64EEF8C5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-1670D4ECAC9207BD,诊断未明确的症状不典型但病情稳定者,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-1670D4ECAC9207BD,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-B0985BD201E06779,在出院前可作负荷心电图或负荷超声心动图、心肌灌注显像、冠脉造影等检查,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-B0985BD201E06779,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-085666BCEC62CF9D,因此需要鉴别诊断,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-085666BCEC62CF9D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-6110D894329F4A08,与其他疾病的鉴别诊断参见“稳定型心绞痛”部分,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-6110D894329F4A08,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1547DF85C0CA50C9,因此需要鉴别诊断,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1547DF85C0CA50C9,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1D681671E4BCBE73,与其他疾病的鉴别诊断参见“稳定型心绞痛”部分,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-1D681671E4BCBE73,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-25D5574205249FB4,Braunwald根据心绞痛的特点和基础病因,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-25D5574205249FB4,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-8915F993A61B09FD,GRACE风险模型纳入了年龄、充血性心力衰竭史、心肌梗死史、静息时心率、收缩压、血肌酐、心电图ST段偏移、心肌损伤标志物升高以及是否行血运重建等参数,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-8915F993A61B09FD,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-84EBFA99E9DC47D7,GRACE评分＞140分为高危,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-84EBFA99E9DC47D7,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-F163C6547508ABCC,109～140分为中危,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-F163C6547508ABCC,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-7DFC9261A1796F40,≤108分为低危,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-7DFC9261A1796F40,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-11F8F205966D8060,表3-4-2不稳定型心绞痛严重程度分级（Braunwald分级）表3-4-3不稳定型心绞痛或非ST段抬高型心肌梗死的危险分层和治疗策略建议,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-11F8F205966D8060,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROCEDURE-65BFFD22FFAF8DCA,经皮冠状动脉介入治疗,Procedure,PROC-CARD-E9ADC25A25E3,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-PROCEDURE-A24EADA35881AF07,PCI,Procedure,CARD-SKELETON-FULL-20260709-PROCEDURE-A24EADA35881AF07,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITION-5FB32AD3630C4071,急性ST段抬高型心肌梗死定义,Definition,CARD-SKELETON-FULL-20260709-DEFINITION-5FB32AD3630C4071,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-8EB949070A4A3C4D,是指急性心肌缺血性坏死，大多是在冠脉病变的基础上，发生冠脉血供急剧减少或中断，使相应的心肌严重而持久地急性缺血所致,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-8EB949070A4A3C4D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-311FD855F1384B87,是农村还是城市，AMI发病率在不断增高，死亡率整体呈上升趋势,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-311FD855F1384B87,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-E0CE031422DC6765,指急性心肌缺血性坏死，大多是在冠脉病变的基础上，发生冠脉血供急剧减少或中断，使相应的心肌严重而持久地急性缺血所致,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-E0CE031422DC6765,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-5E55815B1C2D0724,导致冠脉血管持续、完全闭塞，少部分为冠脉开口堵塞，如主动脉夹层撕裂累及冠脉开口，或医源性的，如经导管主动脉瓣植入术导致的冠脉,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-5E55815B1C2D0724,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-94DD29C8FFEAC6CF,STEMI的基本病因是冠脉粥样硬化基础上一支或多支血管管腔急性闭塞,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-94DD29C8FFEAC6CF,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-0040EEF9BBBC7C4C,若持续时间达到20～30分钟以上,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-0040EEF9BBBC7C4C,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-EFFD64DC98AB557A,即可发生AMI（1型心肌梗死）,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-EFFD64DC98AB557A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-4023D2F72B8F322D,绝大多数STEMI是由于不稳定粥样斑块溃破,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-4023D2F72B8F322D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-5ED58A240BF427A3,继而出血和管腔内血栓形成而使管腔闭塞,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-5ED58A240BF427A3,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-81C7B884928D3B6E,促使斑块破裂出血及血栓形成的诱因有：1.晨起6时至12时交感神经活动增加,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-81C7B884928D3B6E,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-2ECDF0F2801C7C3B,机体应激反应性增强,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-2ECDF0F2801C7C3B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-EE1E17AB67B710A5,心肌收缩力、心率、血压增高,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-EE1E17AB67B710A5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-AF99D4460AC4516D,（一）冠脉病变绝大多数STEMI病人冠脉内可见在粥样斑块的基础上有血栓形成,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-AF99D4460AC4516D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-360FEF2686CCAE2E,但是由冠脉痉挛引起管腔闭塞者中,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-360FEF2686CCAE2E,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-E32B631F2C5455DD,个别可无严重粥样硬化病变,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-E32B631F2C5455DD,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-09F441CF1B87E676,梗死的发生与原来冠脉受粥样硬化病变累及的血管数及其所造成管腔狭窄程度之间未必呈平行关系,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-09F441CF1B87E676,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-779EDCFE828087C2,1.左前降支闭塞,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-779EDCFE828087C2,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-EE91AAB2FD2F747B,引起左心室前壁、心尖部、下侧壁、前间隔和二尖瓣前乳头肌梗死,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-EE91AAB2FD2F747B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-0ADC26A0179B0725,引起左心室膈面（右冠脉占优势时）、后间隔和右心室梗死,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-0ADC26A0179B0725,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-5FA7F8EE65DAC86A,并可累及窦房结和房室结,Pathophysiology,CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-5FA7F8EE65DAC86A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-COMPLICATION-71ABEA36E42F4EEF,心源性休克,Complication,COMP-CARD-2D4A7476D746,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-COMPLICATION-61206D16F31CAE33,肺水肿,Complication,CARD-SKELETON-20260709-COMPLICATION-61206D16F31CAE33,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-B787C9901075EAF5,尿量减少,Symptom,CARD-SKELETON-FULL-20260709-SYMPTOM-B787C9901075EAF5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-SIGN-C114FF21D39A69B6,颈静脉怒张,Sign,SIGN-CARD-37D71F7E64B1,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-0F5126FA51EECE6B,血压下降,Sign,SIGN-CARD-831BF3CD96B8,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-LABTEST-E0C046557359A3B3,肌红蛋白,LabTest,CARD-SKELETON-FULL-20260709-LABTEST-E0C046557359A3B3,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-97EB74ED3F150876,特征性的心电图改变以及实验室检查发现,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-97EB74ED3F150876,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-7CB5E5588674E083,诊断本病并不困难,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-7CB5E5588674E083,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-05901E49B24D352B,并短期内进行心电图、血清心肌坏死标志物测定等动态观察以确定诊断,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-05901E49B24D352B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-DED0C1F110816350,鉴别诊断需要考虑以下疾病,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-DED0C1F110816350,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-202EDCADD697C1D8,表3-4-5心绞痛和急性心肌梗死的鉴别诊断要点2.主动脉夹层胸痛一开始即达高峰,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-202EDCADD697C1D8,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-LABTEST-963F52815A5370A3,D-二聚体,LabTest,CARD-SKELETON-FULL-20260709-LABTEST-963F52815A5370A3,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-5C7037DA313AEC9D,鉴别诊断需要考虑以下疾病,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-5C7037DA313AEC9D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9D8353AD47546517,1.心绞痛鉴别要点见表3-4-5,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9D8353AD47546517,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-AF7B4DD3C47F86CE,表3-4-5心绞痛和急性心肌梗死的鉴别诊断要点2.主动脉夹层胸痛一开始即达高峰,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-AF7B4DD3C47F86CE,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROCEDURE-93A92CA9B91260CE,溶栓治疗,Procedure,PROC-CARD-DA0F467D4A30,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-PROGNOSIS-55A1A3A543DBFE9D,与梗死范围大小、侧支循环产生情况以及治疗是否及时等有关,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-55A1A3A543DBFE9D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-4573052A43E6370A,AMI相关的死亡一半发生于送到医院前,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-4573052A43E6370A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-3658F5F111EE1F5F,其中院外死亡中相当高的比例为猝死,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-3658F5F111EE1F5F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-07B0F01213200B22,因心脏监护室、现代药物治疗进展和再灌注治疗等综合措施的使用,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-07B0F01213200B22,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-2C7D1196A2A75EC0,AMI病人的住院死亡率已经由以往的30%降低到目前直接PCI中心的4%左右,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-2C7D1196A2A75EC0,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-E84D617C60D85FCB,死亡多发生在第一周内,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-E84D617C60D85FCB,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-A2A048DCDA0AC8E5,发生严重心律失常、休克或心衰者,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-A2A048DCDA0AC8E5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PROGNOSIS-27A9355C85B46659,在正常人群中预防动脉粥样硬化和冠心病属于一级预防,Prognosis,CARD-SKELETON-FULL-20260709-PROGNOSIS-27A9355C85B46659,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-27F1DAD84AE29761,与梗死范围大小、侧支循环产生情况以及治疗是否及时等有关,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-27F1DAD84AE29761,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-A6765CEDC95C846E,AMI相关的死亡一半发生于送到医院前,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-A6765CEDC95C846E,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-EB6C7A0DB7B2BC50,其中院外死亡中相当高的比例为猝死,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-EB6C7A0DB7B2BC50,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-DC645340565C157D,因心脏监护室、现代药物治疗进展和再灌注治疗等综合措施的使用,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-DC645340565C157D,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-BFD755029398D75F,AMI病人的住院死亡率已经由以往的30%降低到目前直接PCI中心的4%左右,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-BFD755029398D75F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-3C9D4A95EA59DB45,死亡多发生在第一周内,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-3C9D4A95EA59DB45,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-DD44FCB1CF077DDE,发生严重心律失常、休克或心衰者,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-DD44FCB1CF077DDE,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-FOLLOWUP-EEDEDC4E450DAAFB,在正常人群中预防动脉粥样硬化和冠心病属于一级预防,FollowUp,CARD-SKELETON-FULL-20260709-FOLLOWUP-EEDEDC4E450DAAFB,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-39DED7A9229ABD49,与梗死范围大小、侧支循环产生情况以及治疗是否及时等有关,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-39DED7A9229ABD49,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-0B133CA60E30871F,AMI相关的死亡一半发生于送到医院前,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-0B133CA60E30871F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-441A368EEE207483,其中院外死亡中相当高的比例为猝死,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-441A368EEE207483,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-C0D679F5DC4D62C9,因心脏监护室、现代药物治疗进展和再灌注治疗等综合措施的使用,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-C0D679F5DC4D62C9,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-E2A75100BEC713E0,AMI病人的住院死亡率已经由以往的30%降低到目前直接PCI中心的4%左右,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-E2A75100BEC713E0,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-CB56E98BF72AB749,死亡多发生在第一周内,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-CB56E98BF72AB749,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-9C696610F67F6F68,发生严重心律失常、休克或心衰者,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-9C696610F67F6F68,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-PREVENTION-089948C388A00C52,在正常人群中预防动脉粥样硬化和冠心病属于一级预防,Prevention,CARD-SKELETON-FULL-20260709-PREVENTION-089948C388A00C52,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITION-1C5ABD05336DA776,冠状动脉痉挛定义,Definition,CARD-SKELETON-FULL-20260709-DEFINITION-1C5ABD05336DA776,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-1B789C37971B8272,是一种特殊类型的冠脉疾病,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-1B789C37971B8272,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-2258E59D324FE9A7,是冠脉痉挛的重要诱发因素,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-2258E59D324FE9A7,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-FDE8AE4811714828,是治疗冠脉痉挛的主要手段，考虑微血管痉挛者，可使用尼可地尔,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-FDE8AE4811714828,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-D24E172CB61DBFB1,导致血管闭塞，则临床表现为静息性心绞痛伴心电图一过性ST段抬高,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-D24E172CB61DBFB1,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-2292B77B8E211765,导致其近端的收缩期前向血流逆转，损伤该处血管内膜，所以该处容易形成动脉粥样硬化斑块,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-2292B77B8E211765,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-26212674B1BCF29A,导致心肌缺血，大部分表现为稳定型心绞痛，也有呈现不稳定型，为MINOCA原因之一,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-26212674B1BCF29A,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-DDB838BAA39A0D9A,导致各种检查措施的过度应用、药品的消耗以及生活质量的下降，日常工作受影响,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-DDB838BAA39A0D9A,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITION-A8C481223FF721ED,原发性高血压定义,Definition,CARD-SKELETON-FULL-20260709-DEFINITION-A8C481223FF721ED,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-5FF35C82AD42E6AE,是以体循环动脉压升高为主要临床表现的心血管综合征，可分为原发性高血压（essentialhypertension）和继发性高血压（secondaryhyperte,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-5FF35C82AD42E6AE,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-2D7F7C07530414FC,是心脑血管疾病最重要的危险因素之一，常与其他心血管危险因素共存，可损伤重要脏器，如心、脑、肾的结构和功能，最终导致这些器官的功能衰竭,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-2D7F7C07530414FC,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-9D9F89323811FABA,是根据临床及流行病学资料界定的,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-9D9F89323811FABA,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-9A432C2D2154421B,导致这些器官的功能衰竭,DefinitionComponent,CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-9A432C2D2154421B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-D1714C3F40635B89,原发性高血压是遗传和环境因素交互作用的结果,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-D1714C3F40635B89,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-BF589082BC46EC2C,并非一种同质性疾病,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-BF589082BC46EC2C,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-5B07FBFA033B48A2,不同个体间病因和发病机制不尽相同,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-5B07FBFA033B48A2,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-639C8066D36D83F5,不同阶段始动、维持和加速机制不同,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-639C8066D36D83F5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-FD181E121A98684A,各种发病机制间也存在交互作用,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-FD181E121A98684A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-ETIOLOGY-95FD58226420164D,高血压是多因素、多环节、多阶段、多机制和个体差异性较大的疾病,Etiology,CARD-SKELETON-FULL-20260709-ETIOLOGY-95FD58226420164D,local_new_candidate,True,0
