issue_scope,source_artifact_scope,target_artifact_scope,source_disease_name,target_subject_name,mapping_status,mapping_type,entityType,slot,entity_name,entity_code,relationType,line_number,target_docx_start_para,target_docx_end_para,line_in_target_docx_range,evidence_quality,evidence_reason,merge_decision,evidence_code,evidence_text_preview,machine_precheck_decision,machine_precheck_reason,risk_flags,risk_flag_count,disease_mentioned_in_evidence,entity_mentioned_in_evidence,negative_context_hits,non_target_context_hits,generic_entity
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心肌炎,心肌炎,可自动采用,exact,LabTest,exam_lab,肾功能,LAB-CARD-TEXT-07B39C98F1,requires_lab_test,6949,5960,6066,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-5B6B3BE3A060D6,伊伐布雷定（ivabradine） 异丙肾上腺素（isoproterenol） 地高辛 （digoxin） 治疗不适当窦性心动过速或 HFrEF（NYHA Ⅱ~ Ⅳ级），在服用β受体拮抗剂最大耐受剂量后，心率仍≥75 次/分的病人 用于高度或三度 AVB，尤其伴阿斯综合征发作时（除外室速或室颤引起）；用 于 LQTS（特 别 是2 型和 3 型）可提高心率并,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；否定/禁忌/上下文限定语,4,no,no,除外,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,缩窄性心包炎,缩窄性心包炎,可自动采用,exact,LabTest,exam_lab,肾功能,LAB-CARD-TEXT-07B39C98F1,requires_lab_test,6949,6751,6836,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-DE853DE5344990,伊伐布雷定（ivabradine） 异丙肾上腺素（isoproterenol） 地高辛 （digoxin） 治疗不适当窦性心动过速或 HFrEF（NYHA Ⅱ~ Ⅳ级），在服用β受体拮抗剂最大耐受剂量后，心率仍≥75 次/分的病人 用于高度或三度 AVB，尤其伴阿斯综合征发作时（除外室速或室颤引起）；用 于 LQTS（特 别 是2 型和 3 型）可提高心率并,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；否定/禁忌/上下文限定语,4,no,no,除外,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Prognosis,follow_up_prognosis,预后不良,PROG-CARD-FULLBOOK-4D8D4328C6,has_prognosis,8151,5197,5398,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-D35C2E8896DA59,在戒烟、戒酒的基础上，钙通道阻滞剂和硝酸酯类药物是治疗冠脉痉挛的主要手段，考虑微血管痉挛者，可使用尼可地尔。β受体拮抗剂可能会加重或诱发痉挛，不能单独用于变异型心绞痛病人，但伴有固定性狭窄的病人并非禁忌。冠脉痉挛一般预后良好，5 年生存率可高达 89%～97%，但多支血管或左主干痉挛病人预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语,4,no,yes,禁忌,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Prognosis,follow_up_prognosis,预后良好,PROG-CARD-TEXT-0D897487D0,has_prognosis,8151,5197,5398,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-B4D886C97B4D0A,在戒烟、戒酒的基础上，钙通道阻滞剂和硝酸酯类药物是治疗冠脉痉挛的主要手段，考虑微血管痉挛者，可使用尼可地尔。β受体拮抗剂可能会加重或诱发痉挛，不能单独用于变异型心绞痛病人，但伴有固定性狭窄的病人并非禁忌。冠脉痉挛一般预后良好，5 年生存率可高达 89%～97%，但多支血管或左主干痉挛病人预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语,4,no,yes,禁忌,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Prognosis,follow_up_prognosis,预后不良,PROG-CARD-FULLBOOK-4D8D4328C6,has_prognosis,8151,5127,5196,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-04D00711F945FE,在戒烟、戒酒的基础上，钙通道阻滞剂和硝酸酯类药物是治疗冠脉痉挛的主要手段，考虑微血管痉挛者，可使用尼可地尔。β受体拮抗剂可能会加重或诱发痉挛，不能单独用于变异型心绞痛病人，但伴有固定性狭窄的病人并非禁忌。冠脉痉挛一般预后良好，5 年生存率可高达 89%～97%，但多支血管或左主干痉挛病人预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语,4,no,yes,禁忌,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Prognosis,follow_up_prognosis,预后良好,PROG-CARD-TEXT-0D897487D0,has_prognosis,8151,5127,5196,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-711234C72071F3,在戒烟、戒酒的基础上，钙通道阻滞剂和硝酸酯类药物是治疗冠脉痉挛的主要手段，考虑微血管痉挛者，可使用尼可地尔。β受体拮抗剂可能会加重或诱发痉挛，不能单独用于变异型心绞痛病人，但伴有固定性狭窄的病人并非禁忌。冠脉痉挛一般预后良好，5 年生存率可高达 89%～97%，但多支血管或左主干痉挛病人预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语,4,no,yes,禁忌,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,急性心包炎,急性心包炎,可自动采用,exact,Prognosis,follow_up_prognosis,预后不良,PROG-CARD-FULLBOOK-4D8D4328C6,has_prognosis,10263,6690,6725,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-797411F7C0E26A,【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；疑似非目标章节上下文,2,yes,yes,,肿瘤,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,急性心包炎,急性心包炎,可自动采用,exact,Prognosis,follow_up_prognosis,预后良好,PROG-CARD-TEXT-0D897487D0,has_prognosis,10263,6690,6725,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-8A17810C819127,【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；疑似非目标章节上下文,2,yes,yes,,肿瘤,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,RiskFactor,risk_factor,手术,RF-CARD-FULLBOOK-E79089C924,has_risk_factor,8061,5197,5398,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-74315059CA47BE,（2）禁忌证：①既往发生过出血性脑卒中，6 个月内发生过缺血性脑卒中或脑血管事件；②中枢神经系统受损、颅内肿瘤或畸形；③近期（2～4 周）有活动性内脏出血；④未排除主动脉夹层；⑤入院时严重且未控制的高血压（ ＞180/110mmHg）或慢性严重高血压病史；⑥目前正在使用治疗剂量的抗凝药或已知有出血倾向；⑦近期（2～4 周）创伤史，包括头部外伤、创伤性心肺复苏,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,7,no,no,禁忌；排除,肿瘤；脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,RiskFactor,risk_factor,创伤,RF-CARD-FULLBOOK-CCD18035D8,has_risk_factor,8061,5197,5398,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-E1F8277566D0D9,（2）禁忌证：①既往发生过出血性脑卒中，6 个月内发生过缺血性脑卒中或脑血管事件；②中枢神经系统受损、颅内肿瘤或畸形；③近期（2～4 周）有活动性内脏出血；④未排除主动脉夹层；⑤入院时严重且未控制的高血压（ ＞180/110mmHg）或慢性严重高血压病史；⑥目前正在使用治疗剂量的抗凝药或已知有出血倾向；⑦近期（2～4 周）创伤史，包括头部外伤、创伤性心肺复苏,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,yes,禁忌；排除,肿瘤；脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,RiskFactor,risk_factor,肿瘤,RF-CARD-FULLBOOK-C643050E31,has_risk_factor,8061,5197,5398,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-01909835767F49,（2）禁忌证：①既往发生过出血性脑卒中，6 个月内发生过缺血性脑卒中或脑血管事件；②中枢神经系统受损、颅内肿瘤或畸形；③近期（2～4 周）有活动性内脏出血；④未排除主动脉夹层；⑤入院时严重且未控制的高血压（ ＞180/110mmHg）或慢性严重高血压病史；⑥目前正在使用治疗剂量的抗凝药或已知有出血倾向；⑦近期（2～4 周）创伤史，包括头部外伤、创伤性心肺复苏,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,yes,禁忌；排除,肿瘤；脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,RiskFactor,risk_factor,感染,RF-CARD-TEXT-C77DFF9EAC,has_risk_factor,5283,4943,4955,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-B8266C8137B69D,【二手烟暴露对健康的危害】 二手烟中含有大量有害物质及致癌物，不吸烟者暴露于二手烟同样会增加多种吸烟相关疾病的发病风险。有充分的证据说明二手烟暴露可以导致肺癌、烟味反感、鼻部刺激症状和冠心病。此外，有证据提示二手烟暴露还可以导致乳腺癌、鼻窦癌、成人呼吸道症状、肺功能下降、支气管哮喘、慢阻肺病、脑卒中和动脉粥样硬化。二手烟暴露对孕妇及儿童健康造成的危害尤为严重,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,no,,脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉夹层,主动脉夹层,可自动采用,exact,RiskFactor,risk_factor,感染,RF-CARD-TEXT-C77DFF9EAC,has_risk_factor,461,7157,7216,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-9FC5D0F880DC1F,5. 胸痛 肺实质内不存在痛觉感受器，故胸痛一般源于各种肺部疾病累及胸膜及咳嗽引起的肌肉疼痛等。胸膜性胸痛一般为单侧、吸气末明显，定位相对清晰，可继发于气胸、肺炎、肿瘤、肺栓塞等。严重肺动脉高压可导致心肌缺血，出现与呼吸无关的心前区钝痛。非呼吸系统疾病引起的胸痛中，最重要的是心绞痛和心肌梗死，其特点是胸骨后或左前胸部位的压榨性胸痛，可放射至左肩。此外，还应注,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；疑似非目标章节上下文；实体过泛需疾病上下文,5,no,no,,肿瘤,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉夹层,主动脉夹层,可自动采用,exact,RiskFactor,risk_factor,手术,RF-CARD-FULLBOOK-E79089C924,has_risk_factor,8061,7157,7216,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-2FCB5437F528B0,（2）禁忌证：①既往发生过出血性脑卒中，6 个月内发生过缺血性脑卒中或脑血管事件；②中枢神经系统受损、颅内肿瘤或畸形；③近期（2～4 周）有活动性内脏出血；④未排除主动脉夹层；⑤入院时严重且未控制的高血压（ ＞180/110mmHg）或慢性严重高血压病史；⑥目前正在使用治疗剂量的抗凝药或已知有出血倾向；⑦近期（2～4 周）创伤史，包括头部外伤、创伤性心肺复苏,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺实体名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,5,yes,no,禁忌；排除,肿瘤；脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,RiskFactor,risk_factor,肥胖,RF-CARD-DEF5786467E6,has_risk_factor,8619,3905,3909,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-A29E5704E65A55,应控制在＜180/110mmHg。急性脑出血的降压治疗：收缩压＞220mmHg 时，应积极使用静脉降压药物降低血压。病人收缩压＞180mmHg 时，可使用静脉降压药物控制血压，160/90mmHg 可作为参考的降压目标值。对于稳定期病人，降压治疗目的是减少脑卒中再发。对老年病人、双侧或颅内动脉严重狭窄者及严重直立性低血压病人，应该慎重进行降压治疗，降压过程应,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；疑似非目标章节上下文；实体过泛需疾病上下文,5,no,no,,脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉夹层,主动脉夹层,可自动采用,exact,RiskFactor,risk_factor,创伤,RF-CARD-FULLBOOK-CCD18035D8,has_risk_factor,8061,7157,7216,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-E7B3C9DE7B596C,（2）禁忌证：①既往发生过出血性脑卒中，6 个月内发生过缺血性脑卒中或脑血管事件；②中枢神经系统受损、颅内肿瘤或畸形；③近期（2～4 周）有活动性内脏出血；④未排除主动脉夹层；⑤入院时严重且未控制的高血压（ ＞180/110mmHg）或慢性严重高血压病史；⑥目前正在使用治疗剂量的抗凝药或已知有出血倾向；⑦近期（2～4 周）创伤史，包括头部外伤、创伤性心肺复苏,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,4,yes,yes,禁忌；排除,肿瘤；脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,二尖瓣反流,二尖瓣反流,可自动采用,exact,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,10113,6567,6621,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-5D04F2262E9A15,2. 药物治疗 药物治疗对原发性 MR 的作用有限，因为不能治疗原发性病变。不使用血管扩张剂治疗慢性原发性 MR、左室收缩功能正常的无症状血压正常病人。慢性原发性 MR 合并高血压的病人可予标准降压治疗。有症状的慢性原发性 MR 且 LVEF＜60% 的病人，在等待进行瓣膜手术或不适合瓣膜手术时，可按射血分数降低型心力衰竭的标准指南给予药物治疗。对于继发性,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；否定/禁忌/上下文限定语；实体过泛需疾病上下文,6,no,no,不使用；不适合；等待进行；不能治疗,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,11207,4943,4955,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-C4CA3E85644529,（一）静脉血栓栓塞症 肿瘤相关静脉血栓栓塞症（VTE）包括深静脉血栓形成、肺栓塞和中心静脉导管相关血栓形成。肿瘤病人 VTE 的发生率可高达 20%，同时也是肿瘤病人外科手术后最常见的死因之一。其发生与肿瘤类型、部分肿瘤治疗药物及病人本身的血栓危险因素如高龄、卧床、肥胖、感染等相关。VTE 发生率较高的肿瘤包括：脑肿瘤、胰腺癌、胃癌、肺癌、肾癌、淋巴瘤及骨髓,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,no,,肿瘤,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,6449,3905,3909,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-09A4AF6B782794,经皮左心耳封堵治疗是预防卒中或体循环栓塞事件的策略之一。对于不适合长期抗凝治疗或长期规范抗凝治疗基础上仍发生脑卒中或栓塞事件、HAS-BLED 评分≥3 分的病人，可考虑左心耳封堵术。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,yes,不适合,脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心房颤动,心房颤动,可自动采用,exact,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,6449,4409,4452,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-3A087D105B3D03,经皮左心耳封堵治疗是预防卒中或体循环栓塞事件的策略之一。对于不适合长期抗凝治疗或长期规范抗凝治疗基础上仍发生脑卒中或栓塞事件、HAS-BLED 评分≥3 分的病人，可考虑左心耳封堵术。,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；否定/禁忌/上下文限定语；疑似非目标章节上下文；实体过泛需疾病上下文,6,no,yes,不适合,脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,Medication,treatment,醛固酮受体拮抗剂,MED-CARD-TEXT-4E1713BBBA,treated_by_medication,8619,3905,3909,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-4479598FDCD712,应控制在＜180/110mmHg。急性脑出血的降压治疗：收缩压＞220mmHg 时，应积极使用静脉降压药物降低血压。病人收缩压＞180mmHg 时，可使用静脉降压药物控制血压，160/90mmHg 可作为参考的降压目标值。对于稳定期病人，降压治疗目的是减少脑卒中再发。对老年病人、双侧或颅内动脉严重狭窄者及严重直立性低血压病人，应该慎重进行降压治疗，降压过程应,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；疑似非目标章节上下文,4,no,no,,脑卒中,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,TreatmentPlan,treatment,降压治疗,PLAN-CARD-TEXT-BDE62A3BE0,has_treatment_plan,8619,3905,3909,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-7A3CFC10C8132D,应控制在＜180/110mmHg。急性脑出血的降压治疗：收缩压＞220mmHg 时，应积极使用静脉降压药物降低血压。病人收缩压＞180mmHg 时，可使用静脉降压药物控制血压，160/90mmHg 可作为参考的降压目标值。对于稳定期病人，降压治疗目的是减少脑卒中再发。对老年病人、双侧或颅内动脉严重狭窄者及严重直立性低血压病人，应该慎重进行降压治疗，降压过程应,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；疑似非目标章节上下文；实体过泛需疾病上下文,4,no,yes,,脑卒中,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心肌炎,心肌炎,可自动采用,exact,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,10001,5960,6066,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-E61D185091A8E0,1. 人工瓣膜置换术 对严重的二尖瓣狭窄不适合行球囊扩张术的病人，可以进行二尖瓣置换术。适应证：①重度 MS 合并严重症状（NYHA Ⅲ~Ⅳ级）的病人，非外科手术高风险，不适合或既往PBMV 失败；②中度 MS 病人，合并其他需要手术的心脏疾病；③严重 MS 病人，虽然接受充分的抗凝治疗，但仍出现复发性血栓事件。手术应在有症状而无肺动脉高压时考虑。严重肺动脉,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；证据片段缺疾病名；否定/禁忌/上下文限定语；实体过泛需疾病上下文,4,no,yes,不适合,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,二尖瓣狭窄,二尖瓣狭窄,可自动采用,exact,TreatmentPlan,treatment,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,10001,6512,6566,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-4BE0BC6648A9E5,1. 人工瓣膜置换术 对严重的二尖瓣狭窄不适合行球囊扩张术的病人，可以进行二尖瓣置换术。适应证：①重度 MS 合并严重症状（NYHA Ⅲ~Ⅳ级）的病人，非外科手术高风险，不适合或既往PBMV 失败；②中度 MS 病人，合并其他需要手术的心脏疾病；③严重 MS 病人，虽然接受充分的抗凝治疗，但仍出现复发性血栓事件。手术应在有症状而无肺动脉高压时考虑。严重肺动脉,不建议复用,证据片段疑似来自禁忌、排除、非目标章节或上下文限定，不适合复用为疾病事实,章节坐标未对齐；否定/禁忌/上下文限定语；实体过泛需疾病上下文,3,yes,yes,不适合,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,RiskStratification,classification_risk,危险分层,RS-CARD-FULLBOOK-F4E7F07EC9,has_risk_stratification,6161,4943,4955,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-AC9FAF0C9037FE,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或过缓以及心律不齐。③测定 P-R 间期和 Q-T 间期，判断有无延长或缩短。④比较 P-P间期和 R-R 间期，寻找心房律和心室律的关系；并根据各导联波形特征及,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,室性心动过速,室性心动过速,可自动采用,exact,RiskStratification,classification_risk,危险分层,RS-CARD-FULLBOOK-F4E7F07EC9,has_risk_stratification,6161,4572,4614,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-EFE4A32D4C8C38,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或过缓以及心律不齐。③测定 P-R 间期和 Q-T 间期，判断有无延长或缩短。④比较 P-P间期和 R-R 间期，寻找心房律和心室律的关系；并根据各导联波形特征及,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
