batch_id,disease_code,disease_name,scenario_type,relation_type,target_type,pending_item_count,sample_targets,missing_field_summary,review_focus,clinical_use_decision,expert_comment
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,药物治疗,treated_by_medication,Medication,1,利尿剂,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；药物别名×1；药物禁忌×1；药物剂量×1；药物相互作用×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,随访管理,has_follow_up,FollowUp,1,ACM谱系定期随访和猝死风险复评,临床确认×1；临床规则/路径×1；证据链×1,重点确认：临床确认、临床规则/路径、证据链,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,手术/操作治疗,treated_by_procedure,Procedure,2,心脏移植；埋藏式心脏复律除颤器,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,治疗方案,has_treatment_plan,TreatmentPlan,2,致心律失常性心肌病治疗方案；抗凝治疗,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,药物治疗,includes_medication,Medication,1,抗凝药物,适用人群×1；临床确认×1；证据链×1；排除/禁忌×1；药物禁忌×1；药物剂量×1；药物相互作用×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,药物治疗,treated_by_medication,Medication,2,胺碘酮；利尿剂,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2；药物别名×2；药物禁忌×2；药物剂量×2；药物相互作用×2；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,随访管理,has_follow_up,FollowUp,1,致心律失常性心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,手术/操作治疗,treated_by_procedure,Procedure,1,埋藏式心脏复律除颤器,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,1,致心律失常性左心室心肌病治疗方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,随访管理,has_follow_up,FollowUp,1,致心律失常性左心室心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,手术/操作治疗,treated_by_procedure,Procedure,2,心脏移植；埋藏式心脏复律除颤器,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2；推荐等级/证据等级×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,治疗方案,has_treatment_plan,TreatmentPlan,1,淀粉样变心肌病治疗方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,随访管理,has_follow_up,FollowUp,1,淀粉样变心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,手术/操作治疗,treated_by_procedure,Procedure,4,埋藏式心脏复律除颤器；射频消融术；植入式心律转复除颤器；心脏移植,适用人群×4；临床确认×4；临床规则/路径×4；排除/禁忌×4；推荐等级/证据等级×4,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,1,致心律失常性右心室心肌病治疗方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,随访管理,has_follow_up,FollowUp,1,致心律失常性右心室心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ATRIAL,心房心肌病,治疗方案,has_treatment_plan,TreatmentPlan,1,房性心律失常与卒中风险管理,临床确认×1；临床规则/路径×1；证据链×1；推荐等级/证据等级×1,重点确认：临床确认、临床规则/路径、证据链、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ATRIAL,心房心肌病,随访管理,has_follow_up,FollowUp,1,心房心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,手术/操作治疗,treated_by_procedure,Procedure,4,心脏移植；埋藏式心脏复律除颤器；植入式心律转复除颤器；心脏再同步治疗,适用人群×4；临床确认×4；临床规则/路径×4；排除/禁忌×4；推荐等级/证据等级×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,4,抗凝治疗；扩张型心肌病治疗方案；控制心室率；降压治疗,适用人群×4；临床确认×4；临床规则/路径×4；排除/禁忌×4；推荐等级/证据等级×4,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,药物治疗,includes_medication,Medication,10,抗凝药物；β受体阻滞剂；β受体拮抗剂；钙通道阻滞剂；洋地黄类药物；血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体阻滞剂；血管紧张素Ⅱ受体拮抗剂；利尿剂,适用人群×10；临床确认×10；证据链×10；排除/禁忌×10；药物别名×1；药物禁忌×10；药物剂量×10；药物相互作用×10；推荐等级/证据等级×10,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,药物治疗,treated_by_medication,Medication,7,β受体拮抗剂；利尿剂；血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体拮抗剂；醛固酮受体拮抗剂；洋地黄类药物；抗凝药物,适用人群×7；临床确认×7；临床规则/路径×7；排除/禁忌×7；药物别名×1；药物禁忌×7；药物剂量×7；药物相互作用×7；推荐等级/证据等级×6,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,随访管理,has_follow_up,FollowUp,1,扩张型心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,治疗方案,has_treatment_plan,TreatmentPlan,1,法布雷病心肌病治疗方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,药物治疗,includes_medication,Medication,2,阿加糖酶α；阿加糖酶β,适用人群×2；临床确认×2；证据链×2；排除/禁忌×2；药物别名×2；药物禁忌×2；药物剂量×2；药物相互作用×2；推荐等级/证据等级×2,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,随访管理,has_follow_up,FollowUp,1,法布雷病心肌病长期心脏随访,临床确认×1；临床规则/路径×1；证据链×1；推荐等级/证据等级×1,重点确认：临床确认、临床规则/路径、证据链、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,手术/操作治疗,treated_by_procedure,Procedure,6,心脏移植；埋藏式心脏复律除颤器；室间隔切除术；植入式心律转复除颤器；心脏再同步治疗；经皮冠状动脉介入治疗,适用人群×6；临床确认×6；临床规则/路径×6；排除/禁忌×6；推荐等级/证据等级×6,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,2,抗凝治疗；肥厚型心肌病治疗方案,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2；推荐等级/证据等级×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,药物治疗,includes_medication,Medication,1,抗凝药物,适用人群×1；临床确认×1；证据链×1；排除/禁忌×1；药物禁忌×1；药物剂量×1；药物相互作用×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,药物治疗,treated_by_medication,Medication,3,β受体拮抗剂；利尿剂；钙通道阻滞剂,适用人群×3；临床确认×3；临床规则/路径×3；排除/禁忌×3；药物别名×1；药物禁忌×3；药物剂量×3；药物相互作用×3；推荐等级/证据等级×3,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,随访管理,has_follow_up,FollowUp,1,肥厚型心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,2,非扩张型左心室心肌病治疗方案；控制心室率,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2；推荐等级/证据等级×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,药物治疗,includes_medication,Medication,7,β受体阻滞剂；β受体拮抗剂；钙通道阻滞剂；洋地黄类药物；血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体阻滞剂,适用人群×7；临床确认×7；证据链×7；排除/禁忌×7；药物禁忌×7；药物剂量×7；药物相互作用×7；推荐等级/证据等级×7,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,随访管理,has_follow_up,FollowUp,1,NDLVCM长期表型和猝死风险随访,临床确认×1；临床规则/路径×1；证据链×1；推荐等级/证据等级×1,重点确认：临床确认、临床规则/路径、证据链、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,手术/操作治疗,treated_by_procedure,Procedure,2,心脏移植；埋藏式心脏复律除颤器,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,2,限制型心肌病治疗方案；抗凝治疗,适用人群×2；临床确认×2；临床规则/路径×2；排除/禁忌×2；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,药物治疗,includes_medication,Medication,1,抗凝药物,适用人群×1；临床确认×1；证据链×1；排除/禁忌×1；药物禁忌×1；药物剂量×1；药物相互作用×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、证据链、排除/禁忌、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,药物治疗,treated_by_medication,Medication,3,利尿剂；洋地黄类药物；钙通道阻滞剂,适用人群×3；临床确认×3；临床规则/路径×3；排除/禁忌×3；药物别名×1；药物禁忌×3；药物剂量×3；药物相互作用×3；推荐等级/证据等级×2,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、药物别名、药物禁忌、药物剂量、药物相互作用、推荐等级/证据等级,,
BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,随访管理,has_follow_up,FollowUp,1,限制型心肌病随访方案,适用人群×1；临床确认×1；临床规则/路径×1；排除/禁忌×1；推荐等级/证据等级×1,重点确认：适用人群、临床确认、临床规则/路径、排除/禁忌、推荐等级/证据等级,,
