generated_at,priority_scope_note,category,disease_code,disease_name,match_status,match_type,match_score,hit_text,source_section_path,docx_paragraph_start,docx_paragraph_end,pdf_page_start,pdf_page_end,skeleton_slot,knowledge_layer,definition_candidate,description_candidate,available_slots_in_source
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,ready_for_review,overview_mention,82,三度房室传导阻滞,心律失常 > 心脏传导阻滞 > 房室传导阻滞,4650,4689,222,222,overview,textbook_core,三度房室传导阻滞又称完全性房室传导阻滞，此时全部冲动不能被传导至心室，心房和心室的节律由各自独立的起搏点控制。,房室传导阻滞（atrioventricular block）是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室。房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位。房室传导阻滞根据严重程度分为三度：一度房室传导阻滞的传导时间延长，但全部冲动仍能传导至心室。二度房室传导阻滞又分为Ⅰ型（文氏阻滞）和Ⅱ型，Ⅰ型阻滞表现为传导时间进行性延长，直至一次冲动不能传导至心室；Ⅱ型阻滞表现为间歇出现的传导阻滞；两个及以上连续的冲动不能下传至心室，常称为高度房室传导阻滞。三度房室传导阻滞又称完全性房室传导阻滞，此时全部冲动不能被传导至心室，心房和心室的节律由各自独立的起搏点控制。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,ready_for_review,overview_mention,82,二度房室传导阻滞,心律失常 > 心脏传导阻滞 > 房室传导阻滞,4650,4689,245,245,overview,textbook_core,二度房室传导阻滞又分为Ⅰ型（文氏阻滞）和Ⅱ型，Ⅰ型阻滞表现为传导时间进行性延长，直至一次冲动不能传导至心室；,房室传导阻滞（atrioventricular block）是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室。房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位。房室传导阻滞根据严重程度分为三度：一度房室传导阻滞的传导时间延长，但全部冲动仍能传导至心室。二度房室传导阻滞又分为Ⅰ型（文氏阻滞）和Ⅱ型，Ⅰ型阻滞表现为传导时间进行性延长，直至一次冲动不能传导至心室；Ⅱ型阻滞表现为间歇出现的传导阻滞；两个及以上连续的冲动不能下传至心室，常称为高度房室传导阻滞。三度房室传导阻滞又称完全性房室传导阻滞，此时全部冲动不能被传导至心室，心房和心室的节律由各自独立的起搏点控制。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,needs_manual_anchor_review,body_mention,62,CPVT,心律失常 > 室性心律失常 > 心室扑动与心室颤动,4615,4641,244,244,overview,textbook_core,3. 儿茶酚胺敏感性室性心动过速（catecholaminergic polymorphic ventricular tachycardia，CPVT）是一种罕见的遗传性室速，病人常无明显的结构性心脏病。,3. 儿茶酚胺敏感性室性心动过速（catecholaminergic polymorphic ventricular tachycardia，CPVT）是一种罕见的遗传性室速，病人常无明显的结构性心脏病。,clinical_manifestation|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SVT,室上性心动过速,ready_for_review,overview_mention,82,室上性心动过速,心律失常 > 房室交界性心律失常 > 房室交界区相关的折返性心动过速,4476,4547,224,224,overview,textbook_core,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。其共同的发生机制是折返，前者的折返环路位于房室结内；后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。 房室结折返性心动过速,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-VA,室性心律失常,needs_manual_anchor_review,exact_title,100,室性心律失常,心律失常 > 室性心律失常,4548,4549,224,224,overview,textbook_core,第五节 | 室性心律失常,第五节 | 室性心律失常,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-PVC,室性期前收缩,ready_for_import_after_sampling,exact_title,100,室性期前收缩,心律失常 > 室性心律失常 > 室性期前收缩,4550,4571,224,224,overview,textbook_core,室性期前收缩（premature ventricular beat）也称室性早搏，简称室早，是一种最常见的心律失常，指希氏束以下部位心室兴奋灶提前除极而产生的过早搏动。,室性期前收缩（premature ventricular beat）也称室性早搏，简称室早，是一种最常见的心律失常，指希氏束以下部位心室兴奋灶提前除极而产生的过早搏动。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,needs_manual_anchor_review,body_mention,62,尖端扭转型室性心动过速,心律失常 > 室性心律失常 > 室性心动过速,4572,4614,242,242,overview,textbook_core,【特殊类型的室性心动过速】 1. 尖端扭转型室性心动过速（torsades de pointes，TdP） 是多形性室速的一个特殊类型，因发作时 QRS 波群的振幅与波峰呈周期性改变，宛如围绕等电位线连续扭转得名，频率 200～250 次 / 分。,【特殊类型的室性心动过速】 1. 尖端扭转型室性心动过速（torsades de pointes，TdP） 是多形性室速的一个特殊类型，因发作时 QRS 波群的振幅与波峰呈周期性改变，宛如围绕等电位线连续扭转得名，频率 200～250 次 / 分。,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查|特殊类型的室性心动过速
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-VF,心室扑动与心室颤动,ready_for_import_after_sampling,exact_title,100,心室扑动与心室颤动,心律失常 > 室性心律失常 > 心室扑动与心室颤动,4615,4641,221,221,overview,textbook_core,心室扑动（ventricular flutter，VF）与心室颤动（ventricular fibrillation，VF）简称室扑和室颤，为致死性心律失常。,心室扑动（ventricular flutter，VF）与心室颤动（ventricular fibrillation，VF）简称室扑和室颤，为致死性心律失常。最常见于冠心病和各种疾病的终末期。此外，抗心律失常药物，特别是引起 QT 间期延长与尖端扭转型室速的药物，以及严重缺氧缺血、预激综合征合并房颤时极快的心室率、电击伤等亦可引起。,clinical_manifestation|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AFL,心房扑动,ready_for_import_after_sampling,exact_title,100,心房扑动,心律失常 > 房性心律失常 > 心房扑动,4396,4408,222,222,overview,textbook_core,心房扑动（atrial flutter）简称房扑，是介于房速和房颤之间的快速型心律失常。,心房扑动（atrial flutter）简称房扑，是介于房速和房颤之间的快速型心律失常。健康者很少见，病人多伴有器质性心脏病。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AF,心房颤动,ready_for_import_after_sampling,exact_title,100,心房颤动,心律失常 > 房性心律失常 > 心房颤动,4409,4452,221,221,overview,textbook_core,心房颤动（atrial fibrillation，AF）简称房颤，是最常见的心律失常之一，是指规则有序的心房电活动丧失，代之以快速无序的颤动波，是最严重的心房电活动紊乱。,心房颤动（atrial fibrillation，AF）简称房颤，是最常见的心律失常之一，是指规则有序的心房电活动丧失，代之以快速无序的颤动波，是最严重的心房电活动紊乱。心房无序的颤动使之失去了有效的收缩与舒张，心房泵血功能恶化或丧失，加之房室结对快速心房激动的递减传导，引起心室极不规则的反应。因此，心室律（率）紊乱、心功能受损和心房附壁血栓形成是房颤病人的主要病理生理特点。 2004 年中国部分区域 30～85 岁人群的流行病学调查显示，我国房颤患病率约为 0.77%，≥80 岁人群中可高达 7.5%。2010 年，世界范围内房颤患病率约为 3%。,clinical_manifestation|etiology|treatment|分类|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,ready_for_import_after_sampling,exact_title,100,房室传导阻滞,心律失常 > 心脏传导阻滞 > 房室传导阻滞,4650,4689,222,222,overview,textbook_core,房室传导阻滞（atrioventricular block）是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室。,房室传导阻滞（atrioventricular block）是指房室交界区脱离了生理不应期后，心房冲动传导延迟或不能传导至心室。房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位。房室传导阻滞根据严重程度分为三度：一度房室传导阻滞的传导时间延长，但全部冲动仍能传导至心室。二度房室传导阻滞又分为Ⅰ型（文氏阻滞）和Ⅱ型，Ⅰ型阻滞表现为传导时间进行性延长，直至一次冲动不能传导至心室；Ⅱ型阻滞表现为间歇出现的传导阻滞；两个及以上连续的冲动不能下传至心室，常称为高度房室传导阻滞。三度房室传导阻滞又称完全性房室传导阻滞，此时全部冲动不能被传导至心室，心房和心室的节律由各自独立的起搏点控制。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,ready_for_review,overview_mention,82,房室折返性心动过速,心律失常 > 房室交界性心律失常 > 房室交界区相关的折返性心动过速,4476,4547,223,223,overview,textbook_core,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。其共同的发生机制是折返，前者的折返环路位于房室结内；后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。 房室结折返性心动过速,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,ready_for_review,overview_mention,82,房室结折返性心动过速,心律失常 > 房室交界性心律失常 > 房室交界区相关的折返性心动过速,4476,4547,222,222,overview,textbook_core,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。其共同的发生机制是折返，前者的折返环路位于房室结内；后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。 房室结折返性心动过速,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-AT,房性心动过速,ready_for_import_after_sampling,exact_title,100,房性心动过速,心律失常 > 房性心律失常 > 房性心动过速,4371,4395,224,224,overview,textbook_core,房性心动过速（atrial tachycardia）简称房速，指起源于心房且无需房室结参与维持的心动过速。,房性心动过速（atrial tachycardia）简称房速，指起源于心房且无需房室结参与维持的心动过速。 发生机制包括自律性增加、折返与触发活动。根据起源点不同，分为局灶性房性心动过速（focal atrial tachycardia）和多源性房性心动过速（multifocal atrial tachycardia），后者也称为紊乱性房性心动过速（chaotic atrial tachycardia），是严重肺部疾病常见的心律失常，最终可能发展为心房颤动。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-VT,持续性室性心动过速,ready_for_import_after_sampling,exact_title,100,室性心动过速,心律失常 > 室性心律失常 > 室性心动过速,4572,4614,224,224,overview,textbook_core,室性心动过速（ventricular tachycardia，VT）简称室速，是起源于希氏束以下的特殊传导系统或者心室肌的连续 3 个或 3 个以上的异位心搏。,室性心动过速（ventricular tachycardia，VT）简称室速，是起源于希氏束以下的特殊传导系统或者心室肌的连续 3 个或 3 个以上的异位心搏。及时正确地判断和治疗室速具有非常重要的临床意义。,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查|特殊类型的室性心动过速
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-ERS,早期复极综合征,needs_manual_anchor_review,body_mention,62,早期复极综合征,心律失常 > 概 述,4233,4313,221,221,overview,textbook_core,目前已明确的遗传性心律失常包括长 QT 间期综合征、短 QT 间期综合征、Brugada 综合征、儿茶酚胺敏感性室性心动过速、早期复极综合征等，部分心房颤动（如孤立性或家族性房颤）和预激综合征病人也具有基因突变位点。,目前已明确的遗传性心律失常包括长 QT 间期综合征、短 QT 间期综合征、Brugada 综合征、儿茶酚胺敏感性室性心动过速、早期复极综合征等，部分心房颤动（如孤立性或家族性房颤）和预激综合征病人也具有基因突变位点。,心律失常分类|心律失常发生机制|心律失常病因|心律失常的诊断|心脏传导系统
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,ready_for_import_after_sampling,exact_title,100,室内传导阻滞,心律失常 > 心脏传导阻滞 > 室内传导阻滞,4690,4709,222,222,overview,textbook_core,室内传导阻滞（intraventricular block）是指希氏束以下部位的传导阻滞。,室内传导阻滞（intraventricular block）是指希氏束以下部位的传导阻滞。室内传导系统由右束支、左前分支和左后分支三部分组成。室内传导系统的病变可波及单支、双支或三支。 右束支传导阻滞较为常见，常无临床意义。左束支传导阻滞常发生于急性心肌梗死、心肌病、药物中毒等引起心肌弥漫性病变所致。左前分支阻滞较为常见，左后分支阻滞较为少见。 单支、双支阻滞通常无临床症状。偶可听到第一、第二心音分裂。完全性三分支传导阻滞的临床表现与完全性房室传导阻滞相同。,treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SQTS,短QT间期综合征,needs_manual_anchor_review,body_mention,62,短 QT,心律失常 > 概 述,4233,4313,221,221,overview,textbook_core,目前已明确的遗传性心律失常包括长 QT 间期综合征、短 QT 间期综合征、Brugada 综合征、儿茶酚胺敏感性室性心动过速、早期复极综合征等，部分心房颤动（如孤立性或家族性房颤）和预激综合征病人也具有基因突变位点。,目前已明确的遗传性心律失常包括长 QT 间期综合征、短 QT 间期综合征、Brugada 综合征、儿茶酚胺敏感性室性心动过速、早期复极综合征等，部分心房颤动（如孤立性或家族性房颤）和预激综合征病人也具有基因突变位点。,心律失常分类|心律失常发生机制|心律失常病因|心律失常的诊断|心脏传导系统
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SB,窦性心动过缓,ready_for_import_after_sampling,exact_title,100,窦性心动过缓,心律失常 > 窦性心律失常 > 窦性心动过缓,4327,4341,222,222,overview,textbook_core,成人窦性心律的频率低于 60 次 / 分称为窦性心动过缓（sinus bradycardia）（图 3-3-5）。,成人窦性心律的频率低于 60 次 / 分称为窦性心动过缓（sinus bradycardia）（图 3-3-5）。窦性心动过缓常同时伴有窦性心律不齐（不同 PP 间期的差异＞0.12 秒）。窦性心动过缓常见于健康的青年人、运动员及睡眠状态；其他原因包括颅内疾病、严重缺氧、低温、甲状腺功能减退和血管迷走性晕厥等，以及应用拟胆碱药物、胺碘酮、β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄类等药物；窦房结病变和急性下壁心肌梗死亦常发生窦性心动过缓。无症状的窦性心动过缓通常无需治疗。如因心率过慢，出现心排血量不足症状如头晕、黑矇、乏力，可应用阿托品或异丙肾上腺素等药物，但长期应用往往效果不确定，易发生严重副作用，故应考虑心脏起搏治疗。 图 3-3-5 窦性心动过缓 Ⅱ导联的 P 波正向，PR 间期 0.18 秒，心率 48 次 / 分。 三、窦性停搏 窦性停搏或窦性静止（sinus pause or sinus arrest）是指窦房结不能产生冲动。心电图表现为在较正常 PP 间期显著长的间期内无 P 波发生，或 P 波与 QRS 波均不出现，长的 PP 间期与基本窦性 PP间期无倍数关系（图 3-3-6）。长时间的窦性停搏后，下位的潜在起搏点，如房室交界处或心室，可发出单个逸搏或逸搏性心律控制心室。窦性停搏多见于窦房结变性与纤维化、急性下壁心肌梗死、脑血管意外等病变以及迷走神经张力增高或颈动脉窦过敏；此外，应用洋地黄类药物、乙酰胆碱等亦可引起窦性停搏。过长时间的窦性停搏（ ＞3 秒）且无逸搏发生时，病人可出现黑矇、短暂意识障碍或晕厥，严重者可发生阿 - 斯（Adams-Stokes）综合征，甚至死亡。治疗可参照病态窦房结综合征。 图 3-3-6 窦性停搏伴室性逸搏 Ⅱ导联无窦性 P 波，最长 RR 间期 4.9 秒，QRS 波群宽大畸形，时间 0.12 秒。,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SINUS,窦性心律失常,ready_for_import_after_sampling,exact_title,100,窦性心律失常,心律失常 > 窦性心律失常,4314,4320,222,222,overview,textbook_core,窦性心律失常是由于窦房结冲动发放频 率的异常或窦性冲动向心房的传导受阻所导致的心律失常。,正常窦性心律的冲动起源于窦房结，频率为 60～100 次 / 分。心电图显示窦性心律的 P 波在Ⅰ、 Ⅱ、aVF 导联直立，aVR 导联倒置；PR 间期为 0.12～0.20 秒。窦性心律失常是由于窦房结冲动发放频 率的异常或窦性冲动向心房的传导受阻所导致的心律失常。根据心电图及临床表现分为窦性心动过速、窦性心动过缓、窦性停搏、窦房传导阻滞以及病态窦房结综合征。,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SAB,窦房传导阻滞,ready_for_import_after_sampling,exact_title,100,窦房传导阻滞,心律失常 > 窦性心律失常 > 窦房传导阻滞,4342,4346,222,222,overview,textbook_core,窦房传导阻滞（sinoatrial block，SAB）指窦房结冲动传导至心房时发生延缓或阻滞。,窦房传导阻滞（sinoatrial block，SAB）指窦房结冲动传导至心房时发生延缓或阻滞。理论上 SAB可分为三度，由于体表心电图不能显示窦房结电活动，因而通过体表心电图无法确定一度和三度窦房传导阻滞的诊断。二度窦房传导阻滞分为两型：莫氏（Mobitz）Ⅰ型即文氏（Wenckebach）阻滞，表现为 PP 间期进行性缩短，直至出现一次长 PP 间期，该长 PP 间期短于基本 PP 间期的两倍（图 3-3-7）；莫氏Ⅱ型阻滞时，长 PP 间期为基本 PP 间期的整倍数。窦房传导阻滞后可出现逸搏心律。窦房传导阻滞的病因及治疗参见病态窦房结综合征。 图 3-3-7 二度Ⅰ型窦房传导阻滞 Ⅱ导联可见窦性 PP 间期逐渐缩短，直至出现一次长 PP 间期，长的 PP 间期（1.47 秒）短于基本 PP间期（0.95 秒）的两倍。,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-SND,窦房结功能障碍,ready_for_import_after_sampling,exact_title,100,病态窦房结综合征,心律失常 > 窦性心律失常 > 病态窦房结综合征,4347,4360,225,225,overview,textbook_core,病态窦房结综合征（sick sinus syndrome，SSS）简称病窦综合征，是由窦房结病变导致功能减退，产生多种心律失常的综合表现。,病态窦房结综合征（sick sinus syndrome，SSS）简称病窦综合征，是由窦房结病变导致功能减退，产生多种心律失常的综合表现。病人可在不同时间出现一种以上的心律失常，常同时合并心房自律性异常，部分病人同时有房室传导功能障碍。,clinical_manifestation|etiology|treatment|心电图特征
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-LQTS,长QT间期综合征,ready_for_review,overview_mention,82,长 QT,心律失常 > 抗心律失常药物的合理应用,4710,4747,221,221,overview,textbook_core,大多数的致心律失常作用发生在开始治疗后数天或改变剂量时，较多表现为持续性室速、长 QT 间期与尖端扭转型室速。,抗心律失常药物治疗原则：①首先评估药物治疗的必要性，无器质性心脏病或无明显症状、不影响预后的心律失常，多不需要治疗。心律失常治疗主要目的是缓解症状或减少心律失常对心功能和心肌缺血的影响，不应以消灭或减少心律失常为主要目标。②要注意兼顾基础心脏病的治疗，去除病因和诱因，权衡心律失常治疗的重要性和紧迫性，要着重考虑可改善预后的综合治疗措施，如房颤的抗凝治疗。③正确选择抗心律失常的药物，对于急性及血流动力学不稳定的心律失常，重点考虑药物的有效性，尽快终止或改善心律失常，必要时联合电复律或临时起搏治疗；而慢性心律失常的长期治疗，需要考虑药物的安全性以及基础疾病药物治疗的协同性。④协调药物治疗与非药物治疗的兼顾。 ⑤注意抗心律失常药物的不良反应，包括对心功能的影响、致心律失常作用和对全身其他脏器和系统的不良作用。致心律失常作用的定义是抗心律失常药物治疗可能导致新的心律失常或使原有心律失常加重，发生率为 5%～10%；如充血性心力衰竭、已应用洋地黄类药物与利尿剂、QT 间期延长的病人在使用抗心律失常药物时更易发生致心律失常作用；大多数的致心律失常作用发生在开始治疗后数天或改变剂量时，较多表现为持续性室速、长 QT 间期与尖端扭转型室速。,抗心律失常药物|抗心律失常药物分类方法
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-PSVT,阵发性室上性心动过速,ready_for_review,overview_mention,82,阵发性室上性心动过速,心律失常 > 房室交界性心律失常 > 房室交界区相关的折返性心动过速,4476,4547,235,235,overview,textbook_core,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。其共同的发生机制是折返，前者的折返环路位于房室结内；后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。 房室结折返性心动过速,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-NSVT,非持续性室性心动过速,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心律失常,DIS-CARD-ARR-WPW,预激综合征,ready_for_review,overview_mention,82,预激综合征,心律失常 > 房室交界性心律失常 > 房室交界区相关的折返性心动过速,4476,4547,221,221,overview,textbook_core,后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。,房室交界区相关的折返性心动过速主要包括房室结折返性心动过速（atrioventricular nodal reentrant tachycardia，AVNRT）和房室折返性心动过速（atrioventricular reentrant tachycardia，AVRT）两大类，临床特征表现为规律而快速的心动过速，呈突然发作与终止，心电图多表现为 QRS 波群形态正常、 RR 间期规则的快速心律，故在临床上又统称为阵发性室上性心动过速（paroxysmal supraventricular tachycardia，PSVT），简称室上速。其共同的发生机制是折返，前者的折返环路位于房室结内；后者由房室交界区、旁道与心房、心室共同组成折返环路，与预激综合征密切相关。 房室结折返性心动过速,clinical_manifestation|etiology|treatment|心电图特征|心电生理检查
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-ATRIAL,心房心肌病,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-MYOCARDITIS,心肌炎,ready_for_import_after_sampling,exact_title,100,心肌炎,心肌疾病 > 心肌炎,5960,6066,309,309,overview,textbook_core,心肌炎（myocarditis）是指感染和非感染性心肌炎性疾病。,心肌炎（myocarditis）是指感染和非感染性心肌炎性疾病。感染性病原多为病毒，少数是细菌、真菌、立克次体、螺旋体、原虫等；非感染性病因包括理化、药物、过敏、免疫等。病毒性心肌炎（viral myocarditis，VM）是嗜心肌病毒感染引起的心肌炎症损伤。本节重点介绍 VM。,clinical_manifestation|diagnosis_differential|etiology|exam_lab|pathogenesis|treatment
