evidence_code,evidence_name,evidence_type,source_code,source_name,source_type
CARD-SKELETON-FULL-20260709-EVID-3FEBD9D46112A4D3,教材证据-6112A4D3,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-705E72663211F2F4,还应与其他原因引起的心力衰竭相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-AB73BE0939BF38A0,教材证据-39BF38A0,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7390C2E04FB5CD0D,有高血压史的胸痛病人需要除外主动脉夹层动脉瘤破裂,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-EA4777620CE0BDB7,教材证据-0CE0BDB7,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7607DBEC0E881C10,2.鉴别诊断应与心脏收缩功能减低的其他原发和继发性心肌病鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-FC197797EF539E7D,教材证据-EF539E7D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-761E866A2290BB43,上述情况超声心动图可予以鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-462BA3A1060760FB,教材证据-060760FB,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-762D5BEB2066FA67,2.鉴别诊断主要鉴别引起呼吸困难的临床情况,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-773B0585813753A2,常规实验室检查有助于鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7A4F61515126867F,肺静脉畸形引流、肺动脉瓣狭窄及小型室间隔缺损等鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-394CA8B686929812,教材证据-86929812,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7A8C01BA74052BA6,对于中高危的可疑主动脉夹层病人,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A3D82F4A8FA369CF,教材证据-8FA369CF,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7A9ADA1584717C1E,排除诊断：无论有/无确定的替代诊断指标,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5402C9B638A4191B,教材证据-38A4191B,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-7AEFCD50559D674F,而是多种因素作用于不同环节所致,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-80ED939AE528005A,有青紫者应与其他青紫型先天性心脏病及三尖瓣闭锁鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-2DF51B0B73D84DFE,教材证据-73D84DFE,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-880888BDF0ADF5DA,暴发性重症心肌炎：暴发性发病,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-8B703F91875090D0,超声心动图、胸部CT、CMR可鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-35E3CE07D35D595D,教材证据-D35D595D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-8B97CD1496EFAB17,缺血性溃疡伴有剧痛应与神经病变、下肢静脉曲张所致溃疡鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-AB73BE0939BF38A0,教材证据-39BF38A0,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-91902AD4ABEDC07A,急性心包炎与肺栓塞相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-3FEBD9D46112A4D3,教材证据-6112A4D3,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-95C3669AE601ABA7,应注意与肝硬化、结核性腹膜炎等相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-394CA8B686929812,教材证据-86929812,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-97D1DC6609EA05E3,导致组织缺血或夹层破入某些器官,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-BFF35492C538159D,教材证据-C538159D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9916DD8C474F2793,夜间收缩压平均值≥120mmHg和/或舒张压平均值≥70mmHg来诊断高血压,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9944DDB151E49CC1,肺动脉瓣狭窄、肥厚型心肌病鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-F400E1ABB466ACF4,教材证据-B466ACF4,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9D8353AD47546517,1.心绞痛鉴别要点见表3-4-5,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-AB73BE0939BF38A0,教材证据-39BF38A0,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-9EACF9337A026FE5,破口入心包腔可出现急性心包炎的心电图改变,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-808DD08A2FBED92C,教材证据-2FBED92C,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-A2625491989BCEB0,鉴别诊断主要与先天性青紫型心脏畸形鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-BACKFILL-43D071DBAF26F34C,教材证据-AF26F34C,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-A6DF09C52922FA7A,房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-462BA3A1060760FB,教材证据-060760FB,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-AA22B3DE01B08C31,根据心脏原有的基础疾病如冠心病、高血压、瓣膜病、先天性心脏病或心肌病等病史,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-F400E1ABB466ACF4,教材证据-B466ACF4,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-AF7B4DD3C47F86CE,表3-4-5心绞痛和急性心肌梗死的鉴别诊断要点2.主动脉夹层胸痛一开始即达高峰,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B00A48F7E8211580,包括慢性阻塞性肺气肿、支气管哮喘、肺栓塞等,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-68B7816F9110FC73,教材证据-9110FC73,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B65A5C7162652067,排除继发性病因后,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-4C06185571708576,教材证据-71708576,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B6D1666FCBF0B17C,1.发病特点隐匿型冠心病（latentcoronaryheartdisease）或无症状性冠心病是指没有心绞痛症状,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A3517C203E5B623F,教材证据-3E5B623F,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-BBF7FFD8EE07A36B,Graham-Steell杂音鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-BC2B9A8B20CBB4A4,除基础心脏病体征有助于鉴别外,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C0E5D13D60553A2E,首先需要与肺部疾病鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-462BA3A1060760FB,教材证据-060760FB,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C2AF73A74CE02D55,尤其是与心力衰竭相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-394CA8B686929812,教材证据-86929812,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C412B93CD706EAD3,鉴别诊断主要考虑急性冠脉综合征和急性肺栓塞,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C4F9DC59EFB87E26,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺功能减退、下肢静脉功能异常等相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-35E3CE07D35D595D,教材证据-D35D595D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C74656217E62F4B9,跛行应与椎管狭窄、关节炎、骨筋膜隔室综合征等所致的假性跛行相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-B0065D00A8838A0D,教材证据-A8838A0D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C858EFADF097CF05,参照“冠心病”“糖尿病”相关章节,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-3FEBD9D46112A4D3,教材证据-6112A4D3,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-D4DB42D4FC02D366,缩窄性心包炎多可根据典型的临床表现及辅助检查诊断,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A3517C203E5B623F,教材证据-3E5B623F,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DB00F26BCB6270C6,Austin-Flint杂音应与二尖瓣狭窄的心尖区舒张中晚期杂音鉴别：前者常紧随第三心音后,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-68B7816F9110FC73,教材证据-9110FC73,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DC5AC78EB42ED67E,2.鉴别诊断首先,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DCCE680937A39D18,鉴别诊断应考虑原发性肺动脉扩张,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-FC197797EF539E7D,教材证据-EF539E7D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-DD5781119FC5A24E,合并反流和二尖瓣病变者多为风湿性心脏瓣膜病,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-4C06185571708576,教材证据-71708576,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E07A99D210903E7E,但有心肌缺血客观证据的冠心病,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-04580C2FDA310949,教材证据-DA310949,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E0811F4F81ED2CDB,超声心动图有助于鉴别相对性二尖瓣狭窄、左房黏液瘤、三尖瓣狭窄和原发性肺动脉高压等,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-35E3CE07D35D595D,教材证据-D35D595D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E0CF6161C09A89B4,常累及肾动脉而有肾性高血压,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A3517C203E5B623F,教材证据-3E5B623F,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-E3F741A43D5AE258,2.鉴别诊断主动脉瓣反流杂音于胸骨左缘明显时,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-394CA8B686929812,教材证据-86929812,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-EC358B711C8EA6C7,相应疾病鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-FC197797EF539E7D,教材证据-EF539E7D,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F6859249B2A5BEEA,（二）鉴别诊断临床上主动脉瓣狭窄应与下列情况的主动脉瓣区收缩期杂音相鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-2FA7C52AEC30975E,教材证据-EC30975E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F7923C54E944468F,同时需排除冠心病的某些并发症,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-A739B37EB5D24E0E,教材证据-B5D24E0E,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F8FBE548CDF57F39,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FB58813CC17C6C61,主动脉瓣关闭不全合并室间隔缺损、主动脉窦瘤（Valsalva窦瘤）破裂等可引起双期或连续性杂音的病变鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-F734C6167E206276,教材证据-7E206276,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FC63186BF62D4ABB,与心绞痛、甲状腺功能亢进、心肌炎、二尖瓣脱垂综合征及嗜铬细胞瘤等进行鉴别,ClinicalRule
CARD-SKELETON-FULL-20260709-EVID-26D939C592101D52,教材证据-92101D52,Evidence,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-FD761DB73D7006E0,主要应与风湿性瓣膜病及肥厚型梗阻性心肌病相鉴别,ClinicalRule
CARD-SKELETON-20260709-EVID-9FD9E415D7FF425F,教材证据-D7FF425F,Evidence,CARD-SKELETON-20260709-COMPLICATION-61206D16F31CAE33,肺水肿,Complication
CARD-SKELETON-FULL-20260709-EVID-088BF350C542589C,教材证据-C542589C,Evidence,CARD-SKELETON-20260709-COMPLICATION-61206D16F31CAE33,肺水肿,Complication
CARD-SKELETON-FULL-20260709-EVID-692652DB95CF57A4,教材证据-95CF57A4,Evidence,CARD-SKELETON-20260709-COMPLICATION-61206D16F31CAE33,肺水肿,Complication
CARD-SKELETON-FULL-20260709-EVID-DE6C1B21325AD35C,教材证据-325AD35C,Evidence,CARD-SKELETON-20260709-COMPLICATION-61206D16F31CAE33,肺水肿,Complication
CARD-SKELETON-20260709-EVID-849693D62AA3F457,教材证据-2AA3F457,Evidence,CARD-SKELETON-20260709-COMPLICATION-BCD6690C5395E690,三、导管消融-并发症,Complication
CARD-SKELETON-FULL-20260709-EVID-7FF41FD2B4565369,教材证据-B4565369,Evidence,CARD-SKELETON-FULL-20260709-COMPLICATION-CF33FD44E13235F5,室性心律失常,Complication
CARD-SKELETON-FULL-20260709-EVID-7FF41FD2B4565369,教材证据-B4565369,Evidence,COMP-CARD-0BB4844323FE,心脏骤停,Complication
CARD-SKELETON-FULL-20260709-EVID-088BF350C542589C,教材证据-C542589C,Evidence,COMP-CARD-2D4A7476D746,心源性休克,Complication
CARD-SKELETON-FULL-20260709-EVID-692652DB95CF57A4,教材证据-95CF57A4,Evidence,COMP-CARD-2D4A7476D746,心源性休克,Complication
CARD-SKELETON-FULL-20260709-EVID-DE6C1B21325AD35C,教材证据-325AD35C,Evidence,COMP-CARD-2D4A7476D746,心源性休克,Complication
CARD-SKELETON-20260709-EVID-6C2EBCF13AB1297E,教材证据-3AB1297E,Evidence,COMP-CARD-7CF202961681,心力衰竭,Complication
CARD-SKELETON-20260709-EVID-F9225CA1E9147D4E,教材证据-E9147D4E,Evidence,COMP-CARD-7CF202961681,心力衰竭,Complication
CARD-SKELETON-FULL-20260709-EVID-B18740BAA7C3E2AC,教材证据-A7C3E2AC,Evidence,COMP-CARD-7CF202961681,心力衰竭,Complication
CARD-SKELETON-FULL-20260709-EVID-BF2999C9EE5C56C9,教材证据-EE5C56C9,Evidence,COMP-CARD-7CF202961681,心力衰竭,Complication
CARD-SKELETON-20260709-EVID-6A30F2F72873BDAA,教材证据-2873BDAA,Evidence,COMP-CARD-FULLBOOK-F7077FB368,出血,Complication
CARD-SKELETON-FULL-20260709-EVID-82CF8B30A97595B4,教材证据-A97595B4,Evidence,COMP-CARD-FULLBOOK-F7077FB368,出血,Complication
CARD-SKELETON-FULL-20260709-EVID-E3AD6AF93485CE57,教材证据-3485CE57,Evidence,COMP-CARD-FULLBOOK-F7077FB368,出血,Complication
CARD-SKELETON-FULL-20260709-EVID-B18740BAA7C3E2AC,教材证据-A7C3E2AC,Evidence,COMP-CARD-TEXT-2EDA47E727,脑卒中,Complication
CARD-SKELETON-20260709-EVID-EDBF014CDD53D21E,教材证据-DD53D21E,Evidence,CARD-SKELETON-20260709-DEFINITION-0122661AC7221612,第三节急性心力衰竭定义,Definition
CARD-SKELETON-20260709-EVID-5AF0DC52F74A1A09,教材证据-F74A1A09,Evidence,CARD-SKELETON-20260709-DEFINITION-0F7EBFD6324B1AD5,二、心血管植入型电子器械定义,Definition
CARD-SKELETON-20260709-EVID-0256E3875E166788,教材证据-5E166788,Evidence,CARD-SKELETON-20260709-DEFINITION-145696DDBAE4F488,第四节致心律失常性右心室心肌病定义,Definition
CARD-SKELETON-20260709-EVID-9B2F21646F6D62DD,教材证据-6F6D62DD,Evidence,CARD-SKELETON-20260709-DEFINITION-18CD8AD81971AEFD,二、室性心动过速定义,Definition
CARD-SKELETON-20260709-EVID-C3A949098F4E969B,教材证据-8F4E969B,Evidence,CARD-SKELETON-20260709-DEFINITION-1D0F156A0E3109EF,一、房性期前收缩定义,Definition
CARD-SKELETON-20260709-EVID-BEBAE65849F4A5B3,教材证据-49F4A5B3,Evidence,CARD-SKELETON-20260709-DEFINITION-274A58D6206097C5,三、非阵发性房室交界性心动过速定义,Definition
CARD-SKELETON-20260709-EVID-56E6576F2E29FE34,教材证据-2E29FE34,Evidence,CARD-SKELETON-20260709-DEFINITION-2B58E6664B133DC4,［附］遗传性心律失常综合征定义,Definition
CARD-SKELETON-20260709-EVID-ABD64F3F22242020,教材证据-22242020,Evidence,CARD-SKELETON-20260709-DEFINITION-37B12ADE902D01C0,第六节心脏传导阻滞定义,Definition
CARD-SKELETON-20260709-EVID-DFEC50B05FB744D4,教材证据-5FB744D4,Evidence,CARD-SKELETON-20260709-DEFINITION-38FF53B5D135AE6C,四、窦房传导阻滞定义,Definition
CARD-SKELETON-20260709-EVID-6C0630C672B1E2EC,教材证据-72B1E2EC,Evidence,CARD-SKELETON-20260709-DEFINITION-3AD2FFC80CF7890B,二、心肌桥定义,Definition
CARD-SKELETON-20260709-EVID-BACKFILL-831A4E2DCE41C056,教材证据-CE41C056,Evidence,CARD-SKELETON-20260709-DEFINITION-3E1524A6ED10C77D,第二节慢性心力衰竭定义,Definition
CARD-SKELETON-20260709-EVID-BACKFILL-43827C373CADD12B,教材证据-3CADD12B,Evidence,CARD-SKELETON-20260709-DEFINITION-4A8CCC4BE1C2E1B5,第一节心力衰竭总论定义,Definition
CARD-SKELETON-20260709-EVID-DF1E4537E55EEC1E,教材证据-E55EEC1E,Evidence,CARD-SKELETON-20260709-DEFINITION-55AC3B125CF2A95C,三、微血管疾病定义,Definition
CARD-SKELETON-20260709-EVID-B7ECDF6F2DB4110C,教材证据-2DB4110C,Evidence,CARD-SKELETON-20260709-DEFINITION-5886B018E578490E,四、房室交界区相关的折返性心动过速定义,Definition
CARD-SKELETON-20260709-EVID-6CFE95A1103BE7DF,教材证据-103BE7DF,Evidence,CARD-SKELETON-20260709-DEFINITION-588888FB8B569A16,第三节糖尿病与心力衰竭定义,Definition
CARD-SKELETON-20260709-EVID-796E080AFBA9ABC6,教材证据-FBA9ABC6,Evidence,CARD-SKELETON-20260709-DEFINITION-5A15F2309FAF2123,第二节扩张型心肌病定义,Definition
CARD-SKELETON-20260709-EVID-00166C5BABBA84A4,教材证据-ABBA84A4,Evidence,CARD-SKELETON-20260709-DEFINITION-5AC72A90D64ECBF5,四、心房颤动定义,Definition
CARD-SKELETON-20260709-EVID-12C3F899EE100558,教材证据-EE100558,Evidence,CARD-SKELETON-20260709-DEFINITION-65C05570C18859BD,第二节窦性心律失常定义,Definition
CARD-SKELETON-20260709-EVID-1BB281BF37AE5797,教材证据-37AE5797,Evidence,CARD-SKELETON-20260709-DEFINITION-660DFDB9BD0968B6,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病定义,Definition
CARD-SKELETON-20260709-EVID-6DD4450E3AA2FE87,教材证据-3AA2FE87,Evidence,CARD-SKELETON-20260709-DEFINITION-69FC2793F3F472E6,第二节糖尿病与冠心病定义,Definition
CARD-SKELETON-20260709-EVID-D6EAFD139DD4F1DC,教材证据-9DD4F1DC,Evidence,CARD-SKELETON-20260709-DEFINITION-6BB58D445417B8D4,第三节慢性冠状动脉综合征定义,Definition
CARD-SKELETON-20260709-EVID-6B594964B6CC53A3,教材证据-B6CC53A3,Evidence,CARD-SKELETON-20260709-DEFINITION-6C4D15CCE02AF22B,一、心脏电复律与电除颤定义,Definition
CARD-SKELETON-20260709-EVID-48353A7C6F4F5BAC,教材证据-6F4F5BAC,Evidence,CARD-SKELETON-20260709-DEFINITION-71D124690C69C1E4,一、稳定型心绞痛定义,Definition
CARD-SKELETON-20260709-EVID-12B829981E43696F,教材证据-1E43696F,Evidence,CARD-SKELETON-20260709-DEFINITION-79731FBDCEC3CC4E,二、房性心动过速定义,Definition
CARD-SKELETON-20260709-EVID-FF95C308EB38E46E,教材证据-EB38E46E,Evidence,CARD-SKELETON-20260709-DEFINITION-7C7545ECAD6D0326,五、病态窦房结综合征定义,Definition
CARD-SKELETON-20260709-EVID-52B5DB94584D4B7A,教材证据-584D4B7A,Evidence,CARD-SKELETON-20260709-DEFINITION-84493C39EE988230,三、导管消融定义,Definition
