disease_code_to_fill,evidence_code,evidence_name,evidence_type,source_code,source_name,source_type
DIS-CARD-CAD-STEMI,EVD-113BF85876DF5EF032F0-STEMI,STEMI ESC 2017.pdf 第9页证据（SEG-DOC-608DDED17DA46BC7-9-GL-00016-STEMI）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-ECG-ISCHEMIA,缺血性心电图改变,ClinicalRule
DIS-CARD-CAD-ACS,EVD-4DC149E13028FD06A974-ACS,4TH universal definition of MI.pdf 第23页证据（SEG-DOC-174B3BDD2451501A-23-GL-00023-ACS）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-ECG-ISCHEMIA,缺血性心电图改变,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-4E5A6C127482DC443670-STEMI,4TH universal definition of MI.pdf 第4页证据（SEG-DOC-174B3BDD2451501A-4-GL-00001-STEMI）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-IMAGING-WALL-MOTION,影像学新发室壁运动异常,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-23809B8617D9BDC7270C-STEMI,4TH universal definition of MI.pdf 第9页证据（SEG-DOC-174B3BDD2451501A-9-GL-00006-STEMI）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-ISCHEMIC-SYMPTOM,急性缺血症状或等效表现,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-23809B8617D9BDC7270C-STEMI,4TH universal definition of MI.pdf 第9页证据（SEG-DOC-174B3BDD2451501A-9-GL-00006-STEMI）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-TROPONIN-DYNAMIC,肌钙蛋白升高及动态变化,ClinicalRule
DIS-CARD-CAD-AMI,EVD-5C8AE27C34EB5FAA3124-AMI,4TH universal definition of MI.pdf 第19页证据（SEG-DOC-174B3BDD2451501A-19-GL-00017-AMI）,Evidence,RULE-CARD-CAD-AMI-DX-COMP-TROPONIN-DYNAMIC,肌钙蛋白升高及动态变化,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-113BF85876DF5EF032F0-STEMI,STEMI ESC 2017.pdf 第9页证据（SEG-DOC-608DDED17DA46BC7-9-GL-00016-STEMI）,Evidence,RULE-CARD-CAD-STEMI-01-INITIAL-ECG-TROPONIN,STEMI疑诊心电图与肌钙蛋白评估规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-23809B8617D9BDC7270C-STEMI,4TH universal definition of MI.pdf 第9页证据（SEG-DOC-174B3BDD2451501A-9-GL-00006-STEMI）,Evidence,RULE-CARD-CAD-STEMI-01-INITIAL-ECG-TROPONIN,STEMI疑诊心电图与肌钙蛋白评估规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-23809B8617D9BDC7270C-STEMI,4TH universal definition of MI.pdf 第9页证据（SEG-DOC-174B3BDD2451501A-9-GL-00006-STEMI）,Evidence,RULE-CARD-CAD-STEMI-02-DIAGNOSIS-CONFIRM,STEMI诊断确认规则,ClinicalRule
DIS-CARD-CAD-ACS,EVD-4DC149E13028FD06A974-ACS,4TH universal definition of MI.pdf 第23页证据（SEG-DOC-174B3BDD2451501A-23-GL-00023-ACS）,Evidence,RULE-CARD-CAD-STEMI-02-DIAGNOSIS-CONFIRM,STEMI诊断确认规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-B006F53884892B4245ED-STEMI,STEMI ESC 2017.pdf 第6页证据（SEG-DOC-608DDED17DA46BC7-6-GL-00008-STEMI）,Evidence,RULE-CARD-CAD-STEMI-02-DIAGNOSIS-CONFIRM,STEMI诊断确认规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-1C7BEBF33C4B07C4693D-STEMI,STEMI ESC 2017.pdf 第48页证据（SEG-DOC-608DDED17DA46BC7-48-GL-00099-STEMI）,Evidence,RULE-CARD-CAD-STEMI-03-REPERFUSION-SELECT,STEMI再灌注策略选择规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-662C41B76B258D7E8FE8-STEMI,STEMI ESC 2017.pdf 第21页证据（SEG-DOC-608DDED17DA46BC7-21-GL-00040-STEMI）,Evidence,RULE-CARD-CAD-STEMI-03-REPERFUSION-SELECT,STEMI再灌注策略选择规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-9E8CE48E36F457A68185-STEMI,STEMI ESC 2017.pdf 第49页证据（SEG-DOC-608DDED17DA46BC7-49-GL-00101-STEMI）,Evidence,RULE-CARD-CAD-STEMI-03-REPERFUSION-SELECT,STEMI再灌注策略选择规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-B9B303B0E1B921BC095F-STEMI,2018 STEMI院前溶栓治疗中国专家共识.pdf 第5页证据（SEG-DOC-866065446A7A5F65-5-GL-00031-STEMI）,Evidence,RULE-CARD-CAD-STEMI-04-FIBRINOLYSIS-BLOCK,STEMI溶栓禁忌阻断规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-58F0ABFAF9EB30091D7A-STEMI,STEMI ESC 2017.pdf 第31页证据（SEG-DOC-608DDED17DA46BC7-31-GL-00055-STEMI）,Evidence,RULE-CARD-CAD-STEMI-05-ANTITHROMBOTIC,STEMI抗血小板与抗凝治疗规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-DBAD6C36E6EB12587EA1-STEMI,STEMI ESC 2017.pdf 第25页证据（SEG-DOC-608DDED17DA46BC7-25-GL-00046-STEMI）,Evidence,RULE-CARD-CAD-STEMI-05-ANTITHROMBOTIC,STEMI抗血小板与抗凝治疗规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-484DBB2AC0F23DD07AA4-STEMI,STEMI ESC 2017.pdf 第49页证据（SEG-DOC-608DDED17DA46BC7-49-GL-00104-STEMI）,Evidence,RULE-CARD-CAD-STEMI-06-SECONDARY-PREVENTION,STEMI二级预防与随访规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-CD376C831C68934A39DA-STEMI,STEMI ESC 2017.pdf 第49页证据（SEG-DOC-608DDED17DA46BC7-49-GL-00105-STEMI）,Evidence,RULE-CARD-CAD-STEMI-06-SECONDARY-PREVENTION,STEMI二级预防与随访规则,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-113BF85876DF5EF032F0-STEMI,STEMI ESC 2017.pdf 第9页证据（SEG-DOC-608DDED17DA46BC7-9-GL-00016-STEMI）,Evidence,RULE-CARD-CAD-STEMI-DX-COMP-ST-ELEVATION,持续ST段抬高或等效表现,ClinicalRule
DIS-CARD-CAD-STEMI,EVD-1C7BEBF33C4B07C4693D-STEMI,STEMI ESC 2017.pdf 第48页证据（SEG-DOC-608DDED17DA46BC7-48-GL-00099-STEMI）,Evidence,RULE-CARD-CAD-STEMI-DX-COMP-ST-ELEVATION,持续ST段抬高或等效表现,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-01-INITIAL-NP-ECHO,心衰疑诊利钠肽与超声评估规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-01-INITIAL-NP-ECHO,心衰疑诊利钠肽与超声评估规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-02-DIAGNOSIS-TRIAD,心衰诊断三要素规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-02-DIAGNOSIS-TRIAD,心衰诊断三要素规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-03-EF-PHENOTYPE,心衰LVEF分型规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-03-EF-PHENOTYPE,心衰LVEF分型规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-3D73B3265AA9A0357CBB-AHF,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf 第2页证据（SEG-DOC-7198C13DB2740EAA-2-GL-00011-AHF）,Evidence,RULE-CARD-HF-04-ACUTE-CONGESTION,急性心衰淤血处理规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-04-ACUTE-CONGESTION,急性心衰淤血处理规则,ClinicalRule
DIS-CARD-HF,EVD-6C22AF8E99424C13D50E-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第13页证据（SEG-DOC-7476B9BFB2D92F3A-13-GL-00121-HF）,Evidence,RULE-CARD-HF-05-HFREF-GDMT,HFrEF长期规范药物治疗规则,ClinicalRule
DIS-CARD-HF,EVD-6C40984E352072D805F6-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第11页证据（SEG-DOC-7476B9BFB2D92F3A-11-GL-00106-HF）,Evidence,RULE-CARD-HF-05-HFREF-GDMT,HFrEF长期规范药物治疗规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-06-HFPEF-MANAGEMENT,HFpEF综合管理规则,ClinicalRule
DIS-CARD-HF,EVD-6C22AF8E99424C13D50E-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第13页证据（SEG-DOC-7476B9BFB2D92F3A-13-GL-00121-HF）,Evidence,RULE-CARD-HF-06-HFPEF-MANAGEMENT,HFpEF综合管理规则,ClinicalRule
DIS-CARD-HF,EVD-6C40984E352072D805F6-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第11页证据（SEG-DOC-7476B9BFB2D92F3A-11-GL-00106-HF）,Evidence,RULE-CARD-HF-06-HFPEF-MANAGEMENT,HFpEF综合管理规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-06-HFPEF-MANAGEMENT,HFpEF综合管理规则,ClinicalRule
DIS-CARD-HF,EVD-D33B79AC036793E90BBD-HF,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf 第5页证据（SEG-DOC-C440C68F7BD2DFFB-5-GL-00017-HF）,Evidence,RULE-CARD-HF-07-FOLLOWUP-SAFETY,心衰随访与用药安全监测规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DDX-ANEMIA,心衰与贫血相关乏力气促鉴别规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DDX-ANEMIA,心衰与贫血相关乏力气促鉴别规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DDX-COPD-ASTHMA,心衰与慢阻肺/哮喘鉴别规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DDX-COPD-ASTHMA,心衰与慢阻肺/哮喘鉴别规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DDX-PE,心衰与肺栓塞鉴别规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DDX-PE,心衰与肺栓塞鉴别规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DDX-PNEUMONIA,心衰与肺炎鉴别规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DDX-PNEUMONIA,心衰与肺炎鉴别规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DDX-RENAL-VOLUME,心衰与肾性容量负荷鉴别规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DDX-RENAL-VOLUME,心衰与肾性容量负荷鉴别规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-3D73B3265AA9A0357CBB-AHF,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf 第2页证据（SEG-DOC-7198C13DB2740EAA-2-GL-00011-AHF）,Evidence,RULE-CARD-HF-DX-COMP-ACUTE-ONSET,急性心衰起病组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-ACUTE-ONSET,急性心衰起病组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-CHRONIC-SYMPTOM,慢性心衰长期症状组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-CHRONIC-SYMPTOM,慢性心衰长期症状组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-CLINICAL-CONGESTION,心衰症状体征组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-CLINICAL-CONGESTION,心衰症状体征组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-3D73B3265AA9A0357CBB-AHF,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf 第2页证据（SEG-DOC-7198C13DB2740EAA-2-GL-00011-AHF）,Evidence,RULE-CARD-HF-DX-COMP-CONGESTION-HYPOPERFUSION,急性心衰淤血低灌注组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-CONGESTION-HYPOPERFUSION,急性心衰淤血低灌注组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-DIALYSIS-VOLUME,透析患者容量状态组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-DIALYSIS-VOLUME,透析患者容量状态组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-ECHO,超声心动图结构功能组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-ECHO,超声心动图结构功能组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFMREF-LVEF,HFmrEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFMREF-LVEF,HFmrEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFPEF-LVEF,HFpEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFPEF-LVEF,HFpEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFPEF-STRUCTURE,HFpEF结构舒张异常组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFPEF-STRUCTURE,HFpEF结构舒张异常组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-1740A4027F163FB2BFA3-HFpEF,中国心力衰竭诊断和治疗指南2024.pdf 第16页证据（SEG-DOC-E2AE11B44F6F744B-16-GL-00117-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFREF-LVEF,HFrEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-HFpEF,EVD-7DFE0F3278CE8851A238-HFpEF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第8页证据（SEG-DOC-7476B9BFB2D92F3A-8-GL-00081-HFpEF）,Evidence,RULE-CARD-HF-DX-COMP-HFREF-LVEF,HFrEF射血分数组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-LEFT-PULMONARY,左心衰肺淤血组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-LEFT-PULMONARY,左心衰肺淤血组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-NP,利钠肽诊断组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-NP,利钠肽诊断组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-POSTMI-HISTORY,心梗后心衰病史组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-POSTMI-HISTORY,心梗后心衰病史组成规则,ClinicalRule
DIS-CARD-HF-AHF,EVD-BAC1C48FDED5FA1DEB2D-AHF,《内科学（第10版）》.pdf 第212页证据（SEG-DOC-C0BB559FA2C8448A-212-GL-00109-AHF）,Evidence,RULE-CARD-HF-DX-COMP-RIGHT-SYSTEMIC,右心衰体循环淤血组成规则,ClinicalRule
DIS-CARD-HF,EVD-C3D617211B596CF0E5CE-HF,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf 第7页证据（SEG-DOC-7476B9BFB2D92F3A-7-GL-00069-HF）,Evidence,RULE-CARD-HF-DX-COMP-RIGHT-SYSTEMIC,右心衰体循环淤血组成规则,ClinicalRule
DIS-CARD-CM-ICM,EVD-0B86F000BFC1DF91F705-ICM,DCM CN 2018.pdf 第2页证据（SEG-DOC-FF80679E54616C13-2-GL-00007-ICM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-097806EACD3F-01,缺血性心肌病临床症状与缺血表现组成规则,ClinicalRule
DIS-CARD-CM-ICM,EVD-0B86F000BFC1DF91F705-ICM,DCM CN 2018.pdf 第2页证据（SEG-DOC-FF80679E54616C13-2-GL-00007-ICM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-097806EACD3F-02,缺血性心肌病心电图/心肌损伤/缺血证据组成规则,ClinicalRule
DIS-CARD-CM-ICM,EVD-0B86F000BFC1DF91F705-ICM,DCM CN 2018.pdf 第2页证据（SEG-DOC-FF80679E54616C13-2-GL-00007-ICM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-097806EACD3F-03,缺血性心肌病解剖或影像学证据组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-26CD5802C3C5E0A2B148-DCM,中国心肌病综合管理指南2025.pdf 第4页证据（SEG-DOC-8917447CF08D5176-4-GL-00018-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-01,扩张型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-27EF0299F4DE9D99C389-DCM,心肌病诊断与治疗建议  2007.pdf 第2页证据（SEG-DOC-EE4059BC9FA37E66-2-GL-00033-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-01,扩张型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-C14CF5C9764CDA9CAE55-DCM,心肌病诊断与治疗建议  2007.pdf 第3页证据（SEG-DOC-EE4059BC9FA37E66-3-GL-00045-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-01,扩张型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-TB-5908340B73B73B1642EC-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00021）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-01,扩张型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-TB-7F0A22117F8FE0172CF9-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00022）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-01,扩张型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-26CD5802C3C5E0A2B148-DCM,中国心肌病综合管理指南2025.pdf 第4页证据（SEG-DOC-8917447CF08D5176-4-GL-00018-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-02,扩张型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-27EF0299F4DE9D99C389-DCM,心肌病诊断与治疗建议  2007.pdf 第2页证据（SEG-DOC-EE4059BC9FA37E66-2-GL-00033-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-02,扩张型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-C14CF5C9764CDA9CAE55-DCM,心肌病诊断与治疗建议  2007.pdf 第3页证据（SEG-DOC-EE4059BC9FA37E66-3-GL-00045-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-02,扩张型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-TB-5908340B73B73B1642EC-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00021）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-02,扩张型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
